MINE_ID,CURRENT_MINE_NAME,CURRENT_MINE_TYPE,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,PRIMARY_SIC,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,longitude_FALSE,latitude,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,NEAREST_TOWN,longitude
4502709,Sullivan Road Facility,Surface,CRH PLC,L00029,Central Pre-Mix Concrete Co.,WA,Construction Sand and Gravel,5,8,1,1,6,Y,117.196389,47.675,,,,,,0,N,N,N,N,N,Spokane,-117.196389
405802,Portable Plant #1,Surface,Stan  Houck,109369,"Aggtech, Inc.",CA,Construction Sand and Gravel,5,8,1,0,3,Y,117.195278,34.1225,,,,,,0,N,N,N,N,N,Highland,-117.195278
405518,Fab-Tech 18,Surface,Mike J  LaPaglia,L08940,North County Sand & Gravel Inc,CA,Construction Sand and Gravel,5,8,1,1,3,Y,117.181666,33.740555,,,,,,0,N,N,N,N,N,Temecula,-117.181666
401790,Carroll Canyon Rock Plant,Surface,Heidelberg Cement AG,L16389,Hanson Aggregates Pacific Southwest Inc,CA,Construction Sand and Gravel,5,8,2,0,27,Y,117.167777,32.890555,,,,,,0,N,N,N,N,N,San Diego,-117.167777
405514,Superior - Twin Oaks,Surface,J Brouwer Investments Inc,L10579,Superior Ready Mix Concrete L.P.,CA,"Crushed, Broken Stone NEC",5,8,1,1,7,Y,117.157222,33.179722,,,,,,0,N,N,N,N,N,San Marcos,-117.157222
405650,Black Angel,Surface,Stan  Houck,50757,Empire Rock Inc,CA,Construction Sand and Gravel,5,8,1,0,8,Y,117.138889,34.739167,,,,,,0,N,N,N,N,N,Barstow,-117.138889
2600078,NEVADA BARTH IRON MINE AND  MILL,Surface,Gregory G  Austin,L03135,Saga Exploration Inc.,NV,Iron Ore,4,10,1,0,4,N,117.130555,40.568888,,,,,,0,N,N,N,N,N,Palisade,-117.130555
2601597,PINSON MINE ,Underground,Atna Resources Ltd.,119408,"Atna Resources, Inc.",NV,Gold Ore,5,10,1,1,5,N,117.126389,41.035833,,VI,,,,0,N,N,N,N,N,Golconda,-117.126389
401932,Carroll Canyon Plant,Surface,Vulcan Materials Company,L16645,CalMat Co,CA,Construction Sand and Gravel,5,8,1,0,19,Y,117.123611,32.901389,,,,,,1,N,N,N,N,N,San Diego,-117.123611
405440,West Coast Rock and Sand,Surface,Marvin J  Struiksma,66483,West Coast Rock and Sand,CA,Construction Sand and Gravel,5,8,1,0,3,Y,117.123611,32.901388,,,,,,0,N,N,N,N,N,San Diego,-117.123611
3503249,Teague Mineral Products,Facility,Glen A  Teague; Marie  Teague,L08474,Teague Mineral Products,OR,Misc. Nonmetallic Mnls. NEC,5,8,2,0,6,N,117.121944,43.586944,,,,,,0,N,N,N,N,N,Adrian,-117.121944
2602081,MARIGOLD MINE,Surface,Silver Standard Resources Inc,132894,Marigold Mining Co,NV,Gold Ore,7,12,2,2,304,N,117.103056,40.76,,,,,,0,N,N,N,N,N,Valamy,-117.103056
2602159,Lone Tree Mine ,Surface,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,5,0,0,0,52,N,117.103056,40.76,,,,,,0,N,N,N,N,N,Valmy,-117.103056
2602542,GoldWedge,Underground,Scorpio Gold Corporation,126434,"GoldWedge, LLC",NV,Gold Ore,4,0,0,0,6,N,117.087778,38.543889,,VI,,,,0,N,N,N,N,N,Manhattan,-117.087778
400089,MISSION GORGE PLANT,Surface,J Brouwer Investments Inc,L10579,Superior Ready Mix Concrete L P,CA,Construction Sand and Gravel,5,8,2,1,25,Y,117.078055,32.808611,,,,,,0,N,N,N,N,N,San Diego,-117.078055
2602658,Manhattan Gulch,Surface,Peter  Abt,P08335,"A.U. Mines, Inc.",NV,Gold Ore,5,0,0,0,43,N,117.074722,38.538888,,,,,,0,N,N,N,N,N,Tonopah,-117.074722
1001609,Plant #2,Surface,Eucon Corp,L15789,DeAtley Crushing Co,ID,Construction Sand and Gravel,5,8,1,0,10,Y,117.047777,46.375,,,,,,0,N,N,N,N,N,LEWISTON,-117.047777
1001658,Plant #1,Surface,Eucon Corp,L15789,DeAtley Crushing Co,ID,Construction Sand and Gravel,5,8,1,0,9,Y,117.047777,46.375,,,,,,0,N,N,N,N,N,"LEWISTON, ID",-117.047777
1001776,Plant #3,Surface,Eucon Corp,L15789,DeAtley Crushing Co,ID,Construction Sand and Gravel,5,8,1,0,10,Y,117.047777,46.375,,,,,,0,N,N,N,N,N,LEWISTON,-117.047777
1001900,Plant 4,Surface,Eucon Corp,L15789,DeAtley Crushing Co,ID,Construction Sand and Gravel,5,8,1,0,10,Y,117.047777,46.375,,,,,,0,N,N,N,N,N,LEWISTON,-117.047777
1001902,Plant #5,Surface,Eucon Corp,L15789,DeAtley Crushing Company,ID,Construction Sand and Gravel,5,8,1,0,5,Y,117.047777,46.375,,,,,,0,N,N,N,N,N,"Lewiston, ID",-117.047777
405575,Ocean View Mine,Underground,Jeffrey A Swanger,51731,Ocean View Mines LLC,CA,Misc. Nonmetallic Mnls. NEC,1,1,1,0,1,N,117.045556,33.385833,,VI,,,,0,N,N,N,N,N,Pala,-117.045556
2600594,Smoky Valley Common Operations,Surface,Kinross Gold Corp,L02512,Round Mountain Gold Corporation,NV,Gold Ore,5,8,1,0,638,N,117.038888,39.028611,,,,,,1,N,N,N,N,N,round mountain,-117.038888
405717,Inland Valley Materials LLC,Surface,George W  Weir,80344,Escondido Sand & Gravel LLC,CA,"Sand, Industrial NEC",5,10,1,0,9,Y,117.027222,33.098888,,,,,,0,N,N,N,N,N,Escondido,-117.027222
405564,Santee Rock Plant,Surface,Heidelberg Cement AG,L16389,Hanson Aggregates Pacific Southwest Inc,CA,"Crushed, Broken Stone NEC",5,10,1,0,10,Y,117.021667,32.847778,,,,,,0,N,N,N,N,N,Santee,-117.021667
405710,Brown Mountain ,Surface,Jerry E  Brown,78604,Runts Trucking Inc.,CA,Dimension Granite,5,8,1,0,2,Y,117.02,33.168055,,,,,,0,N,N,N,N,N,Escondido,-117.02
1000317,Duthie Pit,Surface,Eucon Corp,L02432,Atlas Sand & Rock Inc,ID,Construction Sand and Gravel,5,8,1,1,5,Y,117.017777,46.416666,,,,,,0,N,N,N,N,N,Lewiston,-117.017777
1002018,Post Falls Quarry,Surface,Eucon Corp,L06053,Spokane Rock Products Inc,ID,Construction Sand and Gravel,5,8,1,0,5,Y,116.994722,47.716111,,,,,,0,N,N,N,N,N,Post Falls,-116.994722
404080,Chula Vista Quarry,Surface,Vulcan Materials Company,L16645,CalMat Co,CA,Construction Sand and Gravel,5,8,2,1,32,Y,116.993889,32.59,,,,,,0,N,N,N,N,Y,San Diego,-116.993889
400030,Brubaker-Mann Incorporated,Surface,Dorothy E  Mann,L31277,Brubaker-Mann Inc,CA,"Crushed, Broken Stone NEC",5,8,1,0,10,Y,116.987831,34.904386,,,,,,0,N,N,N,N,N,Barstow,-116.987831
400167,Omya California,Surface,Omya Industries Inc,97485,"Omya California, a Divison of Omya Inc.",CA,"Crushed, Broken Limestone NEC",7,8,3,1,62,Y,116.945833,34.387222,,,,,,0,N,N,N,N,N,Lucerne Valley,-116.945833
2600411,Greystone Mine ,Surface,Schlumberger Ltd,L13501,M-I Swaco- A Schlumberger Company,NV,Barite Barium Ore,6,8,3,3,40,N,116.945278,40.650556,,,,,,0,N,N,N,N,N,Battle Mountain,-116.945278
2600828,Battle Mountain Grinding Plant,Facility,Schlumberger Ltd,L13501,M-I Swaco- A Schlumberger Company,NV,Barite Barium Ore,5,8,3,1,36,N,116.945278,40.650556,,,,,,0,N,N,N,N,N,Battle Moutntain,-116.945278
404843,Mine #1,Surface,J Brouwer Investments Inc,L10579,Superior Ready Mix Concrete L P,CA,"Crushed, Broken Granite",5,9,1,0,3,Y,116.943333,32.906388,,,,,,0,N,N,N,N,N,Lakeside,-116.943333
1002169,New Acers,Facility,Todd G  Clayton,L31916,Clayton's Calcium Inc,ID,Misc. Nonmetallic Mnls. NEC,5,8,1,0,5,N,116.943333,43.785277,,,,,,0,N,N,N,N,N,"Fruitland, Idaho",-116.943333
2602239,Rossi Jig Plant ,Surface,Halliburton,L16935,"Halliburton Energy Services, Inc.",NV,Barite Barium Ore,7,12,1,0,23,N,116.943333,40.637222,,,,,,0,N,N,N,N,N,Battle Mtn,-116.943333
2601871,Comstock Mining LLC,Surface,Comstock Mining Inc,L18005,Comstock Mining LLC,NV,Gold Ore,5,8,2,1,98,N,116.937777,40.632777,,,,,,0,N,N,N,N,N,GOLD HILL,-116.937777
2600550,Phoenix Mine,Surface,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,12,2,2,495,N,116.934167,40.642222,,,,,,0,N,N,N,N,N,Battle Mountain,-116.934167
2601152,Argenta Mine And Mill,Facility,Baker Hughes Inc,L13115,Baker Hughes Oilfield Operations,NV,Barite Barium Ore,5,8,1,1,40,N,116.934167,40.642222,,,,,,0,N,N,N,N,N,Battle Mountain,-116.934167
2602618,Cedarapids 3054 Jaw Crusher S/N54038,Surface,Loren E  Hunewill,L02451,H. E. Hunewill Construction Co. Inc.,NV,"Sand, Common",5,0,0,0,1,Y,116.934167,40.642222,,,,,,0,N,N,N,N,N,Winnemucca,-116.934167
2602619,Cedarapids MVP450 Cone Crusher S/N54075,Surface,Loren E  Hunewill,L02451,H. E. Hunewill Construction Co. Inc.,NV,"Sand, Common",5,10,1,0,4,Y,116.934167,40.642222,,,,,,0,N,N,N,N,N,Winnemucca,-116.934167
2602620,Cedarapids MVP450 Cone Crusher S/N54440,Surface,Loren E  Hunewill,L02451,H. E. Hunewill Construction Co. Inc.,NV,"Sand, Common",5,10,1,0,4,Y,116.934167,40.642222,,,,,,0,N,N,N,N,N,Winnemucca,-116.934167
2602730,Slaven Mine,Surface,N A Degerstrom,L00832,"N.A. Degerstrom, Inc",NV,Barite Barium Ore,5,8,1,0,4,N,116.934167,40.642222,,,,,,0,N,N,N,N,N,Battle Mountain,-116.934167
2602735,Rossi Crusher,Surface,N A Degerstrom,L00832,N.A. Degerstrom,NV,Barite Barium Ore,5,8,1,0,2,N,116.934166,40.642222,,,,,,0,N,N,N,N,N,Battle Mountain,-116.934166
404910,Enniss Lakeside Plant,Surface,Carolyn  Sandoval; Delois N  Miller,L33050,Enniss Inc,CA,Construction Sand and Gravel,5,8,1,0,7,Y,116.931666,32.901388,,,,,,0,N,N,N,N,N,Lakeside,-116.931666
401989,Lakeside Sand & Processing,Surface,Heidelberg Cement AG,L16389,Hanson Aggregates Pacific Southwest Inc,CA,Construction Sand and Gravel,5,8,1,1,3,Y,116.93,32.865277,,,,,,0,N,N,N,N,N,Lakeside,-116.93
400135,JAMACHA QUARRY,Surface,J Brouwer Investments Inc,L10579,Superior Ready Mix Concrete L.P.,CA,Construction Sand and Gravel,5,8,1,1,5,Y,116.927777,32.761388,,,,,,0,N,N,N,N,N,"LAKESIDE, CA",-116.927777
403178,Lucerne Valley Pit,Surface,Robar Enterprises Inc,L08509,Hi-Grade Materials Co,CA,Construction Sand and Gravel,5,8,1,0,5,Y,116.926111,34.413056,,,,,,0,N,N,N,N,N,Lucerne Valley,-116.926111
400219,Lucerne Valley Plant and Quarry,Surface,Minerals Technologies Inc,L12908,Specialty Minerals Inc,CA,"Crushed, Broken Limestone NEC",7,8,3,2,86,Y,116.911388,34.367222,,,,,,0,N,N,N,N,N,Lurcerne Valley,-116.911388
400133,El Cajon Quarry,Surface,Robertson's Ready Mix Inc; Mitsubishi Corp,L14361,Robertson's,CA,"Crushed, Broken Granite",5,10,1,0,5,Y,116.89,32.764722,,,,,,0,N,N,N,N,N,San Diego,-116.89
402815,Banning,Surface,Robertson's Ready Mix Inc; Mitsubishi Corp,L14361,Robertson's,CA,Construction Sand and Gravel,5,8,1,1,9,Y,116.867222,33.942778,,,,,,0,N,N,N,N,N,Banning,-116.867222
400581,Sidehill Mine,Surface,R T Vanderbilt Company Inc,77703,Vanderbilt Minerals LLC,CA,"Clay, Ceramic, Refractory Mnls.",5,8,1,0,3,Y,116.866389,36.455556,,,,,,0,N,N,N,N,N,Pahrump,-116.866389
405690,Lucerne Valley,Surface,Robertson's Ready Mix Inc; Mitsubishi Corp,L14361,Robertson's,CA,Construction Sand and Gravel,5,8,1,0,8,Y,116.862778,34.370278,,,,,,0,N,N,N,N,N,Lucerne Valley,-116.862778
400157,Cushenbury Plant ,Facility,Mitsubishi Corp,L10104,Mitsubishi Cement Corp,CA,Cement,7,8,3,2,146,Y,116.855833,34.354444,,,,,,0,N,N,N,N,N,Lucerne,-116.855833
2602434,3 D Pit,Surface,Shane N  Davis; John W  Davis,L17716,"John Davis Trucking Co., Inc.",NV,Construction Sand and Gravel,5,10,1,0,2,Y,116.828889,40.518611,,,,,,0,N,N,N,N,N,battle mountain,-116.828889
402774,Cabazon,Surface,Robertson's Ready Mix Inc; Mitsubishi Corp,L14361,Robertson's,CA,Construction Sand and Gravel,6,8,2,1,20,Y,116.814167,33.9225,,,,,,1,N,N,N,N,N,Cabazon,-116.814167
1002141,Superior Construction & Excavating Inc.,Surface,Kelly  Fulfer,133595,Superior Construction & Excavating Inc.,ID,Construction Sand and Gravel,5,8,1,0,2,Y,116.802777,43.6825,,,,,,0,N,N,N,N,N,Caldwell,-116.802777
1002096,ACI Northwest Inc,Surface,William  Radobenko Jr; William  Radobenko Sr,73044,ACI Northwest Inc,WA,Construction Sand and Gravel,5,8,1,0,2,Y,116.786388,47.731388,,,,,,0,N,N,N,N,N,Kettle River,-116.786388
2602489,White Caps Mill,Surface,R T Vanderbilt Company Inc,77703,Vanderbilt Minerals LLC,NV,"Clay, Ceramic, Refractory Mnls.",5,8,1,0,3,Y,116.769167,36.884722,,,,,,0,N,N,N,N,N,Beatty,-116.769167
2602625,Beatty Quarry,Surface,Paul E  D'Alessio,L16918,Kalamazoo Materials Inc,NV,Construction Sand and Gravel,5,8,1,0,3,Y,116.754167,36.998056,,,,,,0,N,N,N,N,N,Beatty,-116.754167
1001768,Caldwell Plant,Surface,Carl A  Register,L14354,Carco Mineral Resources Inc,ID,Common Clays NEC,5,8,1,0,8,Y,116.702324,43.665685,,,,,,0,N,N,N,N,N,caldwell,-116.702324
402634,Newberry Mill ,Facility,Elementis Plc,L15736,Elementis Specialties Inc,CA,Common Clays NEC,5,8,3,1,23,Y,116.680556,34.830556,,,,,,0,N,N,N,N,N,Newberry Springs,-116.680556
400588,HECTOR MINE,Surface,Elementis Plc,L15736,Elementis Specialties Inc,CA,Common Clays NEC,4,10,1,0,12,Y,116.680555,34.830555,,,,,,0,N,N,N,N,N,Newberry Springs,-116.680555
1002084,"Cope Sand & Gravel, Inc.",Surface,Bob L  Cope,69183,"Cope Sand & Gravel, Inc.",ID,Construction Sand and Gravel,5,8,1,0,2,Y,116.636666,43.561388,,,,,,0,N,N,N,N,N,Nampa,-116.636666
2601503,Sterling Mine,Underground,Imperial Metals Corp,L14079,Sterling Gold Mining Corp,NV,Gold Ore,7,0,0,0,17,N,116.633056,36.827778,,VI,,,,0,N,N,N,N,N,Beatty,-116.633056
1002203,Danielson Rock,Surface,Bob  Danielson,109225,Danielson Rock,ID,Construction Sand and Gravel,5,10,1,0,2,Y,116.586666,47.318055,,,,,,0,N,N,N,N,N,St. Maries,-116.586666
2602691,Fire Creek,Underground,Klondex Mines Ltd,125873,Klondex Gold and Silver Mining Co.,NV,Gold Ore,7,12,2,2,44,N,116.577778,40.456944,,VI,,,,2,N,N,N,N,N,Cresent Valley,-116.577778
1000318,Unimin Corporation-Emmett Plant,Facility,S C R-Sibelco Nv,L00645,Unimin Corp,ID,Misc. Nonmetallic Mnls. NEC,5,8,1,1,14,N,116.547222,43.868611,,,,,,0,N,N,N,N,N,emmett,-116.547222
2600412,DUNPHY MILL,Facility,Halliburton,L16935,"Halliburton Energy Services, Inc.",NV,Barite Barium Ore,5,12,1,1,29,N,116.526667,40.708611,,,,,,0,N,N,N,N,N,Battle Mountain,-116.526667
1001720,Star Pit,Surface,Cal D  Low; Clint B  Low,L12800,Low's Ready Mix Inc,ID,Construction Sand and Gravel,5,8,1,0,8,Y,116.494444,43.691111,,,,,,0,N,N,N,N,N,Star,-116.494444
2601043,Amargosa Quarry and Plant,Surface,Lhoist Group,L13416,Lhoist North America of Arizona,NV,"Clay, Ceramic, Refractory Mnls.",5,10,2,0,32,Y,116.469722,36.45,,,,,,0,N,N,N,N,N,Amargosa Valley,-116.469722
2602421,Hi Line Quarry,Surface,Terry J  Reck; Randy A  Reck,L17480,"Reck Brothers, LLC",NV,Construction Sand and Gravel,5,8,1,0,3,Y,116.419444,38.8025,,,,,,0,N,N,N,N,N,"Ely, NV",-116.419444
404807,Thousand Palms Pit,Surface,Taiheiyo Cement Corp,L11900,CalPortland,CA,Construction Sand and Gravel,5,8,1,0,6,Y,116.405,33.845555,,,,,,0,N,N,N,N,N,thousand palms,-116.405
1001564,Emerald Creek Garnet Ltd,Surface,Opta Minerals Co,L12437,Emerald Creek Garnet Ltd,ID,Gemstones,5,8,1,0,19,N,116.384444,47.079444,,,,,,0,N,N,N,N,N,Fernwood,-116.384444
2600827,Barrick Cortez Inc.,Surface,Barrick Gold Corp,120768,Barrick Cortez Inc.,NV,Gold Ore,7,12,2,2,2982,N,116.372222,40.545278,,,,,,0,N,N,N,N,N,Crescent valley,-116.372222
2602573,Barrick Cortez Underground,Underground,Barrick Gold Corp,120768,Barrick Cortez Inc.,NV,Gold Ore,7,12,2,2,302,N,116.372222,40.545278,,VI,0,,,0,N,N,N,N,Y,Cresent Valley,-116.372222
405015,Campo Materials Company,Surface,Muht-Hei Inc,L11912,Campo Materials Company,CA,"Sand, Common",5,8,1,0,1,Y,116.356111,32.676388,,,,,,0,N,N,N,N,N,campo,-116.356111
2602720,Bazza Underground Mine,Underground,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc.,NV,Gold Ore,5,8,1,0,12,N,116.339167,40.838333,,VI,,,,0,N,N,N,N,N,"Carlin, NV",-116.339167
1002045,CLEMENTS-DECHAMBEAU,Surface,CCI  (Clyde Companies Inc),103546,Clements Concrete Co,ID,Construction Sand and Gravel,5,10,1,0,5,Y,116.318153,43.667927,,,,,,0,N,N,N,N,N,Boise,-116.318153
405281,Silverlake Mine ,Surface,Scott R  Descher,L15022,Hahm International Inc,CA,Iron Ore,5,10,1,0,6,N,116.296111,35.396111,,,,,,0,N,N,N,N,N,Baker,-116.296111
2602104,Ash Meadows Plant & Mine,Facility,Imagin Minerals Incorporated,L06398,St. Cloud Mining Company,NV,Misc. Nonmetallic Mnls. NEC,5,10,2,0,8,N,116.29,36.363333,,,,,,0,N,N,N,N,N,Pahrump,-116.29
1002000,H & B Crushing,Surface,Bob  Hall; Steve  Dobson,51744,H & B Crushing LLC,ID,Construction Sand and Gravel,5,10,1,1,3,Y,116.245,43.612222,,,,,,0,N,N,N,N,N,Horseshoe Bend,-116.245
401854,Indio,Surface,Granite Construction Inc,L00039,Granite Construction Company,CA,Construction Sand and Gravel,5,8,1,0,9,Y,116.237222,33.768888,,,,,,1,N,N,N,N,N,Indio,-116.237222
1001795,RMP Pleasant Valley Pit,Surface,Robert G  Amidon,74804,"Rocky Mountain Paving, Inc.",ID,Construction Sand and Gravel,5,8,1,0,3,Y,116.233611,43.53,,,,,,0,N,N,N,N,N,Boise,-116.233611
404731,West Coast Aggregate Supply Inc,Surface,Marvin J  Struiksma,L17526,West Coast Aggregate Supply Inc,CA,Construction Sand and Gravel,5,8,1,1,6,Y,116.213888,33.8225,,,,,,0,N,N,N,N,N,Indio,-116.213888
1002089,Crusher #1,Surface,MDU Resources Group Inc,L16679,Knife River Southern Idaho Division,ID,Construction Sand and Gravel,5,10,1,0,7,Y,116.199153,43.502359,,,,,,0,N,N,N,N,N,Boise,-116.199153
404937,DILLON ROAD PIT,Surface,J Brouwer Investments Inc,L10579,Superior Ready Mix Concrete L.P.,CA,Construction Sand and Gravel,5,8,1,1,3,Y,116.188333,33.791388,,,,,,0,N,N,N,N,N,indio,-116.188333
2602678,Mill 6,Facility,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,8,3,0,167,N,116.186111,40.785556,,,,,,0,N,N,N,N,N,Carlin,-116.186111
404209,West Coast Aggregate Supply Inc,Surface,Marvin J  Struiksma,L17526,West Coast Aggregate Supply Inc,CA,Construction Sand and Gravel,5,8,1,0,3,Y,116.162222,33.636666,,,,,,1,N,N,N,N,N,Thermal,-116.162222
404470,Fargo Canyon Mine,Surface,James  Richert,73864,Coronet Concrete Products Inc,CA,Construction Sand and Gravel,5,8,1,0,3,Y,116.154444,33.745277,,,,,,1,N,N,N,N,N,Coachella,-116.154444
2602307,Ruby Hill Mine,Surface,Barrick Gold Corp,L07233,Homestake Mining Company Of California,NV,Gold Ore,7,10,2,2,25,N,116.135833,39.8775,,,,,,0,N,N,N,N,N,Eureka,-116.135833
2602698,Sestanovich Pit,Surface,Daniel E Groth,133673,DV Gravel & Exploration LLC,NV,"Sand, Industrial NEC",5,10,1,0,5,Y,116.135833,39.8775,,,,,,0,N,N,N,N,N,Eureka,-116.135833
400915,PLASTER CITY QUARRY,Surface,USG Corporation,L00537,United States Gypsum Company,CA,Gypsum,5,10,2,1,27,N,116.132777,33.130833,,,,,,0,N,N,N,N,N,Borrego Springs,-116.132777
2602729,Mt. Hope Project,Surface,General Moly Inc,126513,"Eureka Moly, LLC",NV,Molybdenum Ore,5,1,1,0,5,N,116.130278,39.784444,,,,,,0,N,N,N,N,N,Eureka,-116.130278
405365,COACHELLA VALLEY AGGREGATE,Surface,Jim  Broyles,L16406,Coachella Valley Aggregates Inc,CA,Construction Sand and Gravel,5,12,1,1,10,Y,116.126944,33.753055,,,,,,0,N,N,N,N,N,Indio,-116.126944
2600062,Genesis,Surface,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,12,2,2,300,N,116.103889,40.713889,,,,,,0,N,N,N,N,N,Carlin,-116.103889
2600500,South Area ,Surface,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,12,2,2,1200,N,116.103889,40.713889,,,,,,0,N,N,N,N,Y,Carlin,-116.103889
2601089,Goldstrike Mine,Surface,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,Gold Ore,7,12,2,2,900,N,116.103889,40.713889,,,,,,0,N,N,N,N,N,Carlin,-116.103889
2602246,Meikle Mine,Underground,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,Gold Ore,7,12,2,2,693,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,Carlin,-116.103889
2602300,Storm Exploration Decline,Underground,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,Gold Ore,1,0,0,1,1,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,Y,Elko,-116.103889
2602481,Chukar,Underground,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,8,1,0,22,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,Carlin,-116.103889
2602512,Leeville,Underground,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,5,12,2,2,492,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,Carlin,-116.103889
2602661,Exodus,Underground,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,12,2,2,116,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,Carlin,-116.103889
2602673,Roaster Operations,Facility,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,Gold Ore,7,12,2,2,164,N,116.103889,40.713889,,,,,,0,N,N,N,N,N,Carlin,-116.103889
2602674,Mill/Autoclave Operations,Facility,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,Gold Ore,7,12,2,2,277,N,116.103889,40.713889,,,,,,0,N,N,N,N,N,Carlin,-116.103889
2602689,Pete Bajo,Underground,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,10,1,0,111,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,Carlin,-116.103889
1000089,Sunshine Mine,Underground,Sunshine Silver Mines Corp,119889,Silver Opportunity Partners LLC,ID,Silver Ore,5,8,1,0,38,N,116.051667,47.526111,,VI,,,,1,N,N,N,N,N,Kellogg,-116.051667
404678,API Pit,Surface,John  Corcoran,L13597,Aggregate Products Inc,CA,Construction Sand and Gravel,5,8,1,1,7,Y,116.023056,33.374444,,,,,,1,N,N,N,N,N,Salton Sea Beach ,-116.023056
405850,Imperial Valley Aggregates,Surface,James  Richert,73864,Coronet Concrete Products,CA,Construction Sand and Gravel,5,8,1,0,5,Y,116.002562,32.758297,,,,,,0,N,N,N,N,N,Ocotillo,-116.002562
1002155,Golden Eagle ,Underground,Daniel R  Yanke; Christopher  Clark,90205,"Greyhound Mine & Milling, Inc.",ID,Gold Ore,5,7,1,0,7,N,115.998056,43.481667,,VI,,,,0,N,N,N,N,N,Boise,-115.998056
1000082,Galena,Underground,U S Silver & Gold,L16955,"U.S. Silver - Idaho, Inc.",ID,Silver Ore,5,8,3,0,138,N,115.961389,47.485,,VI,,,,1,N,N,N,N,N,Wallace,-115.961389
2601862,VEGA-PORTABLE CRUSHER #1,Surface,Manuel R  Vega,L39825,Vega Construction & Trucking Co.,NV,Construction Sand and Gravel,5,8,1,0,7,Y,115.911388,40.742222,,,,,,1,N,N,N,N,N,elko,-115.911388
2401467,Troy Mine Inc.,Underground,Revett Silver Company,L17328,Troy Mine Inc.,MT,Copper Ore NEC,7,11,2,0,195,N,115.889722,48.463333,,VI,,,,1,Y,N,N,N,N,Troy,-115.889722
2602697,Emigrant ,Surface,Newmont Mining Corp,L15317,Newmont USA Limited,NV,Gold Ore,7,12,1,1,177,N,115.811667,40.840556,,,,,,0,N,N,N,N,N,Carlin,-115.811667
1000088,Lucky Friday,Underground,Hecla Mining Company,L00049,Hecla Limited,ID,Silver Ore,7,10,3,0,165,N,115.801944,47.470278,,VI,,,,0,N,N,N,N,N,Mullan,-115.801944
2601621,Jerritt Canyon Mill,Facility,Veris Gold Corp.,L10244,"Veris Gold U.S.A., Inc.",NV,Gold Ore,7,12,2,1,320,N,115.763056,40.8325,,,,,,0,N,N,N,N,N,Elko,-115.763056
2602299,SSX Mine,Underground,Keith  Jones,L12820,SMALL MINE DEVELOPMENT L.L.C.,NV,Gold Ore,7,8,2,0,160,N,115.763056,40.8325,,VI,,,,0,N,N,N,N,N,ELKO,-115.763056
2602634,Starvation Canyon,Underground,Keith  Jones,L12820,Small Mine Development LLC,NV,Gold Ore,7,12,2,2,35,N,115.763056,40.8325,,VI,,,,0,N,N,N,N,N,"Elko, NV",-115.763056
2602742,Saval #4,Underground,Veris Gold Corp.,L10244,Veris Gold USA Inc.,NV,Gold Ore,7,8,1,0,30,N,115.763056,40.8325,,VI,,,,0,Y,N,N,N,N,Elko ,-115.763056
2602397,Lee Smith Mine,Underground,Keith  Jones,L12820,Small Mine Development LLC,NV,Gold Ore,7,12,2,2,35,N,115.763055,40.8325,,VI,,,,0,N,N,N,N,N,Elko,-115.763055
2600429,BOEHLER PIT,Surface,CRH PLC,50765,Staker & Parson Co.,NV,Construction Sand and Gravel,5,8,1,0,4,Y,115.729167,40.848611,,,,,,0,N,N,N,N,N,ELKO,-115.729167
