MineID,MineName,latitude,longitude,TotalExemptions
4102383,Allen Pit & Plant,30.503373,-97.853466,321
4102241,Buda Quarry,30.075096,-97.852514,6252
4102781,Texas-Lehigh Cement Plant & Quarry,30.057777,-97.844166,8732
1400212,BUILDEX CLAY PIT,38.595833,-97.832777,3391
4103827,Jack's Pit #1,30.753333,-97.816944,331
4103360,CHICO QUARRY,33.297222,-97.809167,262
4102596,Weatherford Plant,32.733333,-97.803889,1838
4103933,Espinoza Quarry 2 ,30.540277,-97.799722,56956
3401793,R&M #3,35.514722,-97.795278,1508
4104477, CR 239 Quarry,30.841388,-97.793611,23182
4104696,Hood County Sand Plant,32.231388,-97.775,566
4104839,Tuleta Pit,28.573889,-97.768333,285
4100081,LAKE BRIDGEPORT QUARRY,33.211389,-97.764167,208
3901153,Wash Plant,45.796666,-97.760277,8
4100007,Bridgeport Stone Plant,33.21,-97.754722,90
4104629,Alamo Aggregates Corp,28.403611,-97.752777,5042
4103983,Gibbs Quarry ,30.997781,-97.745505,1025
4104176,McKinney Pit,28.389244,-97.739718,13979
4102201,WEIR PLANT,30.616944,-97.7325,266
2501266,Genoa Plant,41.448611,-97.730555,3758
4100069,Georgetown Qy & Plt,30.600651,-97.721334,1412
4103971,Culp & Son LP,30.873451,-97.719018,8181
4104640,San Felipe Stone Inc,32.340379,-97.718551,800
4104762,Crockett County Mining Plant 4,30.884444,-97.708333,708
4100001,MC NEIL PLT & QY,30.447222,-97.705555,1258
4104319,Apache Stone Quarry LLC,30.888333,-97.703055,986
4104530,DeCordova Materials,32.3825,-97.683889,28860
4103401,Cooper Stone,30.813611,-97.670833,3427
4103205,PLANT #1,30.231666,-97.669166,2409
4101174,Nason Plant #1,27.790277,-97.668888,3068
4104426,RTI Materials ,30.720833,-97.668055,4141
4104836,COOKE COUNTY,33.23,-97.661666,1748
4104441,"Austin Aggregates APAC Texas, Inc.",30.236666,-97.661111,370
4103434,Simpson Stone Company,30.811944,-97.658056,26253
4101792,Austin River Plant,30.245,-97.653611,76
1400481,CONCORDIA MINE,39.576666,-97.630833,1225
4104124,Austin Aggregates 973 Plant,30.2425,-97.626388,1386
4104372,Congress Materials ,33.129722,-97.613888,5414.01
3900024,Spencer Quarries Inc.,43.759444,-97.608888,978
4103979,ESO,30.824909,-97.604454,2912
4104317,Texas Limestone Materials LLC-Plant 4,30.825,-97.604444,201
4101786,Nolanville Mine & Mill,31.086944,-97.591944,28286
4103909,Garfield Sand & Gravel,30.194166,-97.582222,868
4100072,Plant & Quarry,32.239167,-97.573056,29023
4101059,UNIMIN CORP,32.188611,-97.540833,208
4104147,IMAGE MATERIALS,33.056944,-97.526667,930
4104363,TXI Sand & Gravel Operations-Webberville,30.24759,-97.521496,18497
4104611,Hollingsworth Sand & Gravel LLC,33.078055,-97.514444,5776
3400110,Edmond Pit & Plant,35.603056,-97.507222,133
3401983,Bally Mountain Quarry,35.515833,-97.500277,537
4103229,"Top-Way Materials, LLC",33.030556,-97.493611,424
4104505,Miller Springs Materials,31.097777,-97.453333,4168
4101665,Brownsville Mill,25.928757,-97.452808,13372
4100298,BYK Additives Inc. Plants & Pits,29.512002,-97.448196,7615
2500506,Pit #71 Columbus,41.453055,-97.425,135
4104777,Rawhide Sand Plant ,32.363056,-97.425,1896
2500510,Pit #76 Norfolk,42.001944,-97.415278,495
3400360,Guthrie Sand ,35.92,-97.4075,100
4104002,Corpus Christi Plant,27.821653,-97.406277,11199
4104010,CORPUS CHRISTI GRINDING PLANT,27.821653,-97.406277,798
4104402,Greenwade,31.889444,-97.396389,15000
4103461,TOR MINERALS INTERNATIONAL,27.826619,-97.393766,38658
1400624,Kingsbury,37.736616,-97.389708,279
4103882,Arnold Crushed Stone,32.204444,-97.373889,2275
3901393,West Pit,43.99119,-97.373266,5942
4103217,WHITNEY,31.833888,-97.3575,163
3900292,Concrete Materials Sandplant,42.938055,-97.331944,212
3200824,Screener #1,47.498056,-97.324444,389
4104407,Arnold Stone Inc,32.2075,-97.3125,693
1401539,Grove ,37.574722,-97.306667,230
4102977,Cox Bend,32.455556,-97.303333,200
4104830,Jack Hilliard Materials,30.954722,-97.295833,2124
4100906,"Sherwin Alumina, L.P.",27.922244,-97.289992,994019
3901564,Rein Construction,45.866388,-97.288055,142
4104339,North Texas Crushed Stone Inc,33.756944,-97.288055,14830
4104226,Mine Service Ltd.,31.5275,-97.281111,684
2500508,PIT #73 BELLWOOD,41.347222,-97.273333,59
4100079,Waco Plant,31.482222,-97.242222,16306
4104085,Three Oaks,30.416389,-97.216389,31594
3400009,Ardmore Quarry,34.089166,-97.209166,886
4103670,HORSESHOE BEND PLANT,31.668056,-97.206944,450
4104617,Tri County Materials,33.401111,-97.176667,1850
4104116,Metroplex Sand & Gravel LTD,32.794045,-97.169192,7230
3401775,Thackerville Sand Plant ,33.853333,-97.140277,440
3901412,Gravel Pit ,44.005959,-97.139475,2171
3901477,SUMMIT SAND & GRAVEL,45.297222,-97.123611,2034
3400798,Davis Rock Quarry ,34.504532,-97.119464,17578
3401299,Davis Quarry,34.504444,-97.119444,5824
3401474,Davis Plant,34.504444,-97.119444,1436
3901318,Brownlee Construction Inc,44.892222,-97.117777,3678
4104529,Eagle Sorters LLC,29.966944,-97.099166,5432
3901131,Crusher,43.283055,-97.089166,264
4103912,Murphy Plant ,28.914722,-97.088611,712
4103492,Waco Angerman Pit,31.506666,-97.086111,250
4100356,Sandow Mine,30.541666,-97.083333,2212.8
2501166,MARXSEN SAND & GRAVEL,41.463611,-97.078889,412
3901010,Rauville ,45.035278,-97.078889,122
4103978,MULDOON MINERALS INC.,29.889074,-97.054397,10691
2102843,Portable Crushing Plant #1,47.94,-97.053333,791
4104888,Hartman Pit,28.811666,-97.040277,4471
4100071,Midlothian Quarry and Plant ,32.463333,-97.025833,70681
1401506,North Marion Quarry #27116,38.473888,-97.003888,28263
4101072,Briggs Plant ,28.805277,-97.003611,2617
1401587,Plant #3,39.306944,-96.985833,188
4103307,Holcim (Texas) LP,32.511111,-96.973611,495
3901483,Portable #042,42.837222,-96.897222,213
3901456,Plant #2,43.601666,-96.895555,2010
1401040,Geary County Sand Plant,39.063889,-96.867778,3870
3401905,North Troy,34.448333,-96.853056,124
3401285,Mill Creek ,34.404167,-96.826389,8307
3401859,TXI Mill Creek Quarry,34.404167,-96.826389,602
3400836,Mill Creek Plant #39,34.404166,-96.826388,1812
3400377,Mill Creek Plant #37,34.390277,-96.804166,1389
3901422,Plant 250,44.311388,-96.798333,2285
3901507,Plant #3,44.311388,-96.798333,132
1401489,Harshman Construction LLC/Moline,38.246666,-96.792222,307
2500274,LUX SAND & GRAVEL INC,41.464622,-96.789877,100
4104778,Bristol Sand & Gravel,32.208333,-96.788611,375
3901025,Plant 200,44.27,-96.768333,450
3901475,Plant 260,44.27,-96.768333,585
3901505,Plant 280,44.27,-96.768333,8
3901540,PLANT 290,44.27,-96.768333,718
3900008,Sioux Falls Quarry,43.558333,-96.766944,200
2501052,DOLEZAL SAND & GRAVEL,41.431944,-96.766388,225
3900305,Brookings Sand & Gravel ,44.2975,-96.7575,2296
2500321,West Point Pit & Plant,41.8475,-96.736944,1340
3402088,Burbank Materials LLP,36.695,-96.731944,1322
4104158,Kerr Materials,29.843055,-96.726944,123.5
3900258,Dell Rapids West Quarry ,43.811944,-96.722777,100
4103062,Capitol Crushed Stone,33.811944,-96.709722,3621
3900012,DELL RAPIDS EAST QUARRY ,43.823611,-96.701666,10196
4104385,Groesbeck Quarry,31.538888,-96.690277,132
3402058,Enrem Materials,35.486667,-96.685,4873
3900465,Gaddis,43.555555,-96.680833,251
3901125,East Sioux Quarry,43.555555,-96.680833,6775
3901207,Portable Crusher,43.555555,-96.680833,3233
4103428,Calvert Mine,31.098888,-96.668333,3666
3901524,Peters Gravel LLC,45.315,-96.6575,143
3401487,Fittstone,34.5819,-96.653122,12053
1400309,Blue Rapids Mine and Mill,39.706944,-96.646944,22357
1401699,"Edwards' Quarry & Trucking, LLC",39.829444,-96.644722,16
4104467,Portable #3,31.307777,-96.631944,666
4104748,Frost #7,31.307777,-96.631944,100
3401143,Engel Pit Engel Sand,34.486667,-96.626736,15397
1401577,Winfield Quarry ,37.244003,-96.625895,256
4104420,Rosser Sand Plant,32.758333,-96.610278,999
3400023,Ada Quarry and Plant,34.768055,-96.608888,6294
3200796,Crusher,46.263888,-96.599166,459
3200809,Screenplant,46.263888,-96.599166,271
4103231,Mexia Materials/Redland,31.653611,-96.598055,325
4104168,Cedar Creek Stone Co Ltd,31.604379,-96.595569,2376
3901546,CR 54,44.049444,-96.595278,2066
4104312,Kosse Mine,31.268333,-96.593611,3500
4103726,Harmel Pit,30.225278,-96.590278,1359
2501222,Tri-County Recycling,40.048333,-96.575555,149
4100320,Bayer Alumina Plant,28.679722,-96.560278,757625.8
1300691,HSG-Perm-Akron,42.828888,-96.559444,1820
1302314,Portable #387,42.851388,-96.556944,350
4103812,Tehuacana Quarry,31.741388,-96.546944,138
1401652,Cottonwood Falls & Silverdale Quarries,38.372222,-96.542778,17
3900015,Carnelian #3 Quarry,45.208889,-96.523056,57
4104474,Lone Star Aggregates,31.913611,-96.5225,7506
3900009,DAKOTA MAHOGANY QUARRY,45.208888,-96.516666,5519
1401613,Bell Quarry,38.283056,-96.514444,375
4102886,GARWOOD PLANT,29.421299,-96.514309,533
4104375,Altair Plant,29.595071,-96.503643,11986
4104586,Kosse Strip,31.2825,-96.495277,90694
3402041,Falcon One,35.158611,-96.493333,4520
4102639,River Bend Pit,30.610556,-96.480278,1464
4101495,Arena Plant,29.489163,-96.475424,720
1401706,Mobile plant,38.387222,-96.469722,2000
1401125,Whitaker Aggregates Cedar Vale Quarry,37.079236,-96.450343,76
2101448,Ortonville Quarry ,45.304722,-96.444722,107
1401456, PLANT #2,39.152218,-96.430365,70
4104019,TXI/Bells/Savoy Aggregate Operations,33.673333,-96.388611,1231
4101118,Ambrose Sand Plant,33.690555,-96.385277,500
1302184,Knife River Portable Plant #2,42.517222,-96.381388,364
1302223,Becker Portable Plant #3,42.517222,-96.381388,5491
1302289,Knife River Wash Plant #2,42.517222,-96.381388,154
4103590,ROSSER PIT & PLANT,32.519722,-96.376111,4143
2501238,"Pit #7, Valley",41.320833,-96.359722,10322
2501231,Graske Pit #6,41.233888,-96.330277,100
4101628,STREETMAN PLANT,31.8775,-96.325,940
2501146,Pit #50 Linoma,41.065556,-96.318611,130
1300750,Valley Sand and Gravel,43.205259,-96.295026,2580
1401708,Hafenstine Plant #1,39.013889,-96.284167,142
1401584,BLAKE QUARRY,37.635954,-96.264164,803
4104622,King Sand & Gravel,32.126133,-96.245228,3041
4103164,Jewett Mine,31.413611,-96.240833,38001
2501126,Kerford Limestone Company,40.872222,-96.189444,41958
3401930,Pope's Point,33.81565,-96.17334,1512
2500002,Louisville Plant Quarry & Mill,41.020556,-96.159444,44806
2500554,PCS PHOSPHATE COMPANY INC,40.863611,-96.130833,1353
2500998,Weeping Water Mine,40.871111,-96.120833,21830
4104576,Simonton Sand Plant,29.628055,-96.113611,492
2102641,Plant 4,46.285833,-96.113056,21248
4104802,Turlington Strip Mine,31.805277,-96.090833,1225
3402031,CADDO,34.135277,-96.0775,200
2103212,Marshall West,44.446388,-96.06,100
2103708,Crusher #1,48.077623,-96.055771,36777
4101192,Big Brown Strip,31.833056,-96.049722,29627
2103587,Spread #1,43.765,-96.046666,1193
3400056,Stringtown Crusher Plant #67,34.469444,-96.046111,15540
2500006,Fort Calhoun Stone East Quarry,41.489166,-96.045555,2519
4104056,MCCRAW PIT,33.824258,-96.045448,3526
2501224,Darrel Volker Construction,41.166388,-96.024444,6700
4104113,Wills Point ,32.709167,-96.008333,11133
1401650,Higgins Stone Inc,38.906667,-96.005,4971
1401651,"Higgins Ranch, LLC",38.906667,-96.005,1268
2103370,Screen Plant,44.560556,-95.980278,300
1401653,Kansas Prairie Stone Quarry,38.79,-95.961666,11641
1401334,HARTFORD QUARRY,38.308351,-95.955823,222
4102604,Brazos Plant,29.786064,-95.951066,100
3401062,Joshua Coal Company,35.5,-95.936111,300
2501112,Portable #5 Dredge,41.178056,-95.935556,346
2103107,Detroit Lakes Plant,46.796885,-95.920269,379
2103707,Odessa Quarry,40.890277,-95.911388,1450
2103236,Larson Gravel Screening Plant,45.1125,-95.909722,4000
1302400,Portable #365,42.226111,-95.908888,246
4102478,HOCKLEY MINE,29.964722,-95.838889,21980
1401634,Starbuck Trucking LLC,37.533888,-95.826666,37686.6
1400073,Lafarge Midwest Incorporated,37.522777,-95.824166,121833
3401841,Greenhill Materials,36.224444,-95.815556,2368
3401093,Anchor Stone Company-Tulsa Rock #2,36.249504,-95.815352,3283
3400557,Tulsa Litewate Plant,36.183333,-95.815277,14383
3400026,Tulsa Plant,36.164444,-95.815,3919
2103605,BTD,46.826666,-95.8075,3000
1302285,Jeppesen Pits,43.5,-95.7725,18366
1302325,Portable #361,43.326944,-95.761944,443
2103234,Portable Crusher,44.890833,-95.745278,245
1302295,Portable #381,42.560277,-95.742222,867
1302346,HSG-Perm-Washta,42.575543,-95.717509,4513
4101776,GRAND SALINE OPERATIONS,32.658056,-95.710833,2948
3401991,"Mountain Creek Products, LLC",35.823888,-95.677777,4624
1401630,Plummer Creek Quarry,38.731667,-95.64,4390
3400410,Claremore Quarry ,36.423333,-95.610278,100
3401894,Blocker #1,35.061388,-95.568333,3506
3402069,Quarry #1,35.061666,-95.568055,2151
2103672,80th St Aggregates,44.905555,-95.566111,905
3400015,Hartshorne Quarry,34.845,-95.5575,243
4102776,Sulphur Springs Strip,33.098056,-95.550556,37958
1401682,Rip Rap Plant Portable,38.649722,-95.527222,17
1401675,Big Spring Quarry,38.985833,-95.500278,22006
1400062,Harry Byers & Sons Inc,37.688888,-95.472777,203
1400034,CHANUTE QUARRY,37.66272,-95.452597,29805
4102547,RYE DREDGE & PLANT,29.538056,-95.447778,138
3400530,Pryor Stone #2,36.263611,-95.447777,22203
3402060,#3 North,36.263611,-95.447777,1800
4104182,NBR SAND,32.468889,-95.4475,61055
3402081,H & H,36.668055,-95.441666,400
1400124,The Monarch Cement Company,37.790555,-95.435277,59027
3401249,"Muskogee Sand Co, Inc",35.837777,-95.429444,2300
3402028,#4,35.837777,-95.429444,556
3401618,Phoenix Mine,36.655555,-95.416666,45441
4104093,QM-2,30.200277,-95.411111,12300
4103253,Paradise Plant,29.568611,-95.401111,143
1302309,Oakland Pit,41.309166,-95.396666,644
4103466,Woodlands Plant,30.174105,-95.390173,789
1401583,Plant #80002,39.079722,-95.389722,1109
1401609,Plant #80013,39.079722,-95.389722,62095
3401634,SAWYER,34.013611,-95.371667,796
3401950,Sawyer Quarry,34.013611,-95.371666,8176
3400394,Muskogee Dredge ,35.747777,-95.369722,7920
3401757,Phoenix No 6,36.683333,-95.358333,6623
1401477,Plant 1,37.923056,-95.354167,7818
1401478,Plant 2,37.923056,-95.354167,22225
1401635,Plant 5,37.923056,-95.354167,268
1401277,Plant 3,37.923055,-95.354166,23971
1401597,Plant 4,37.923055,-95.354166,7720
3401761,Okay Quarry,35.850555,-95.318333,467
3401976,R #1,34.918611,-95.309167,1545
3401289,LONE STAR PRYOR PLT MILL & QY,35.986944,-95.281111,21699
4103884,River Aggregates Porter Plant,30.072777,-95.265555,3186.5
1401590,Ottawa Quarry,38.652222,-95.256388,952
2103192,Rupp-CP 5,38.319722,-95.251111,5023
2103281,Rupp - Screening Plant,38.319722,-95.251111,840
3401343,Phoenix No 3,36.849444,-95.245,3300
2103297,Portable Screen Plant,44.938333,-95.186944,8
2103074,KK012 ,44.938321,-95.186847,157
4103483,TROUP,32.154166,-95.171111,454
3401888,Scott Quarry,35.258611,-95.164167,683
1200139,Owen Valley Quarry,43.242222,-95.150278,69
4103658,Winfield South Strip,33.161667,-95.146944,933
4101143,SWILLEY PIT & PLANT,29.885,-95.130277,3533
3401924,Stigler #1,35.253708,-95.123017,3380
3402039,Watson #3,35.253708,-95.123017,609
1302394,Lake View  Boyer,42.271944,-95.090556,332
4104599,Romayor Sand,30.332777,-95.085555,32212
3605515,Milford Quarry ,41.3175,-95.076666,788
4103973,Megasand Enterprises Inc,29.818888,-95.056111,8756
1302319, Plant #1,42.311666,-95.053333,162
3401236,TALIHINA STONE INC,34.751388,-95.048055,180
3401130,Roberts Quarry,35.798888,-95.044444,17
2103579,Portable Crusher/Screen Monson Pit,45.043888,-95.043333,35575
1302145,PWP #1,42.303055,-95.039166,62
3402062,Baxter No 1,35.258611,-95.032778,1011
3401555,Barbee Quarry,35.258734,-95.032733,23385
1301626,Sieh Sand & Gravel,43.128128,-95.014037,87
2103514,Wash Plant ML-42 ML-6,45.26,-95.009444,75
2103696,KPI Track Jaw,45.26,-95.009444,75
3401728,Liberty Mine,35.316389,-95,14284
4104792,Liberty Materials Moss Hill Plant,30.116388,-94.976111,62
3401817,Arcadia #18,35.149722,-94.970833,1633
3401999,Maranatha Stone Mine #4,35.149722,-94.970833,4234
3402003, Choctaw Stone #3,35.149722,-94.970833,1900
3402107,Arnold Stone - McCurtain Plant,35.149722,-94.970833,100
3402027,Shore Stone #1,35.14982,-94.970789,208
1401661,Blue Mound Quarry,38.1825,-94.970277,1705
3401879,Indian Territory Stone,35.151111,-94.961944,14937
2103309,Portable #1,44.406131,-94.935093,9809
1401636,Gardner,38.831944,-94.9275,409
1401628,Cherokee Limestone Quarry,37.335555,-94.904722,1244
2302427,Amazonia,39.863333,-94.9,100
2302237,UEHLIN UNDERGROUND,39.8925,-94.893611,1612
2103502,Screen #44535,47.508888,-94.874722,70
2102702,Crusher #43527,47.508968,-94.87472,7500
2103248,Crusher #43523,47.508968,-94.87472,76
2103627,Wash Screw #45712,47.542464,-94.866882,392
1400068,Johnson County Aggregates ,38.854722,-94.862777,10900
1401578,Bonner Springs Quarry,39.068889,-94.860556,1244
1401484,Bonner Springs-Plant #7,39.054722,-94.853333,2055
3401937,College,36.976305,-94.839938,7415
3400282,U.S. Lime Company-St. Clair,35.645,-94.828611,51604
3401808,Mile-R-More,36.752775,-94.819247,1167
1401524,Shawnee Quarry,39.039444,-94.803333,953
1401667,Kaw Valley Dry Plant #2,39.050833,-94.800555,507
3401903,Bluebird Stone Hill Pit,35.109166,-94.800277,100
3401986,Green Country Stone #3,35.109166,-94.800277,185
2300319,BUILDEX CLAY PIT,39.529585,-94.797841,60234.5
2103515,Hansen Pit,46.338073,-94.789204,4304
3401742,Cavanal West Mine,35.086666,-94.777777,17259
3400507,Idabel,33.920833,-94.777222,454
1401465,Rogers Plant,38.35,-94.761389,9139
1401658,Cedar Rapids,38.35,-94.761388,1707
3402123,Hanson Mountain Quarry,35.428055,-94.75,143
4103660,Oak Hill Strip,32.216389,-94.733056,18008
3401946,Back Forty,34.967222,-94.724722,2503
1400156,Portable Plant #4,37.410833,-94.705,5856
1401648,Portable Plant #5,37.410833,-94.705,176
1401464,Portable Plant #3,37.410884,-94.70496,24685
3402105,Calder Mine,35.25,-94.7,242174
1300620,Emmetsberg Pit,43.0975,-94.698888,50
2102848,Sterzinger Crushing Inc,46.729553,-94.6859,663
2103095,CRUSHER #2,46.729553,-94.6859,2823
2103157,Portable Crusher ,46.729553,-94.6859,2060
2102668,PORTABLE CRUSHING PLANT #1,46.729444,-94.685833,1724
2103035,Portable Crusher Plant #1,46.729444,-94.685833,100
2103285,DOUBLE D GRAVEL,46.729444,-94.685833,30
2302232,Stamper Underground,39.346667,-94.680278,5071
4102205,A & T Sand and Gravel ,32.459722,-94.68,1046
1401466,Norburg,38.374444,-94.673056,1550
2302347,Pierce Sand Gilford,40.153888,-94.665833,4974
2301883,Parkville Quarry,39.188333,-94.6625,4486
301932,Portable Plant #1,34.951111,-94.637222,14545
1401626,Garland Mine,37.713055,-94.6325,50825
3401801,Robinson Brick Mine No.1,35.053611,-94.623611,2075
3401940,Spiro Quarry,35.241111,-94.62,651
3401648,Rock Island Mine,34.85,-94.616666,102321
2302035,Riverside Dredge & Plant #11,39.163056,-94.611944,2475
3401917,"Stigler South #1, #2, & #4",35.783741,-94.603723,547
2302412,Island Pit,38.145,-94.603333,1705
2302262,Hume #1,38.166666,-94.6,14418
2302277,Cottonwood Creek Mine,38.166666,-94.6,45456
1401631,Lucky Strike Mine,38.166389,-94.599722,37847
3401787,South Central Mine,35.2,-94.566666,111012.2
3401035,Pine's Stone Company,35.072777,-94.553611,29335
3400460,Broken Bow Sand & Gravel ,34.053611,-94.546944,10500
3402080,P8 North,35.222222,-94.546667,11608
2301557,PIERCE SAND,40.211435,-94.534729,664
3401869,Kully Chaha  Native Stone,35.133986,-94.534666,13390.3
2302389,63rd Street,39.013611,-94.526666,356
4103101,South Hallsville No 1 Mine,32.454167,-94.513889,35428
4102632,Beckville Strip,32.25,-94.5,17034
2302308,Randolph Deep Mine,39.156111,-94.494722,2851
2302379,Lowe-North Construction Portable No 1,39.078611,-94.493055,4112
301730,BENTON CO STONE INC,36.4833,-94.4587,3038.4
1302090,PLANT #1,41.30501,-94.453293,38
1302093,PLANT #4,41.30501,-94.453293,13251
4103659,Tatum Strip Mine,32.297778,-94.448333,10148
2302280,Neosho,36.797998,-94.438636,208
300256,Foreman Quarry & Plant,33.695,-94.420555,87773
301810,IBISON #2,35.190373,-94.411049,1500
2300954,Joplin Stone Company,37.126388,-94.402777,10736
2301889,Barber & Sons Aggregate,38.913611,-94.4025,237514
300133,Fort Smith Pit,35.363888,-94.399444,687
2300158,SUGAR CREEK CEMENT PLANT,39.143055,-94.396666,17474
2302239,COURTNEY RIDGE PLANT,39.148611,-94.395278,1011
2302405,River Bend,39.180555,-94.394444,1650
2302171,Sugar Creek Ug Mine,39.145,-94.393889,116925
2302183,BELLA VISTA QUARRY & PLANT,36.595555,-94.383333,100
2301689,D R Crushing,39.111389,-94.3825,11376
2302211,Kentucky Road Quarry,39.128889,-94.382222,19037
301607,Saint-Gobain Proppants ,35.428511,-94.378618,243775
2301148,Harrisonville Quarry,38.699722,-94.371944,100
4100922,Sidco Minerals Siderite Mine,33.012222,-94.365556,3429
301736,Sebastian Mine,35.008889,-94.365,62491.8
300379,Arkhola Dredge & Plant,35.427222,-94.351111,200
301614,HATTON QUARRY,34.342222,-94.350833,1970
2300141,GREENWOOD QUARRY,38.851666,-94.343888,10152
2301928,BATESCO PORTABLE,38.258611,-94.330555,452
2300028,Carthage Crushed Limestone,37.195278,-94.326944,3872
300429,Jenny Lind Quarry,35.241667,-94.323611,1197
301966,Farmington Quarry,36.121111,-94.295,3382
2302410,Jasper Stone  LLC,37.339444,-94.284722,1455
301462,Preston Quarry,35.466389,-94.280833,578
301681,Lockesburg Pit,33.970278,-94.262778,200
2302296,Plant #81,39.753333,-94.249722,190
1300032,FORT DODGE MINE,42.501667,-94.223056,2535
301935,BC 218,36.416666,-94.206388,100
301887,Cossatot Rock LLC,34.046944,-94.199722,3827
301766,Les Rogers Sand & Gravel,35.963611,-94.191666,782
301583,Sharps Quarry & Plant,36.226111,-94.179166,13486
301541,LITTLE RIVER PLANT,33.756666,-94.175833,2140
2300168,Missouri Rock Inc,39.271111,-94.168333,8826
2100462,43491,45.591944,-94.166111,5450
301963,Big Red Dirt Farm,36.0625,-94.1575,3346.25
1300435,BPB Mfg Surface Mine & Pit,42.485,-94.131388,127
1300433,FORT DODGE QUARRY,42.472288,-94.128849,377
301867,Ouachita Rock Portable,34.588055,-94.125555,1932
2103365,Chieftan Power Screen,45.981632,-94.104712,3500
301972,SCS LLC.,34.898333,-94.090833,716
2100521,#0521 Guaranteed Wash Plant,44.120277,-94.053611,243
4102392,"Barry Industrial Sand, Inc.",30.11709,-94.035423,130
2301915,Portable Plant #1,38.257222,-94.033888,1018
1302221,United Brick Pit,41.616111,-94.033333,500
2302274,Ray County Stone Producers,39.392222,-94.030555,2418
2301916,Portable Plant #2,38.3875,-94.030278,424
2103504,977,44.185556,-93.995556,100
2102961,974,44.185555,-93.995555,317
2103060,#3060 Hewitt Robins Crusher (Kasota),44.185555,-93.995555,364
2103385,01971 J,44.185555,-93.995555,100
2103503,01971 C,44.185555,-93.995555,162
2102959,Cedarapids Portable Jaw,44.185278,-93.995278,799
2300747,Purdy Quarry,36.813882,-93.936844,245
301967,Cedar Ridge Quarries,35.399722,-93.8975,24830
2302093,Gallatin Quarry ,39.844444,-93.871111,100
2302098,Nettleton Quarry,39.761111,-93.870556,7844
2301985,Eagle Rock Quarry,36.68,-93.865833,16
1300645,PWP #3,41.597222,-93.865277,2088
1300999,PCP #3,41.597222,-93.865277,100
1302190,PRP #5,41.597222,-93.865277,100
1302300,PCP #4,41.597222,-93.865277,474
2302136,Jenkins Quarry,36.673055,-93.854444,2752.5
1301706,Booneville Plant,41.533889,-93.825833,485
2300252,CHESAPEAKE QUARRY,37.103611,-93.818611,1508
301936,Ozark Southern Stone ,36.473611,-93.794444,272
301787,Ozark Aggregates L.L.C.,35.383888,-93.777222,414
301761,Portable Crusher,35.510278,-93.729722,201
301985,"Chieftain Sand and Proppant Arkansas,LLC",33.362777,-93.71,6852
2302015,Portable Plant #3,38.628611,-93.702222,11329
1302366,Old Johnston Pit ,41.664444,-93.684166,149
1301202,North Des Moines Plant,41.657222,-93.653888,66952
2103513,Crew 2 Operations,45.2325,-93.6475,2449
301958,Kirby Crusher #15,34.234167,-93.644722,8293.5
301530,PHANTOM,34.512778,-93.639167,243
1300736,Belmond Pit,42.848333,-93.616944,3819
1300014,AMES MINE,42.064722,-93.605833,19201
2302382,Partridge Sand & Gravel,36.820277,-93.603055,2586
2100009,Portable Plant 1,44.753333,-93.586111,338
1300919,PWP #6,41.661388,-93.582777,100
1301825,Stripping  #1,41.661388,-93.582777,444
1302323,PSP #7,41.661388,-93.582777,100
1302397,Portable Stripping,41.661388,-93.582777,348
1301019,Ames Plant,42.0025,-93.581111,200
300466,Glenwood Quarry,34.361388,-93.5775,3077
301232,Carroll County Stone Inc,36.364722,-93.568055,100
2301917,Tightwad Quarry,38.288056,-93.566111,55409
1300921,Vandalia Rd Plant ,41.575833,-93.541667,100
2302117,Ash Grove Aggregates Fair Play,37.585833,-93.541666,38
1601031,Dolet Hills Lignite Company,31.96,-93.475,141849
301862,Johnson County Portable,35.471388,-93.466666,1011
301753,WOLF CREEK SAND & GRAVEL,34.022777,-93.436111,4874
2102479,Crusher,47.286944,-93.427777,2900
2301892,Table Rock-Quarry #3,36.672222,-93.413056,818
1601164,Oxbow Lignite Surface Mine,32.007222,-93.403333,100
2300035,CONCO WILLARD QUARRIES,37.279857,-93.396942,40000
1301701,"Fertile Sand, Shop & Wash Plant ",43.263888,-93.388611,27
2302381,Portable Plant #4 ,38.243056,-93.381944,688
2102393,Cedar Rapids Jaw Crusher,48.549421,-93.376362,200
1302033,Alden Portable Plant #2,42.520277,-93.376111,319
1300058,ALDEN PLANT,42.52,-93.371944,18803
2103097,Savage Plant,44.7825,-93.352777,411
301723,River Mountain Quarry,35.320417,-93.348871,1278
2103684,Miller,45.874166,-93.344166,251
301852,Gravel Mountain Quarry ,34.33923,-93.304652,108
1601032,Lake Charles Plant,30.19764,-93.304395,908
2300741,Nemo Sand & Gravel Quarry,37.852787,-93.303644,1827
2100054,KMM Burnsville Quarry ,44.783036,-93.294147,262
2302388,"RWCK Quarry, LLC",36.510833,-93.268333,1781
2302138,Branson Quarry,36.660277,-93.266944,124
2103566,Wash Plant,44.051388,-93.259722,1878
301995,Crusher No 1,34.543333,-93.258333,537
2301836,Table Rock Quarry #1,36.685,-93.253889,15030
2302094,Table Rock-Nickens Mine,36.699444,-93.251389,54
1300777,Welden Pit,42.513888,-93.249444,6898
1600489,Dubberly Plant ,32.536944,-93.2425,8327
301272,Miller Mt Mine,34.6875,-93.218055,5358
2300094,PLANT NO 1 MINE & MILL,37.231667,-93.2175,2729
