CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
MT. VERNON MINE & MILL,Active,Heidelberg Cement AG,"Hanson Aggregates Midwest, LLC","Crushed, Broken Limestone NEC",37.353333,-84.383056
Mine #1,Abandoned,Chester  Franklin,Dalco Coal Of Tennessee Llc,Coal (Bituminous),36.036667,-84.38
No 1 Mine,Abandoned and Sealed,United Innkeepers Inc,Big K Coal Company,Coal (Bituminous),36.2483,-84.3792
Sweetwater Quarry,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Limestone NEC",35.594927,-84.37708
Finley Screen Plant,Intermittent,Chippewa County-MI,Chippewa County Road Commission,Construction Sand and Gravel,46.450071,-84.376034
No 1 Strip,Abandoned,Marcom James B,Shemco Inc,Coal (Bituminous),36.1233,-84.3758
Oakdale Tipple,Abandoned,Ashland Inc,Addington Brothers Mining Inc,Coal (Bituminous),37.525,-84.3753
#1,Abandoned,Braden W L & Earl Ryon,Faraday Coal,Coal (Bituminous),36.625,-84.375
Pit #1,Abandoned and Sealed,Dickson Malcolm M Ii,Pit Coal Company Inc,Coal (Bituminous),37.0075,-84.3742
No 1 Surface,Abandoned and Sealed,Marr Archie,Pit Coal Company Inc,Coal (Bituminous),37.0075,-84.3742
#5,Abandoned and Sealed,Asbury Charles M,Key Mining Inc,Coal (Bituminous),36.0911,-84.3739
Brunk Excavating Inc,Intermittent,Dennis R  Brunk; Michael J  Brunk,Brunk Excavating Inc.,"Sand, Industrial NEC",39.556389,-84.373611
#1 Surface,Abandoned,Davis William & Roy Rowe,R & W Coal Company,Coal (Bituminous),36.5103,-84.3719
No 1 Mine,Abandoned,Miller Raymond & Curtis,Alexandria Coal Sales,Coal (Bituminous),36.8717,-84.3708
Tate Quarry,Active,Groupe Polycor Inc,Polycor Georgia Marble,Dimension Marble,34.412977,-84.370312
Mine #2,Abandoned and Sealed,Asbury Charles M,Key Mining Inc,Coal (Bituminous),36.2106,-84.37
BALLGROUND MINE SITE,Active,"Panadero Aggregates Holdings, LLC","Bluegrass Materials Company, LLC","Crushed, Broken Stone NEC",34.368678,-84.369735
Mine #7,Abandoned and Sealed,Reeves Terry C,Scarab Energy Corp,Coal (Bituminous),36.2203,-84.3697
Mine No 6,Abandoned and Sealed,Jasper Clyde,Jasper Deep Mining Inc,Coal (Bituminous),37.0072,-84.3689
Boney Branch #6,Abandoned,Chandler Melvin P-William Alley,Intercoastal Contracting Company,Coal (Bituminous),36.8583,-84.3683
Ginni Coal Co Mine,Abandoned,Lelong M V,Ginni Coal Company Inc,Coal (Bituminous),36.8583,-84.3683
No 1 Mine,Abandoned,Hamlin Howard & Jimmy Foster,H & J Coal Company,Coal (Bituminous),36.6172,-84.3683
#1 Mine,Abandoned,Cordell Robert,Cordell Mining,Coal (Bituminous),36.6172,-84.3683
King Construction,Abandoned,Chitwood Jack,J J & T Company,Coal (Bituminous),36.3339,-84.3683
Mine #8,Abandoned and Sealed,Reeves Terry C,American Standard Coal Sales Inc,Coal (Bituminous),36.1917,-84.3683
Tipple #1,Abandoned,Chester  Franklin,Dalco Coal Of Tennessee Llc,Coal (Bituminous),36.0442,-84.3683
No 4,Abandoned and Sealed,Capps David,W G S Coal Inc,Coal (Bituminous),36.2,-84.366667
Jellico Mine #2,Abandoned,Doug D  Moore,Tennessee Mining Inc,Coal (Bituminous),36.2,-84.366667
No 1,Abandoned,Lewis Benny,Ted Carpenter Coal Company,Coal (Bituminous),37.3069,-84.3656
Smokey Preparation Plant,NonProducing,NOVADX  Ventures Corporation,Pioneer Processing LLC,Coal (Bituminous),36.288611,-84.365278
GRIFFIN QUARRY,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Granite",33.215,-84.365
Mine No 17,Temporarily Idled,James C  Justice II,Premium Coal,Coal (Bituminous),36.200833,-84.364444
Devonia Coal Corp Mine #5,Abandoned and Sealed,Phillips Earl,Devonia Coal Corp,Coal (Bituminous),36.2228,-84.3639
No 1 Mine,Abandoned and Sealed,Walt John Fred Iii,Big Valley Minerals Corp,Coal (Bituminous),36.1547,-84.3608
#1,Abandoned and Sealed,Donald C  Seiber,Tri-Dean Mining Inc,Coal (Bituminous),36.1881,-84.3589
H & W No 3,Abandoned and Sealed,Harris Johnny,H & W Coal Company,Coal (Bituminous),36.1881,-84.3589
No 1 Surface Mine,Abandoned,D H Campbell,D H Campbell Inc,Coal (Bituminous),36.6417,-84.3583
Mine No 1,Abandoned and Sealed,Roger E  West,Inner Mountain Mining Inc,Coal (Bituminous),36.1864,-84.3583
Mine #3,Abandoned and Sealed,Reeves Terry C,Scarab Energy Corp,Coal (Bituminous),36.1436,-84.3575
Mine No 3r,Abandoned and Sealed,Reeves Terry C,Scarab Energy Corp,Coal (Bituminous),36.1436,-84.3575
Western Ohio Cut Stone LLC,Active,Thomas  Milligan,Western Ohio Cut Stone LLC,Dimension Stone NEC,39.988611,-84.356389
Eagle Materials Plant 5,Intermittent,Ernst John,Eagle Materials L.L.C.,Construction Sand and Gravel,39.613056,-84.356389
No 1 Tipple,Abandoned,Cox Franklin C,Big Mountain Processing Inc,Coal (Bituminous),36.0403,-84.3558
Mine #2-A,Abandoned and Sealed,Reeves Terry C,Little T Coal Inc,Coal (Bituminous),36.1386,-84.3556
Patterson Mtn Mine No 1,Abandoned,Robert C  Gregory Jr,Gregory Coal Company Inc,Coal (Bituminous),36.135278,-84.355556
Earthworks LLC Mine #2,Abandoned,Alexander (Lex)  Carter,"Earthworks, LLC",Coal (Bituminous),36.135278,-84.355556
Ghm-Tenn,Abandoned,Laird T  Orr Jr.,Green Hill Mining Inc,Coal (Bituminous),36.135277,-84.355555
Mine No 3,Abandoned and Sealed,Dyer Steve,Reatta Mining,Coal (Bituminous),36.1336,-84.3547
No 4 Mine,Abandoned and Sealed,Roger E  West,Clear Creek Coal Company Inc,Coal (Bituminous),36.0808,-84.3544
Number 1 Strip,Abandoned,W T  Strunk,Strunk Brothers Coal Company,Coal (Bituminous),36.3325,-84.3542
No 1a,Abandoned and Sealed,Coal Acquisition Inc,Oliver Springs Mining Company Inc,Coal (Bituminous),36.0961,-84.3536
#1 Tipple,Abandoned,Walls Evelyn & Jack D,Walnut Mountain Inc,Coal (Bituminous),36.0489,-84.3533
Area #3,Abandoned,Asbury Harold F,Wheel Ridge Mining Company Inc,Coal (Bituminous),35.9133,-84.3514
No 1 Surface,Abandoned,Roger E  West,Fork Mountain Coals Inc,Coal (Bituminous),36.1758,-84.3511
Marble Hill Plants ,Abandoned,Imerys S A,Imerys Marble Inc,"Crushed, Broken Marble",34.434722,-84.35
Miss Linda Mine,Active,J M Huber Corp,J M Huber Corp,"Crushed, Broken Marble",34.434722,-84.35
weidle corp.,Intermittent,Ronal L  Weidle Sr,Weidle Corp.,Construction Sand and Gravel,39.607778,-84.349722
New York Mine ,Active,Imerys S A,Imerys Marble Inc,"Crushed, Broken Marble",34.434722,-84.349722
Premium Strip,Abandoned,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.23,-84.3489
#9,Abandoned and Sealed,Asbury Charles M,Kline Coal Company Inc,Coal (Bituminous),36.1817,-84.3486
FRANKLIN GRAVEL,Intermittent,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc.",Construction Sand and Gravel,39.556111,-84.345555
"Gene Brow & Sons, Inc.",Intermittent,Kevin  Brow,"Gene Brow & Sons, Inc.",Construction Sand and Gravel,46.495277,-84.345277
#1,Abandoned and Sealed,Lester Carlis,C & L Coal Company,Coal (Bituminous),36.1069,-84.3444
B & L 10a/10b,Abandoned,Walker Robert G,Walker & Walker Inc,Coal (Bituminous),36.5,-84.3431
#2,Abandoned and Sealed,Roger E  West,Stoney Ridge Coal Company Inc,Coal (Bituminous),36.0872,-84.3422
Bell Stone Co,Intermittent,Larry R  Bell,Bell Stone Co,Dimension Sandstone,34.440277,-84.341388
Buffalo Mtn #4,Abandoned and Sealed,Lindsay Paris Mac,B & D Coal Company,Coal (Bituminous),30.1281,-84.3411
Ano #1,Abandoned,James J  Kocian,Ikerd-Bandy Company Inc,Coal (Bituminous),37.1031,-84.3397
Asco Construction Co,Abandoned,Asbury Harold F,Asco Energy Construction Company Inc,Coal (Bituminous),36.4783,-84.3397
D C No 1,Abandoned and Sealed,Collins Don,D C Coal Company Inc,Coal (Bituminous),36.1078,-84.3397
#3,Abandoned and Sealed,Asbury Charles M,Key Mining Inc,Coal (Bituminous),36.1767,-84.3378
No 6 Block Mine,Abandoned and Sealed,Owens Curtis,Oliver Springs Mining Co Inc,Coal (Bituminous),36.1106,-84.3367
No 1,Abandoned,King Ronald & Wesley D,King Coal,Coal (Bituminous),36.7103,-84.3358
Edwin Musgrove #1,Abandoned,Musgrove Edwin,Edwin Musgrove,Coal (Bituminous),36.7103,-84.3358
Kim Coal Mine No 1,Abandoned,Slaven Mike,Kim Coal Company,Coal (Bituminous),36.6472,-84.3347
"Milton Materials, LLC",Active,Tom  Wagner,Milton Materials LLC,Construction Sand and Gravel,40.022777,-84.333888
No 1 Surface,Abandoned and Sealed,Sears Ivel Keith,Sears Brothers Drilling,Coal (Bituminous),36.3367,-84.3336
Mine No 4,Abandoned,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.133333,-84.333333
No 1 Mine,Abandoned,Walden James D,Carson & Walden Coal Company,Coal (Bituminous),36.2292,-84.3333
Campbell #1,Abandoned,Wendell  Elza,Ruby Coal Company,Coal (Bituminous),36.7094,-84.3325
No 1 Surface Mine,Abandoned,Douglas George & Rommell Moses,Starbrite Enterprises Inc,Coal (Bituminous),36.7153,-84.3322
Surface Mine No 1,Abandoned,Ridner Norman,Ridner Coal Company Inc,Coal (Bituminous),36.9233,-84.3317
Mine No 1,Abandoned and Sealed,Roger E  West,Buffalo Ridge Coals Inc,Coal (Bituminous),36.1369,-84.3289
No 1 Surface,Abandoned and Sealed,Caudill Kenneth W,K W C Enterprises Inc,Coal (Bituminous),37.3361,-84.3283
Hollyhill No 1,Abandoned,Hamlin William F,Bless Your Heart Coal,Coal (Bituminous),36.6717,-84.3283
No 3 Surface,Abandoned and Sealed,Jasper Lowell T,L T J Coal Inc,Coal (Bituminous),37.3358,-84.3281
No 1 Surface,Abandoned and Sealed,Williams Gwen,N & S Enterprises Inc,Coal (Bituminous),37.3392,-84.3278
Surface Mine,Abandoned and Sealed,Smith Sam B,S H & W Coals Inc,Coal (Bituminous),37.3386,-84.3278
No 1 Surface,Abandoned and Sealed,Lewis Edward & Stephen,H & M Coal Company,Coal (Bituminous),37.3381,-84.3278
No 1 Surface,Abandoned and Sealed,Nantz Bobby M,N S & D Construction,Coal (Bituminous),37.3381,-84.3278
Surface No 1,Abandoned and Sealed,Whitmore Daniel B,Twin Branch Construction,Coal (Bituminous),37.3378,-84.3278
#1 Strip,Abandoned and Sealed,Pittman Charles E & William B Kidwell,Kidwell & Pittman Coal,Coal (Bituminous),37.3378,-84.3278
No 2 Mine,Abandoned,Bryant Ray F,F & B Equipment Company Inc,Coal (Bituminous),36.6633,-84.3278
Surface #4,Abandoned,Sizemore Ralph,R M & S Coal Inc,Coal (Bituminous),36.6611,-84.3278
No 1 Surface,Abandoned and Sealed,Caudill Kenneth W,K W C Enterprises Inc,Coal (Bituminous),37.3378,-84.3275
No 4,Abandoned and Sealed,Bradley Equipment Company Inc,Abc Mining Company Inc,Coal (Bituminous),36.4892,-84.3272
No 1 Strip,Abandoned and Sealed,Gilbert Jimmie,J & D Coal Company Inc,Coal (Bituminous),37.3383,-84.3269
No 1 Surface,Abandoned and Sealed,Moore Clarence,Triple I Coal Company,Coal (Bituminous),37.3381,-84.3269
Number 1,Abandoned and Sealed,Lieb M J,Carole Ann Mining Inc,Coal (Bituminous),37.3375,-84.3269
Southern Bell,Abandoned and Sealed,Skidmore Andrew-James Evans,Southern Bell Coal Company,Coal (Bituminous),37.3375,-84.3269
No 1 Tipple,Abandoned,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.2136,-84.3269
No 1 Strip,Abandoned and Sealed,Blevins Harold & Larry Settle,H & B Coal Company,Coal (Bituminous),37.3383,-84.3267
No 1 Strip,Abandoned and Sealed,Bray Paul,B & G Coal Company Inc,Coal (Bituminous),37.3381,-84.3267
No 1 Surface,Abandoned and Sealed,Utter Ron J & Biff,Titan Coals Inc,Coal (Bituminous),37.3378,-84.3267
Mine No 1,Abandoned and Sealed,Sutton Ronnie,Fanchon Coal Company Inc,Coal (Bituminous),37.3375,-84.3267
No 1 Strip Mine,Abandoned and Sealed,Brown Layton & Bailus,L B & B Corp,Coal (Bituminous),37.3378,-84.3264
No 1 Surface,Abandoned and Sealed,Hacker Billy,Farris & Hacker Coal Inc,Coal (Bituminous),37.3378,-84.3264
No 1 Surface,Abandoned and Sealed,Wilhoit Don,Shannon Rae Coal Company,Coal (Bituminous),37.3378,-84.3264
Surface Mine #1,Abandoned and Sealed,Fawbush Andrew J & James O Elza,Red Feather Mining,Coal (Bituminous),37.3381,-84.3261
No 1 Strip,Abandoned and Sealed,Bailey Earl-Gray,B B B Coal Company,Coal (Bituminous),37.3372,-84.3258
No 1 Strip,Abandoned and Sealed,Sutton Ronnie,S & S Mining Corp,Coal (Bituminous),37.3383,-84.3256
No 1 Strip,Abandoned and Sealed,Hatmaker Hansford,J H C Equipment Company,Coal (Bituminous),37.3375,-84.3256
No 1 Surface,Abandoned and Sealed,Wiles Harold & Larry Settles,Wiles Construcion,Coal (Bituminous),37.3361,-84.3256
Strip #1,Abandoned and Sealed,Gentry Eugene-Sam Whitt,G & W Construction Company,Coal (Bituminous),36.3375,-84.3236
Mine No 4,Abandoned and Sealed,Dyer Steve,Reatta Mining,Coal (Bituminous),36.1636,-84.3236
#1 Surface-002 Section,Temporarily Idled,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.111944,-84.323333
#2,Abandoned and Sealed,Roger E  West,Buffalo Ridge Coals Inc,Coal (Bituminous),36.1628,-84.3233
B & D Equipment Co Areas #1&2,Abandoned,Leach Bobby A & David Cofer,B & D Equipment Company,Coal (Bituminous),36.4636,-84.3228
Mine No 1,Abandoned,Skeens Jermiah,Big Mountain Mining Inc,Coal (Bituminous),36.1242,-84.3225
Surface Mine No 1,Abandoned and Sealed,Sears Bill & Barbara Saylor,Sears Loader Rental,Coal (Bituminous),37.3378,-84.3222
No 1 Strip,Abandoned and Sealed,Perkins Brenda,B Perkins,Coal (Bituminous),37.3339,-84.3222
Buffalo #3,Abandoned and Sealed,James J  Kocian,Ikerd-Bandy Company Inc,Coal (Bituminous),37.2469,-84.3211
Longwa No 1 Tipple,Abandoned,Long Wendell J-A B Long Jr,Longwa Mining Co,Coal (Bituminous),36.0436,-84.3208
#12,Abandoned and Sealed,Coal Acquisition Inc,Oliver Springs Mining Company Inc,Coal (Bituminous),36.1061,-84.3192
Mark A King #1,Abandoned,King Mark A & Luther W,L & M Company,Coal (Bituminous),36.7131,-84.3189
Mine No. 11,Abandoned and Sealed,National Coal Corporation,National Coal Corporation,Coal (Bituminous),36.368055,-84.317777
Kem,Abandoned and Sealed,Mullis Samuel,Kem Corp,Coal (Bituminous),37.333333,-84.316667
M & G Mining #1,Abandoned and Sealed,Robert O  Roan,"M & G Mining, LLC",Coal (Bituminous),36.183611,-84.315278
Tn mine 3,NonProducing,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.183611,-84.315278
CR Portable #1,Intermittent,Mike T  May; Ted J  May,Lewiston Sand & Gravel Inc,Construction Sand and Gravel,44.957809,-84.313607
"O-N Minerals, Cedarville Operation",Active,Carmeuse Holding SA,O-N Minerals (Michigan) Company,"Crushed, Broken Limestone NEC",46.048789,-84.313158
Mine No 6,Abandoned and Sealed,National Coal Corporation,National Coal Corporation,Coal (Bituminous),36.291389,-84.312778
Mine No 6B,Abandoned and Sealed,National Coal Corporation,National Coal Corporation,Coal (Bituminous),36.291388,-84.312777
Buffalo Mountain,Abandoned,Horizon Natural Resources Incorporated,Addington Enterprises Inc,Coal (Bituminous),36.1667,-84.3125
Evans Gravel,Active,Doug  Evans,Evans Gravel Inc.,Construction Sand and Gravel,39.145,-84.311388
Mine No 1,Abandoned and Sealed,Roger E  West,Monarch Coals Inc,Coal (Bituminous),36.2028,-84.3111
No 8 Mine,Abandoned and Sealed,Coal Acquisition Inc,Oliver Springs Mining Company Inc,Coal (Bituminous),36.1194,-84.31
No 1,Abandoned,Browning Jackson,Browning Coal & Minerals,Coal (Bituminous),37.2472,-84.3097
No 1 Strip,Abandoned,Medlin Allen,Natasha Trucking,Coal (Bituminous),37.2472,-84.3097
#2,Abandoned,William E  Pace Jr,L & A Coal Company,Coal (Bituminous),36.660277,-84.308611
No 1 Surface,Abandoned,Long William H,Brooks & Long Coal Company,Coal (Bituminous),36.5058,-84.3083
No 1 Surface,Abandoned,Miller Dennis,Kabeba Mining Inc,Coal (Bituminous),36.5058,-84.3083
Eagle Materials Plant 7,Intermittent,Ernst John,Eagle Materials L.L.C.,Construction Sand and Gravel,39.574722,-84.3075
Mine #2,Abandoned and Sealed,Roger E  West,Allied Coal Inc,Coal (Bituminous),36.1844,-84.3069
#1 Mine,Abandoned,Sexton Jamey & Gary Phillips,Jamey Sexton Coal Company,Coal (Bituminous),36.6044,-84.3064
No 1 Mine,Abandoned and Sealed,Ayers Roger,Bituminous Contracting Inc,Coal (Bituminous),36.4208,-84.3061
Area No 6,Abandoned,Roger E  West,Sugar Ridge Coal Company Inc,Coal (Bituminous),36.265,-84.3044
Line Creek No. 1 ,Abandoned,James Larry  Jamieson,Jamieson Construction Co.,Coal (Bituminous),37.166389,-84.303611
No 1 Tipple,Abandoned,Roger E  West,Pee Wee Mining Inc,Coal (Bituminous),36.4144,-84.3031
#1 Mine,Abandoned,William E  Pace Jr,L & A Coal Company,Coal (Bituminous),36.658888,-84.301944
No 5,Abandoned and Sealed,Coal Acquisition Inc,Oliver Springs Mining Company Inc,Coal (Bituminous),36.1219,-84.3008
Ron Weaver Gravel Company,Abandoned,Donna  Weaver,Ron Weaver Gravel Co. Inc.,Construction Sand and Gravel,42.564166,-84.299722
No 1 Mine,Abandoned and Sealed,Vanderpool A Dee-Gary B Lay,Maranda Coal Company,Coal (Bituminous),36.6822,-84.2997
No 9a Mine,Abandoned and Sealed,Cullimore Peter J,Pv Mining Company,Coal (Bituminous),36.2917,-84.2989
3c,Abandoned,Williams Companies Inc,Stansbury & Company Inc,Coal (Bituminous),36.6861,-84.2986
Mine #2,Abandoned and Sealed,Roger E  West,Monarch Coals Inc,Coal (Bituminous),36.2633,-84.2986
Lloyd No 1,Abandoned and Sealed,Chapman Jerry,Lloyd Coal Company,Coal (Bituminous),36.1858,-84.2986
CHEROKEE QUARRY,Active,Vulcan Materials Company,"Vulcan Construction Materials, L.P.","Crushed, Broken Granite",34.278055,-84.298055
No 9,Abandoned,Asbury Harold F,Rainbow Mining Company Inc,Coal (Bituminous),36.2853,-84.2978
Pv Mine No 9,Abandoned and Sealed,Cullimore Peter J,Pv Mining Company,Coal (Bituminous),36.2767,-84.2972
#1 Tipple,Abandoned,Chapman Jerry,Lloyd Coal Company,Coal (Bituminous),36.1858,-84.2967
Mine No 4,Abandoned and Sealed,National Coal Corporation,National Coal Corporation,Coal (Bituminous),36.2839,-84.2953
No 2 Mine,Abandoned and Sealed,Roger E  West,Scarlett Coals Inc,Coal (Bituminous),36.1944,-84.295
Boonesboro Quarry,Active,Allen Company Inc,Allen Company Inc,"Crushed, Broken Limestone NEC",37.747778,-84.294722
No 1 Mine,Abandoned and Sealed,Morgan Thomas J,T J Morgan Mining Inc,Coal (Bituminous),36.6706,-84.2944
#2 Surface,Abandoned,Dan  Chambers,Wash Ridge Coal Company Inc,Coal (Bituminous),36.6792,-84.2939
Mine #1,Abandoned and Sealed,Roger E  West,River Basin Coals Inc,Coal (Bituminous),36.1994,-84.2933
Underground Black River Operation,Active,Carmeuse Holding SA; Lafarge SA,Carmeuse Lime and Stone Inc,"Crushed, Broken Limestone NEC",38.830278,-84.291944
Plant Black River Operation,Active,Carmeuse Holding SA; Lafarge SA,Carmeuse Lime and Stone Inc,Lime,38.830277,-84.291944
No 1 Tipple,Abandoned,Gibson Herbert & Roy Coleman,Valley Resources,Coal (Bituminous),36.4064,-84.2919
S & H #1 Mine,Abandoned and Sealed,James C  Justice II,S & H Mining Inc,Coal (Bituminous),36.2089,-84.2917
Bourbon Limestone Company ,Active,Summit Materials LLC,Hinkle Contracting Company LLC,"Crushed, Broken Limestone NEC",38.201111,-84.291389
No 7 Mine,Abandoned and Sealed,Coal Acquisition Inc,Gay Coal Inc,Coal (Bituminous),36.1381,-84.2886
Jellico Ck #1,Abandoned,Wendell  Elza,Ruby Coal Company,Coal (Bituminous),36.7083,-84.2883
No 1,Abandoned,Raines Dwight B,Susan Mining Inc,Coal (Bituminous),36.4461,-84.2861
No 4 Surface,Abandoned,Ross Ralph M,Dean Coal Company,Coal (Bituminous),36.2817,-84.2856
CALLS PIT,Intermittent,James  Lester; William  Lester,"LESTER BROTHERS EXCAVATION, INC",Construction Sand and Gravel,42.291944,-84.285555
#1 Surface,Abandoned,Graves Tommy & Danny,G & G Coal Company,Coal (Bituminous),36.475,-84.2853
#7 Surface,Abandoned,Charles E  Mc Cullah,Little Rock Mining Inc,Coal (Bituminous),36.6267,-84.285
BALDWIN,Intermittent,Mark  Constine,Constine Gravel Company,Construction Sand and Gravel,42.993611,-84.284444
Premium #5 Deep Mine,Abandoned and Sealed,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.199167,-84.284444
No 1 Strip,Abandoned and Sealed,Ken-How Company Inc,Carter Mining & Energy Company Inc,Coal (Bituminous),37.8467,-84.2833
Mine #1,Abandoned and Sealed,Roger E  West,Cage Creek Coal Company Inc,Coal (Bituminous),36.1908,-84.2833
No 1 Mine,Abandoned,Roberts James R,Rob Enterprises Inc,Coal (Bituminous),36.1042,-84.2833
WASH PLANT #42-LB SMITH,Intermittent,Robert E  Glancy; Michael  Glancy,"R.E. GLANCY, INC.",Construction Sand and Gravel,45.3975,-84.2825
Jellico Creek Job ,Abandoned,River Energy JV UK Limited,Mountainside Coal,Coal (Bituminous),36.686111,-84.281667
No 1 Tipple,Abandoned,Gibson Herbert & Roy Coleman,Debco Coal Company Inc,Coal (Bituminous),36.4736,-84.2806
No 11 Mine,Abandoned and Sealed,Coal Acquisition Inc,Gay Coal Inc,Coal (Bituminous),36.1583,-84.2803
Rubicon #1,Abandoned,Elmo Lee  Greer,Rubicon Energy LLC,Coal (Bituminous),36.678611,-84.278888
#1,Abandoned,Gipson James M,Gipson Mining Company,Coal (Bituminous),36.0928,-84.2786
Mine No. 7,Abandoned,James C  Justice II,Premium Coal Company. Inc.,Coal (Bituminous),36.500556,-84.278056
010 Salem 1500B,Abandoned,,"Jean Coal Company Tennessee, LLC",Coal (Bituminous),36.500555,-84.278055
M1,Abandoned,Justin  Clear,Clear Development LLC,Coal (Bituminous),36.500555,-84.278055
No 1 T S M,Abandoned,Blair Clarence,Betsy Coal Company,Coal (Bituminous),36.13,-84.2772
Turley Loadout,NonProducing,NOVADX  Ventures Corporation,Pioneer Processing LLC,Coal (Bituminous),36.376666,-84.276944
Mine No. 14,Abandoned,James C  Justice II,"Premium Coal Company,Inc.",Coal (Bituminous),36.300277,-84.276388
Round Lake Sand & Gravel,Intermittent,Brent  Gerkin; Mike  Gerkin,Round Lake Sand & Gravel,Construction Sand and Gravel,42.013385,-84.276138
Mine No 2,Abandoned,Roger E  West,Imperial Coals Inc,Coal (Bituminous),36.1942,-84.2756
Phillips Vandalia Plant,Intermittent,Richard  Phillips II,Phillips Vandalia LLC,Construction Sand and Gravel,39.923333,-84.274722
Tn mine 20,NonProducing,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.237222,-84.273889
No 1 Surface,Abandoned,Chadwell James,Diamond C Coal & Land Corp,Coal (Bituminous),36.5489,-84.2717
Taylor Mine,Abandoned,George John J,J & R Energies Of Kentucky,Coal (Bituminous),36.7267,-84.2708
No 2,Abandoned and Sealed,Roberts Noah R,Moose Coal Company Inc,Coal (Bituminous),36.5347,-84.2708
Mine No 2,Abandoned and Sealed,Roger E  West,Paint Creek Coal Company,Coal (Bituminous),36.2844,-84.2703
Fuoss Pit,Intermittent,James D  Fuoss,Fuoss Gravel Company,Construction Sand and Gravel,42.988611,-84.270277
"Park City Stone, LLC",Active,R Chad  Crabtree,"Park City Stone, LLC","Crushed, Broken Limestone NEC",37.839444,-84.27
Milton Plant ,Active,N S C Corp; Sibo Services Inc,Nugent Sand Company,Construction Sand and Gravel,37.839444,-84.27
Caneyville Crushed Stone ,Intermittent,Randy  Carter; Nancy  Carter,Caneyville Crushed Stone LLC,"Crushed, Broken Limestone NEC",37.839444,-84.27
Winkelman,Intermittent,Chris  Winkelman,Winkelman Excavating,Construction Sand and Gravel,44.884166,-84.269722
Mountain Clay No 16,Abandoned and Sealed,Kaneb Services Inc,Mountain Clay Inc,Coal (Bituminous),37.2472,-84.2697
No 6,Abandoned and Sealed,Asbury Harold F,Dan Branch Mining Company Inc,Coal (Bituminous),36.5053,-84.2681
No 2 Tipple,Abandoned,Danny  Jasper,Jasper & Associates Inc,Coal (Bituminous),37.8444,-84.2667
No 4,Abandoned,Cordell Robert,Cordell Mining,Coal (Bituminous),36.6394,-84.2667
Briar Fork Job 30,Abandoned,Lexington Coal Company LLC,LCC Kentucky LLC,Coal (Bituminous),37.241667,-84.266667
Barrett Paving Mats Inc-West Carrollton,Intermittent,Colas S A,Barrett Paving Materials Inc,Construction Sand and Gravel,39.676944,-84.266388
#1,Abandoned and Sealed,Hill James V,Debra Lee Mines Inc,Coal (Bituminous),36.2781,-84.2661
Mine No 2,Abandoned and Sealed,Johnson John H,J J Mining Inc,Coal (Bituminous),36.1281,-84.2653
J J #1 Section 2,Abandoned and Sealed,Duncan Roger J,D & D Coal Company,Coal (Bituminous),36.1289,-84.265
BUCKLAND PLANT,Intermittent,National Lime & Stone Co.,National Lime & Stone Company,"Crushed, Broken Limestone NEC",40.619166,-84.264722
Surface No 1,Abandoned and Sealed,Charles R  Denham; Roy Donald  Lewis,Denham & Lewis Corp,Coal (Bituminous),37.3017,-84.2625
Mine No. 10,Abandoned and Sealed,National Coal Corporation,National Coal Corporation,Coal (Bituminous),36.311111,-84.261111
Royal Blue Tipple,Abandoned,Roger E  West,Sugar Ridge Coal Company Inc,Coal (Bituminous),36.3806,-84.2597
No 1 Surface Mine,Abandoned,James C  Justice II,Premium Coal Company Inc,Coal (Bituminous),36.2167,-84.2597
No 2,Abandoned and Sealed,Phillips Leon G & Rebecca,Becca Ann Coal Company,Coal (Bituminous),36.275,-84.2592
Lloyd No 3,Abandoned and Sealed,Phillips Billy A,Williams Coal Corp,Coal (Bituminous),36.1603,-84.2586
No 2 Strip,Abandoned and Sealed,Laird T  Orr Jr.,Green Hill Mining Inc,Coal (Bituminous),37.0806,-84.2583
No 2 Mine,Abandoned and Sealed,Crawford Kenneth,Zonda Lee Coal Company Inc,Coal (Bituminous),36.715,-84.2581
#3,Abandoned and Sealed,Roger E  West,Stoney Ridge Coal Company Inc,Coal (Bituminous),36.1322,-84.2575
Premium Coal Highwall Miner,Temporarily Idled,James C  Justice II,"Premium Coal Company, Inc.",Coal (Bituminous),36.225555,-84.257222
No 1,Abandoned and Sealed,Daniel Roger D,Mingo Coal Company Inc,Coal (Bituminous),36.3706,-84.2572
No 1,Abandoned and Sealed,Muse Charles O--Venis Anderson,Barley Branch Mining,Coal (Bituminous),36.5733,-84.2567
No 1 Surface,Abandoned,Chandler William & James Spurlock,Elk Coal Corp,Coal (Bituminous),36.5167,-84.2564
