CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
Surface Mine No 1,Abandoned,Hubble Stephen E,Midway Coal Company,Coal (Bituminous),37.2792,-81.96
SOUTH MCDOWELL QUARRY,Active,Jeffrey  Goodman,Cumberland Sand and Gravel,"Crushed, Broken Granite",35.633532,-81.959406
No 5,Abandoned,Potter Billy D & Jimmy R Dotson,Potter & Dotson Coal Company Inc,Coal (Bituminous),37.4011,-81.9583
No 1 Mine,Abandoned and Sealed,Lester Donald R,Carol Coal Corp,Coal (Bituminous),37.3458,-81.9583
No 1,Abandoned,Christian Oral V,Double C Coal Company Inc,Coal (Bituminous),37.3053,-81.9583
No 1 Mine,Abandoned,Stacy Kerry,Frontier Mining Company Inc,Coal (Bituminous),37.3025,-81.9583
Laurel No 2,Abandoned,Mullins Rosbal,Tazco Inc,Coal (Bituminous),37.2208,-81.9583
Laurel No 1 Mine,Abandoned,Mullins Rosbal,Tazco Inc,Coal (Bituminous),37.2139,-81.9583
Mine No 3,Abandoned and Sealed,Ernest E  Varney,Black Widow Collieries Ltd,Coal (Bituminous),37.2083,-81.9583
No 1,Abandoned and Sealed,Raymond  Cline,B D & J Coal Company,Coal (Bituminous),37.1667,-81.9583
Surface Mine No 4,Abandoned,Sullivan Dan G-Delmer Vencill,Wp Corp,Coal (Bituminous),37.0917,-81.9583
No 1 Tipple,Abandoned,"Sunoco, Inc.",Whitaker Coal Corp,Coal (Bituminous),36.9583,-81.9583
No. 8,Active,RWE Trading Americas Inc; JMP Coal Holdings LLC,RockhouseCreekDevelopmentLLC,Coal (Bituminous),37.644722,-81.957778
Valley No 2,Abandoned,"Alpha Natural Resources, Inc.",Knox Creek Coal Corporation,Coal (Bituminous),37.085556,-81.9575
Mine No 1,Abandoned,Hicks Ronald L,Armstar Mining Inc,Coal (Bituminous),37.3056,-81.9569
No 1,Abandoned,Richardson Dowell,R & R Coal Company Inc,Coal (Bituminous),37.1136,-81.9564
No 3 Mine,Abandoned,Clayburne Charles R,C & R Coal Inc,Coal (Bituminous),37.1136,-81.9564
WV-3 Surface Mine,Active,James C  Justice II,Kentucky Fuel Corporation,Coal (Bituminous),37.758333,-81.956389
10 A Surface,Abandoned,Reading & Bates Corp,Belva Coal Company Inc,Coal (Bituminous),37.7561,-81.9561
Mine No 2,Abandoned and Sealed,Lester Roscoe,Double L Coal Corp,Coal (Bituminous),37.425,-81.9556
Surface No 10,Abandoned,Timothy L  Fugate; Brack  Baker,Hannco Energy Inc,Coal (Bituminous),37.761388,-81.955555
Oxford Mining Athens,Temporarily Idled,Charles C  Ungurean,Oxford Mining Co. LLC,Coal (Bituminous),39.401389,-81.955
Patton Mine,Abandoned and Sealed,Bailey Howard,C & B Coal Company,Coal (Bituminous),37.4536,-81.955
Mine No 1,NonProducing,"Alpha Natural Resources, Inc.",Premium Energy LLC,Coal (Bituminous),37.599167,-81.954444
Low Gap Surface Mine,Abandoned,British Petroleum Company PLC,Hinch Coal Mining Company,Coal (Bituminous),37.5992,-81.9544
Virginia Pocahontas 2,Abandoned and Sealed,CONSOL Energy Inc,Island Creek Coal Company,Coal (Bituminous),37.2472,-81.9542
No 5,Abandoned and Sealed,Hess Robert,Benefuels Of Logan,Coal (Bituminous),37.8244,-81.9539
Mine No 6,Abandoned and Sealed,Hatfield Richard & J Charles Lockhart,R C R Coal Company,Coal (Bituminous),37.8244,-81.9539
No 3,Temporarily Idled,James River Coal Company,Rockhouse Creek Development LLC,Coal (Bituminous),37.638055,-81.953611
No 5-B Mine,Abandoned and Sealed,Reading & Bates Corp,Belva Coal Company Inc,Coal (Bituminous),37.7522,-81.9536
No. 3-A Mine,NonProducing,RWE Trading Americas Inc; JMP Coal Holdings LLC,Rockhouse Creek Development LLC,Coal (Bituminous),37.646667,-81.953056
Metco Mine No 1,Abandoned and Sealed,Mullins Jack G,Racoon Mining Inc,Coal (Bituminous),37.8275,-81.9528
No 1 Mine,Abandoned,Justus Donald,Lick Branch Mining Corp,Coal (Bituminous),37.425,-81.9528
No 2 Mine,Abandoned and Sealed,Layne Earnest,Black Bear Coal Corp,Coal (Bituminous),37.3139,-81.9528
No. 7,Abandoned,James River Coal Company,Rockhouse Creek Development Corp.,Coal (Bituminous),37.651666,-81.952777
No 4,Abandoned and Sealed,Kyle Lawrence,K & V Coal Company Inc,Coal (Bituminous),37.297222,-81.952777
Buffalo Creek No 4,Abandoned and Sealed,United  Company,Dal-Tex Coal Corp,Coal (Bituminous),37.9136,-81.9522
No 1,Abandoned,Davis James-James Mc Vey,Omega Coal Company Inc,Coal (Bituminous),37.0633,-81.9522
No 1 Mine,Abandoned,Brown Roger,Roger Brown Coal Company,Coal (Bituminous),37.875,-81.9519
No 2,Abandoned and Sealed,Deel James & Wendell Morgan,Tojo Mining Services Inc,Coal (Bituminous),37.8281,-81.9517
Ben Creek Preparation Plant,Abandoned,Donald  Nicewonder,Premium Energy Inc,Coal (Bituminous),37.606944,-81.951666
No 1 Mine,Abandoned and Sealed,Roger  Childress,Virginia Dare Coal Corp,Coal (Bituminous),37.2972,-81.9514
Hernshaw Deep Mine,New Mine,James River Coal Company,"Hampden Coal Co., Inc.",Coal (Bituminous),37.671111,-81.951388
No 5,Abandoned,Nicewonder J D - Don Nicewonder,S G Coal Company Inc,Coal (Bituminous),37.5181,-81.9506
Shepherdstown #1,Abandoned,Vincenzo Larry,L & M Company,Coal (Bituminous),40.1583,-81.95
No 2 Deep Mine,Abandoned and Sealed,James River Coal Company,Rockhouse Creek Development Corp,Coal (Bituminous),37.688055,-81.95
Mingo No 1,Active,RWE Trading Americas Inc; JMP Coal Holdings LLC,Hampden Coal Company LLC,Coal (Bituminous),37.648056,-81.95
No 3,Abandoned,Justus Timothy,T J & P E Coal Company Inc,Coal (Bituminous),37.516667,-81.95
Mine D,Abandoned and Sealed,Robinette Donald,Robinette Mining,Coal (Bituminous),37.116667,-81.95
Mine C,Abandoned and Sealed,Miller Lee Allen,Miller Mining,Coal (Bituminous),37.116667,-81.95
Mine B,Abandoned and Sealed,Miller Lee Allen,Miller Mining,Coal (Bituminous),37.116667,-81.95
Mine A,Abandoned and Sealed,Casey Robert,Casey Mining,Coal (Bituminous),37.116667,-81.95
Mine No 1,Abandoned,Horn Bill E,Triple M Coal Company Inc,Coal (Bituminous),37.069444,-81.95
No 1 Mine,Abandoned and Sealed,James Wayne  Estep,Sandy Lane Inc,Coal (Bituminous),37.05,-81.95
No 5 Mine,Abandoned and Sealed,International Industries Inc,Jumacris Mining Inc,Coal (Bituminous),37.6253,-81.9489
Rockhouse Mine,Abandoned,David  Powers,Mattie Boo LLC,Coal (Bituminous),37.341944,-81.948611
MATTIEBOO #4 Surface,Abandoned,David  Powers,"MATTIEBOO, LLC",Coal (Bituminous),37.341944,-81.948611
South Pasture Mine,Active,Mosaic Global Holdings,"Mosaic Fertilizer, LLC",Phosphate Rock,27.644722,-81.948611
Mine No 1,Abandoned and Sealed,Scott Frankie,Forest Hills Coal Company,Coal (Bituminous),37.8433,-81.9486
No 1 Prep Plant,Abandoned,Vernon P  Ferrell,Sunbeam Energy Inc,Coal (Bituminous),37.8433,-81.9486
No 4 Mine,Abandoned and Sealed,International Industries Inc,Jumacris Mining Inc,Coal (Bituminous),37.625,-81.9486
No 4-B,Abandoned and Sealed,Reading & Bates Corp,Belva Coal Company Inc,Coal (Bituminous),37.7706,-81.9481
No 1 Plant,Abandoned,Rasnake Joyce E,Guyan Management Inc,Coal (Bituminous),37.7389,-81.9481
No 11,Abandoned and Sealed,Motto John,Solomon'S Mine Inc,Coal (Bituminous),37.695,-81.9481
10-C Mine,Abandoned and Sealed,Chafin John C Sr,Chafin Coal Company Inc,Coal (Bituminous),37.6942,-81.9481
Butler Stone,Active,Joe  Eastridge,Butler Stone,Construction Sand and Gravel,36.384166,-81.948055
Mingo No 1 Auger,Abandoned,Bowling Jerry W,Unicorn Mining,Coal (Bituminous),37.6525,-81.9478
No 1,Abandoned and Sealed,Cline Fred & James Henderson,Last Chance Leasing Inc,Coal (Bituminous),37.6525,-81.9478
Alma No 1,Abandoned and Sealed,James B  Simpkins,Cow Creek Coal Company Inc,Coal (Bituminous),37.6525,-81.9478
Mingo No 2,Active,RWE Trading Americas Inc; JMP Coal Holdings LLC,Hampden Coal Company LLC,Coal (Bituminous),37.6525,-81.947778
Belt Mine,Abandoned,James River Coal Company,Rockhouse Creek Development Corp,Coal (Bituminous),37.6525,-81.947777
No 5-G,Abandoned and Sealed,Reading & Bates Corp,Belva Coal Company Inc,Coal (Bituminous),37.7625,-81.9472
Rocklick Mine No 1,Abandoned,Davis Hassel,Benchmark Mining Company,Coal (Bituminous),37.0667,-81.9472
Crusher,Intermittent,Archie J  Knerr,Thompson Falls Sand and Gravel,Construction Sand and Gravel,35.053055,-81.946944
No 6,Abandoned and Sealed,Mack  Stiltner,Good Times Mining Inc,Coal (Bituminous),37.1958,-81.9469
No 7,Abandoned and Sealed,Chafin John C Sr,Chafin Coal Company Inc,Coal (Bituminous),37.6928,-81.9467
Mine N0 1,Abandoned and Sealed,Chambers Danny Leo,Sand Branch Mining Inc,Coal (Bituminous),37.6531,-81.9464
No 1,Abandoned and Sealed,Cline Fred & James Henderson,Marlin Mining Inc,Coal (Bituminous),37.936388,-81.946388
E. Miller Mining,Abandoned,Ed I  Miller,E. Miller Mining,"Crushed, Broken Limestone NEC",40.6,-81.945833
Cedar Creek Mine #39,Abandoned and Sealed,Cline Larry,Cedar Creek Mining Inc,Coal (Bituminous),37.703333,-81.945833
Premium No. 1 Deep Mine,Abandoned and Sealed,Donald  Nicewonder,"Premium Energy, LLC",Coal (Bituminous),37.622777,-81.945833
Premium No. 2 Deep Mine,Abandoned and Sealed,Donald  Nicewonder,"Premium Energy, LLC.",Coal (Bituminous),37.622777,-81.945833
Surface Mine No 1,Abandoned,Blankenship A L Jr,Ten B Coal Company,Coal (Bituminous),37.225,-81.9458
No 2,Abandoned,Ramey Larry E,Blue Spade Coal Company Inc,Coal (Bituminous),37.1439,-81.9458
No 2,Abandoned,Deel Carmel & Odell,D & J Coal Company Inc,Coal (Bituminous),37.125,-81.9458
Gardner Dock #1,Abandoned,Charles H  Gent,Big Fork Coal Company Inc,Coal (Bituminous),37.0333,-81.9458
No 1,Abandoned and Sealed,Mapel Carl R,Mapel Energy Inc,Coal (Bituminous),37.8194,-81.9456
No 1 Mine,Abandoned,J E  Cooper,Banjo Branch Coal Company Inc,Coal (Bituminous),37.325,-81.9453
Mine No 1,Abandoned,Keene Walden,Clinch Valley Coal Corp,Coal (Bituminous),37.325,-81.9453
No 5 Mine,Abandoned,Estil  Stillwell,B & V Coal Company Inc,Coal (Bituminous),37.325,-81.9453
No 1 Mine,Abandoned,Cline Gordon & Gordie,Jo Flo Coal Company Inc,Coal (Bituminous),37.325,-81.9453
No 1,Abandoned,Shelton Donald Lee,Terrie Lynn Coal Company Inc,Coal (Bituminous),37.1514,-81.9444
Chafin No 8,Abandoned and Sealed,Chafin John C Sr,Chafin Coal Company Inc,Coal (Bituminous),37.7369,-81.9439
No 1,Abandoned,Ward Ralph,Little Princess Coal Company Inc,Coal (Bituminous),37.2778,-81.9439
Black Dog #1,Abandoned and Sealed,"Alpha Natural Resources, Inc.",Knox Creek Coal Corporation,Coal (Bituminous),37.135277,-81.943611
Mine #1 Highwall Miner,Temporarily Idled,"Alpha Natural Resources, Inc.",Premium Energy LLC,Coal (Bituminous),37.599444,-81.943333
No 1 Mine,Abandoned and Sealed,Bailey Howard,Little B Coal Company,Coal (Bituminous),37.4558,-81.9431
Little B Mine No 2,Abandoned and Sealed,Bailey Howard,Little B Coal Company,Coal (Bituminous),37.4558,-81.9431
Joshua #18 Mine,Abandoned and Sealed,Jeff  Chillag,Joshua Industries Inc,Coal (Bituminous),37.7381,-81.9428
Jewell No 18 Dock,Abandoned,Pittston Company,Sea B Mining Company,Coal (Bituminous),37.2711,-81.9428
Broad Run Mine,Abandoned,Coalfield Transport Inc,Big River Mining LLC,Coal (Bituminous),38.971388,-81.9425
Mine #4,Abandoned and Sealed,Ernest E  Varney,Black Widow Coal Company Inc,Coal (Bituminous),37.1869,-81.9422
No 2 Mine,Abandoned,Strouth Terry & Samuel Lee Horton,Strouth & Horton Coal Company,Coal (Bituminous),37.0697,-81.9422
Eacco No 1 Mine,Abandoned and Sealed,Daugherty Ernest,Eugene Adkins Coal Company Inc,Coal (Bituminous),37.95,-81.9417
No 16,Abandoned and Sealed,Brown Gary M Jr,Cindy B Coal Inc,Coal (Bituminous),37.7353,-81.9417
Jane Ann No 2 Mine,Abandoned and Sealed,Siderius Inc,Powellton Company,Coal (Bituminous),37.7194,-81.9417
No 6 Mine,Abandoned,Mullins Estil,Mullins Coal Company,Coal (Bituminous),37.4375,-81.9417
No 1 Auger Mine,Abandoned,Stacy Adam M,Horsehoe Coal Company,Coal (Bituminous),37.2528,-81.9417
No 1 Mine,Abandoned and Sealed,Shelton Donald Lee,Lisa Lee Coal Company,Coal (Bituminous),37.15,-81.9417
No 3,Abandoned,Darrell  Monk,Carrie Coal Company Inc,Coal (Bituminous),37.15,-81.9417
No 7b Mine,Abandoned and Sealed,Harry G  Cooke; Larry David  Cochran,Deerfield Mining Company Inc,Coal (Bituminous),37.6928,-81.9411
No 1 Load-Out,Active,James River Coal Company,Hampden Coal LLC-DBA: SnapCreekMiningLLC,Coal (Bituminous),37.759722,-81.940833
No 1 Mine,Abandoned,Harman Robert & Gilbert,Harman Brothers Coal Company Inc,Coal (Bituminous),37.1736,-81.9403
No 1,Abandoned and Sealed,Ted  Osborne Jr,T G O Coal Corp,Coal (Bituminous),37.1319,-81.9403
8-C Mine,Abandoned and Sealed,"Alpha Natural Resources, Inc.",Aracoma Coal Inc,Coal (Bituminous),37.778055,-81.94
Bee Hollow Mine,Abandoned and Sealed,Michael L  White,"White's Mining, L.L.C.",Coal (Bituminous),37.748055,-81.94
No 3,Abandoned and Sealed,Harry G  Cooke; Larry David  Cochran,Rich Creek Mining Company Inc,Coal (Bituminous),37.7361,-81.94
No 2,Abandoned and Sealed,Shelton Donald Lee,Terrie Lynn Coal Company Inc,Coal (Bituminous),37.1406,-81.94
Z & M Preparation Plant No 1,Abandoned,Zickafoose Gary,Z & M Coal Inc,Coal (Bituminous),37.8528,-81.9394
No 11b-Mine,Abandoned and Sealed,Hawley Charbon,No 10 Coal Mine Inc,Coal (Bituminous),37.7556,-81.9392
No 1,Abandoned,Padgett Norman O Jr,Mary C Processing Inc,Coal (Bituminous),37.7403,-81.9392
Raw Coal Plant,Abandoned,Baisden Joe,A & M Mining Inc,Coal (Bituminous),37.74,-81.9392
Plant No 1,Abandoned,Brown Jimmy Lee,Okemo Corp,Coal (Bituminous),37.740277,-81.939166
No 17,Abandoned and Sealed,Brown Jimmy Lee,Okemo Corp,Coal (Bituminous),37.733333,-81.939166
No 1 (4),Abandoned and Sealed,Thomas M  Rasnake,Beacon Energy L L C,Coal (Bituminous),37.733333,-81.939166
No 1 Mine,Abandoned and Sealed,Richard T  Hatfield; James E  Hatfield,Marvel Mining Inc,Coal (Bituminous),37.64,-81.939166
No 6,Abandoned and Sealed,James D  Duba,Ramdu Inc,Coal (Bituminous),37.7431,-81.9389
Mine No 3,Abandoned and Sealed,Lester Roscoe,Double L Coal Corp,Coal (Bituminous),37.425,-81.9389
#1,Abandoned and Sealed,Jerry  Skeens; Eddie  Skeens,Falcon Coal Corp,Coal (Bituminous),37.1306,-81.9389
No 9 Mine,Abandoned,Potter John-Kenneth & David,Edd Potter Coal Company,Coal (Bituminous),37.1306,-81.9389
"Edgar Minerals, Inc.",Active,Lemuel B  Carnes III,"Edgar Minerals, Inc.",Kaolin and Ball Clay,29.594166,-81.937777
Rice #10 (Strip),Abandoned,Horizon Natural Resources Incorporated,R & F Coal Company,Coal (Bituminous),40.0542,-81.9375
Rice #10,Abandoned,Thomas G  Gentile,Ohio River Collieries,Coal (Bituminous),40.0542,-81.9375
No 3,Abandoned,Wright Chester,Cedar B Coal Company,Coal (Bituminous),37.1375,-81.9375
No 2,Abandoned,(Harold) Lynn  Keene; Larry  Stinson,Rocklick Mining Corp,Coal (Bituminous),37.1042,-81.9375
Grey Fox Mine,Abandoned and Sealed,Everett E  Ballard Jr,Ballard Brothers Coal Inc,Coal (Bituminous),37.7467,-81.9372
S & S Aggregate ,Active,Shelly & Sands Inc,S & S Aggregate,Construction Sand and Gravel,39.873333,-81.936944
Alma No 2 Mine,Abandoned and Sealed,Belco Petroleum Corp,Peter White Coal Mining Corp,Coal (Bituminous),37.5361,-81.9367
No 5,Abandoned and Sealed,Mullins Jack G,Cherco Inc,Coal (Bituminous),37.7422,-81.9364
No 25 Mine,Abandoned and Sealed,Massey Energy Company,Douglas Pocahontas Coal Company,Coal (Bituminous),37.4908,-81.9364
#1 Strip,Abandoned,Hall Franklin D,H & H Coal Company Inc,Coal (Bituminous),37.075,-81.936111
Mine #102,Abandoned,Mack Guy A,Summersville Five-Block Coal Corp,Coal (Bituminous),38.3933,-81.9361
No 2 Mine,Abandoned and Sealed,Crabtree David A,G E M Inc,Coal (Bituminous),37.7989,-81.9361
No 2 Mine,Abandoned and Sealed,International Industries Inc,Jumacris Mining Inc,Coal (Bituminous),37.7989,-81.9361
Surface No 1,Abandoned,Compton Kennie D,War Eagle Construction Company Inc,Coal (Bituminous),37.6819,-81.9361
No 1,Abandoned,Zambacca Richard,R J B Mining Inc,Coal (Bituminous),37.1458,-81.9361
#1 Strip,Abandoned,Hall Raymond H,Mulbell Coal Company Inc,Coal (Bituminous),37.075,-81.9361
Melville-Alma,Abandoned and Sealed,"Alpha Natural Resources, Inc.",Rum Creek Coal Sales Inc,Coal (Bituminous),37.8414,-81.9358
No 5 A,Abandoned and Sealed,Impco-International Mining & Petroleum Co,Belva Coal Company Inc,Coal (Bituminous),37.7861,-81.9358
No 1 Mine,Abandoned and Sealed,Crouse Estel,E R C Mining Company Inc,Coal (Bituminous),37.2967,-81.9358
Dominion No 13,Abandoned and Sealed,SunCoke Energy Incorporated,Dominion Coal Corporation,Coal (Bituminous),37.2878,-81.9358
Plant No 1,Abandoned,Branham Howard,Benafuels Processing Inc,Coal (Bituminous),37.8411,-81.9356
Wooster Plant,Active,Olen Corporation,The Olen Corporation,Construction Sand and Gravel,40.805,-81.935277
Sugartree No 1,Abandoned and Sealed,Roger  Bell,Bar-K Inc,Coal (Bituminous),38.091666,-81.935277
No 4,Abandoned and Sealed,Chafin John C Sr,Chafin Coal Company Inc,Coal (Bituminous),37.7314,-81.9347
No 1,Abandoned and Sealed,Faine Johnny,Pemm Mining Company Inc,Coal (Bituminous),37.7094,-81.9347
Chafin No 14c,Abandoned and Sealed,Chafin John C Sr,Chafin Coal Company Inc,Coal (Bituminous),37.7094,-81.9347
No 1,Abandoned and Sealed,Faine Johnny,Pemm Mining Company Inc,Coal (Bituminous),37.7094,-81.9347
No 1 Gob Pile,Abandoned,Harman Robert & Gilbert,Robco Coal Company Inc,Coal (Bituminous),37.0683,-81.9347
No 1 Mine,Abandoned and Sealed,Lester James E,Hopefull Coal Company,Coal (Bituminous),37.2947,-81.9342
No. 3B Mine,NonProducing,RWE Trading Americas Inc; JMP Coal Holdings LLC,RockhouseCreekDevelopmentLLC,Coal (Bituminous),37.6575,-81.934167
Sporn,Abandoned,American Electric Power Company Inc,Central Coal Comany,Coal (Bituminous),38.9631,-81.9339
Ferrell Quarry and Plant,Abandoned,Vernon P  Ferrell,"Ferrell Excavating Co., Inc.","Crushed, Broken Sandstone",37.841944,-81.933611
N Augusta,Active,F Browne  Gregg,South Carolina Minerals Inc.,Construction Sand and Gravel,33.493056,-81.933611
No 1,Abandoned and Sealed,Conner Glen Jr,Berachah Mining Inc,Coal (Bituminous),37.8656,-81.9336
Mine No 12-C,Abandoned and Sealed,Faine James R,Metro Mining Company Inc,Coal (Bituminous),37.7092,-81.9336
No 2,Abandoned and Sealed,Joby  Fields,Lucky Eleven Mining Company,Coal (Bituminous),37.8,-81.933333
No 1,Abandoned,Ted  Osborne Jr,Shady Lane Coal Corp,Coal (Bituminous),37.333333,-81.933333
No 1,Abandoned,Darrell  Monk,Carrie Coal Company Inc,Coal (Bituminous),37.133333,-81.933333
Preparation Plant No 1,Abandoned,Richard T  Hatfield; James E  Hatfield,Summit Collieries,Coal (Bituminous),37.8003,-81.9333
No 6 Mine,Abandoned,Stacy Chuck,Cheyenne Coal Corp,Coal (Bituminous),37.3958,-81.9333
No 1,Abandoned,Delford B  Endicott,Rainbow Mining Corp,Coal (Bituminous),37.2736,-81.9331
Gardner Load Out,NonProducing,SunCoke Energy Incorporated,Harold Keene Coal Co. Inc.,Coal (Bituminous),37.029167,-81.933056
Twisted Gun Gap Operation,Abandoned,International Industries Inc,Lynn Land Company,Coal (Bituminous),37.5994,-81.9328
No 1,Abandoned,Horn Emory,Pan-Am Inc,Coal (Bituminous),37.2658,-81.9325
Holmes Supply Millersburg Site,Active,Steve  Schlabach,Holmes Supply Millersburg Site,Construction Sand and Gravel,40.523611,-81.932222
No 3,Abandoned and Sealed,Bruce  Burgess,Daniels Branch Coal Company Inc,Coal (Bituminous),37.661111,-81.931944
No 7,Abandoned and Sealed,Muscari John,Comorant Resources Inc,Coal (Bituminous),37.8258,-81.9319
No 5,Abandoned and Sealed,Mc Kee Ralph,Wyoming Mining Company Inc,Coal (Bituminous),37.1497,-81.9319
Carrie #5 Mine,Abandoned and Sealed,United  Company,Wellmore Coal Corp,Coal (Bituminous),37.1486,-81.9317
No 2 Mine,Abandoned,Fry William Joe,Midway Coals Inc,Coal (Bituminous),38.087777,-81.931666
Swords Creek Plant ,Active,Otey C  Dudley,E Dillon & Company,"Crushed, Broken Limestone NEC",37.086666,-81.931666
Virginia Pocahontas 4,Abandoned and Sealed,CONSOL Energy Inc,Island Creek Coal Company,Coal (Bituminous),37.2583,-81.9306
Coronet Jewell Preparation Plant #3,Abandoned,SunCoke Energy Incorporated,Jewell Smokeless Coal Corp,Coal (Bituminous),37.2542,-81.9306
No 1 Mine,Abandoned,Woodmore Charles,Circle Diamond Coal Company,Coal (Bituminous),37.0611,-81.9306
No 2 Mine,Abandoned and Sealed,Skaggs Henry Jr & Ballard Counts,Holiday Branch Coal Company,Coal (Bituminous),38.063888,-81.930555
Dehue Mine,Abandoned and Sealed,Massey Energy Company,Dehue Coal Company,Coal (Bituminous),37.8106,-81.9297
No 2,Abandoned,Porter Dennis,Oreo Mining Corp,Coal (Bituminous),37.0556,-81.9292
Mine #2,Abandoned and Sealed,Mc Millan James O,Jamax Inc,Coal (Bituminous),37.7861,-81.9289
No 2,Abandoned,Deel Ernie,Four D Coal Company Inc,Coal (Bituminous),37.2739,-81.9289
Southwest Aggregates,Active,Richard  Neslund,Southwest Aggregates,"Crushed, Broken Limestone NEC",26.771111,-81.928888
No 2,Abandoned and Sealed,James R  Gibbs,Laurel Creek Mining Corp,Coal (Bituminous),37.1917,-81.9278
No 1 Strip,Abandoned,Henkel Sam & Ronnie Lester,H & L Coal Company,Coal (Bituminous),37.0639,-81.9278
Round Eight No 1 Surface,Abandoned,Wood Robert F Sr,Round Eight Corp,Coal (Bituminous),37.165833,-81.927222
No 1,Abandoned,Akers Robert & Robert R--Brady Adams,Beth Ann Coal Company,Coal (Bituminous),38.9117,-81.9269
No 5 Mine,Abandoned and Sealed,Darvin  Rowe,Betty Coal Company Inc,Coal (Bituminous),37.6383,-81.9264
Mohawk No 2,Abandoned and Sealed,Nippon Kokan K K,Peter White Coal Mining Corp,Coal (Bituminous),37.5383,-81.9264
Hookers Prairie Mine,Abandoned,Mosaic Global Holdings,Mosaic Fertilizer LLC,Phosphate Rock,27.695278,-81.926111
Mine No. 1,Abandoned and Sealed,Perry Allen  Whited,"SANW, INC",Coal (Bituminous),37.245,-81.925833
Jscc No 20,Abandoned and Sealed,SunCoke Energy Incorporated,Dominion Coal Corporation,Coal (Bituminous),37.245,-81.9258
Montgomery Pit,Abandoned,Sands Gene,Sands Mining Corp,Coal (Bituminous),39.9844,-81.925
Elkay Central Shop,Abandoned,Pittston Company,Elkay Mining Company,Coal (Bituminous),37.7694,-81.925
Jane Ann Shop,Abandoned,Siderius Inc,Powellton Company,Coal (Bituminous),37.6997,-81.925
Twin Star No 1 Mine,Abandoned,"Alpha Natural Resources, Inc.",Twin Star Mining Inc,Coal (Bituminous),37.5667,-81.925
Young'S Br #15,Abandoned and Sealed,SunCoke Energy Incorporated,Dominion Coal Corporation,Coal (Bituminous),37.2125,-81.925
No 1,Abandoned,Mc Gee James E,Maggie Mae Coal Company Inc,Coal (Bituminous),37.125,-81.925
No1,Abandoned,Keen Elmer,Eagle Branch Coal Company Inc,Coal (Bituminous),37.079166,-81.925
Tipple No 1,Abandoned,H C Bostic Coal Company Inc,H C Bostic Coal Company Inc,Coal (Bituminous),37.066667,-81.925
No 1 Auger,Abandoned,Compton Kennie D,War Eagle Construction Company Inc,Coal (Bituminous),37.6978,-81.9247
No 1,Abandoned and Sealed,Marcum Jerry,Coal River Management Inc,Coal (Bituminous),38.0014,-81.9244
Rex Mine,Abandoned and Sealed,Chafin Clyde,Dry Gulch Coal Company,Coal (Bituminous),37.8572,-81.9236
No 4,Abandoned and Sealed,Stacy Francis Ray,Ycats Coal Company,Coal (Bituminous),37.8125,-81.9236
Dawson,Abandoned,Simmons Earl W,Y-Coal Inc,Coal (Bituminous),44.5306,-81.9231
No 4,Abandoned and Sealed,James Wayne  Estep,Warren Coal Company Inc,Coal (Bituminous),37.1408,-81.9231
Maryetta Mine No 1,Abandoned and Sealed,Imperial-Pacific Investments Inc,Mullins Coal Company Inc,Coal (Bituminous),37.9978,-81.9228
Maryetta Mine No 2,Abandoned and Sealed,Imperial-Pacific Investments Inc,Mullins Coal Company Inc,Coal (Bituminous),37.9978,-81.9228
No 2 Mine,Abandoned and Sealed,Stollings Willie R,D & B Coal Company,Coal (Bituminous),37.9978,-81.9228
Dogwood Mine No 1,Abandoned and Sealed,Imperial-Pacific Investments Inc,Mullins Coal Company Inc,Coal (Bituminous),37.9978,-81.9228
Manila Mine No 1,Abandoned and Sealed,Neilan George J,Manila Mining Company,Coal (Bituminous),37.9944,-81.9228
No 1 Mine,Abandoned and Sealed,Neilan George J,Boone Resources Inc,Coal (Bituminous),37.9944,-81.9228
No 1,Abandoned,Mullins Steve L,Auger Resources Inc,Coal (Bituminous),37.7161,-81.9228
Clifton Fork Mine #2,New Mine,Eddie  Hurley,Appalachian Development & Construction LLC,Coal (Bituminous),37.188056,-81.922778
No 1 Mine,Abandoned and Sealed,Nelson Phillip E & John Motto,Logan Oak Industries Inc,Coal (Bituminous),37.8033,-81.9222
Grandin Sand Plant,Active,Vulcan Materials Company,Florida Rock Industries Inc,"Sand, Common",29.727222,-81.921111
No 1 Mine,Abandoned and Sealed,Vandyke Leon & James Messer,River Bend Mining Inc,Coal (Bituminous),37.1417,-81.9211
Swords Creek Prep Plant,Abandoned,Cyprus Amax Minerals Company,Knox Creek Coal Corp,Coal (Bituminous),37.045833,-81.920833
Paige,Abandoned and Sealed,Huffman Larry,Grassy Creek Coal Co Inc,Coal (Bituminous),38.0311,-81.9208
Madison Creek Auger,Abandoned and Sealed,Impco-International Mining & Petroleum Co,Belva Coal Company Inc,Coal (Bituminous),37.75,-81.9208
No 2,Abandoned,Crouse Donald,Bea-Jay Coal Company,Coal (Bituminous),37.1203,-81.9203
D 406 Mine,Abandoned and Sealed,R J F Coal Company,R J F Coal Company,Coal (Bituminous),37.5542,-81.9194
De1 Mine,Abandoned and Sealed,Belco Petroleum Corp,Peter White Coal Mining Corp,Coal (Bituminous),37.5542,-81.9194
