CURRENT_MINE_NAME,long_false,latitude,longitude
Scott Quarry,84.648889,40.969444,-84.648889
Scott Pit,86.339722,32.576666,-86.339722
Scott County Quarry,85.657765,38.682208,-85.657765
Scotch Pine Mine,81.721666,38.026111,-81.721666
Scoria Pit,107.6575,41.035833,-107.6575
SCL Quarry,80.421111,25.785555,-80.421111
Scioto Sand & Gravel,82.907222,40.417222,-82.907222
Scioto Mine,82.9825,39.333055,-82.9825
"Schwab Aggregates, LLC",78.428055,42.443888,-78.428055
Schuylkill Coal Processing Inc,76.375,40.758333,-76.375
Schumacher Excavating,92.701605,44.33056,-92.701605
Schuck Development Corp,112.755833,33.996944,-112.755833
Schreckengost Mine,79.211111,40.975,-79.211111
Schoolhouse Quartz Plant,82.064561,35.915401,-82.064561
SCHOHARIE QUARRY,74.302777,42.668888,-74.302777
Schoeneck Quarry ,76.176111,40.236667,-76.176111
Schoate Preparation Plant,87.123333,37.254722,-87.123333
Schmidt Pit,95.713658,46.280516,-95.713658
"Schmidt Construction, Inc.",113.087222,37.702222,-113.087222
Schkade Mines,99.618056,32.7175,-99.618056
Schildberg Shops ,94.418333,41.296667,-94.418333
Schiermeier Quarry Inc ,90.936666,38.644166,-90.936666
Schertz Gravel Plant,98.264544,29.554604,-98.264544
Scherr Quarry ,79.163333,39.191388,-79.163333
Scherbenske Pit,98.670556,46.873889,-98.670556
Schellinger #4 Wash Plant,114.204722,48.371666,-114.204722
Schelle Pit,88.248333,43.429444,-88.248333
Scheele Ranch Pit,99.901944,31.968611,-99.901944
Schaney Mining (Strip),81.004166,40.399444,-81.004166
Schaal Quarry,88.277403,44.93982,-88.277403
SCHAAF PIT,98.416944,40.848333,-98.416944
Scappoose Sand & Gravel Company,122.873055,45.766666,-122.873055
SCANTLEN,95.061944,35.2975,-95.061944
Scalping Screen,95.025833,48.919722,-95.025833
Scalia Brothers Trucking Co,72.970277,41.670555,-72.970277
"Scaggs Rock-N-Lime, Inc.",90.544722,37.231666,-90.544722
Scabtron,147.549722,65.076667,-147.549722
SC 01,96.790833,43.541944,-96.790833
Saylorville Sand,93.762222,41.658333,-93.762222
Saxton Falls Sand & Gravel ,74.405555,40.058333,-74.405555
Sawyer Road Wash Plant,88.4402,43.0385,-88.4402
Sawyer Quarry,95.371666,34.013611,-95.371666
SAWYER,95.371667,34.013611,-95.371667
Sawtooth #1,113.74,41.916666,-113.74
Sawtooth # 3,113.885671,42.387859,-113.885671
Sawmill Run Preparation Plant,80.224444,38.903611,-80.224444
Sawmill Hollow #1,82.803056,36.969722,-82.803056
SAWGRASS QUARRY,80.428056,25.943056,-80.428056
Savona Gravel LLC,77.212605,42.269915,-77.212605
Savitski Bros Strip No 1,76.421111,40.798611,-76.421111
Saverton Plant #30 (CS30),91.245556,39.611389,-91.245556
"Savannah Sand Company, Inc.",81.481944,31.873333,-81.481944
Savannah Quarry,88.146666,35.248333,-88.146666
Savannah Gray Quarry,83.001065,33.958986,-83.001065
Savanna Quarry,90.092139,42.071539,-90.092139
Saval #4,115.763056,40.8325,-115.763056
Savage Stone,76.800555,39.153611,-76.800555
Savage Plant,93.352777,44.7825,-93.352777
Savage Mine,104.375,47.416389,-104.375
Savage Coal Terminal,110.77,39.533333,-110.77
Saunders Preparation Plant,81.666667,37.796111,-81.666667
Saturno,71.044444,43.028333,-71.044444
Sardine South Pit #5100,87.3775,31.150555,-87.3775
Saranac Lake Quarry ,74.131388,44.329444,-74.131388
Sarah,79.0875,40.212777,-79.0875
Sappington Mill,111.766666,45.796111,-111.766666
Sapphire Prep Plant,82.822222,37.203611,-82.822222
Santosh DBA CalPortland,122.851388,45.787222,-122.851388
Santo Quarry,99.467819,27.485297,-99.467819
Santee Rock Plant,117.021667,32.847778,-117.021667
Santan Pit,111.83,33.145,-111.83
Santa Rosa Mine,89.675277,30.4575,-89.675277
Santa Rita Plant,110.809776,31.834015,-110.809776
Santa Paula Materials,119.053056,34.363611,-119.053056
Santa Maria Stone/Colson Quarry,120.185847,34.938657,-120.185847
Santa Margarita Quarry,120.810278,35.861667,-120.810278
SANTA FE RIVER PIT,106.045277,35.635555,-106.045277
Santa Fe Aggregates Portable,120.4525,37.507222,-120.4525
Santa Cruz Sand Plant,122.083611,36.960277,-122.083611
Santa Ana,106.536389,35.315,-106.536389
Sansoucy Quarries Inc.,71.951388,41.805555,-71.951388
Sangerville Pit And Mill,69.391267,45.15689,-69.391267
Sangerville Pit and Mill,69.391267,45.15689,-69.391267
Sanger Plant,119.483056,36.727778,-119.483056
Sanford's Service Center Incorporated,154.958889,19.506944,-154.958889
Sanford Pit and Mill,70.762066,43.439615,-70.762066
Sandy Ridge Mill,86.431111,32.053433,-86.431111
Sandy Ridge Aggregate Plant #9,78.244444,40.857222,-78.244444
Sandy Prairie Portable Crusher Plant A,124.154444,40.584722,-124.154444
Sandy Plains,80.016111,39.990277,-80.016111
Sandy Flat Quarry,82.345733,35.008489,-82.345733
Sandy Cross Quarry,83.033889,34.043056,-83.033889
Sandwich Plant ,70.699444,41.965277,-70.699444
Sandusky Quarry,82.816111,41.341944,-82.816111
SANDT QUARRY,76.261944,41.668055,-76.261944
Sandstone Quarry,89.516111,44.714722,-89.516111
Sands Hill Strip #2,82.435556,39.115278,-82.435556
Sands Hill Strip,82.401667,39.116389,-82.401667
Sands Hill Dock,82.147222,38.842222,-82.147222
Sandlick No. 1 ,82.821389,37.143056,-82.821389
Sandlick Loadout,82.366111,37.646388,-82.366111
Sandhill Pit / Ridgeville Pit,80.432652,33.092647,-80.432652
Sandersville Plant,82.818789,32.966933,-82.818789
Sandersville Calcine Plant ,82.819913,32.966235,-82.819913
"Sanders County Dist 1, 2 & 3",114.584722,47.616111,-114.584722
SANDERS,77.741111,38.670555,-77.741111
Sandborn Gravel Pit,105.985277,39.143888,-105.985277
SANDBERG PLANT & PIT,102.563055,48.8775,-102.563055
SAND WASHING PLANT #1,92.073056,42.8475,-92.073056
Sand Valley Sand & Gravel Inc,87.591944,40.106666,-87.591944
Sand Tech,89.085833,44.358055,-89.085833
Sand Switch,85.92392,35.189823,-85.92392
"Sand Springs Sand & Gravel Co., Inc",96.282777,36.131388,-96.282777
Sand Road Gravel,86.799444,41.498611,-86.799444
Sand Products,85.203056,36.155278,-85.203056
Sand Processing Plant,89.687778,30.507778,-89.687778
Sand Pond Road Pit,70.624666,43.697945,-70.624666
Sand Plant Crusher,100.355,44.3675,-100.355
Sand Plant and Mine,83.278543,36.280326,-83.278543
Sand Plant #4,92.6725,43.057777,-92.6725
Sand Plant #1,82.07,38.019444,-82.07
Sand Plant,105.605277,36.456944,-105.605277
Sand Pit,114.3225,34.483888,-114.3225
Sand Pit,77.493888,35.278611,-77.493888
Sand Merchant,121.371111,37.906111,-121.371111
Sand Hills Plant,85.676944,30.430833,-85.676944
Sand Hill Pit,121.890555,48.118055,-121.890555
Sand Express,96.539693,29.706623,-96.539693
SAND CREEK PIT & PLANT,96.348888,41.1175,-96.348888
Sand and Gravel Crew Number One (1),92.223056,40.918611,-92.223056
Sand & Gravel Pit,113.5575,37.094167,-113.5575
Sand & Gravel Pit,69.969166,44.614722,-69.969166
SAND  PLANT,93.097777,41.878055,-93.097777
San Saba Pit,98.6675,31.292777,-98.6675
San Saba Pit,97.736666,30.321666,-97.736666
San Rafael Rock Quarry,122.453333,37.984166,-122.453333
San Pedro Rock Portable Plant #1,106.322777,35.210277,-106.322777
San Pedro Quarry,98.465555,29.620277,-98.465555
San Miguel Lignite Mine,98.466666,28.683333,-98.466666
SAN LORENZO SAND & GRAVEL COMPANY,65.974986,18.142369,-65.974986
"San Lorenzo Mine, Inc.",66.423601,18.343803,-66.423601
San Juan Plant,106.070555,36.052777,-106.070555
San Juan Mine 1,108.375,36.85,-108.375
San Jacinto River Materials Inc,95.439608,30.208888,-95.439608
San Francisco Marine Plant,122.377777,37.745555,-122.377777
San Felipe Stone Inc,97.718551,32.340379,-97.718551
San Emidio Plant,119.179444,35.042777,-119.179444
San Bernardino Plant,117.344444,34.136111,-117.344444
SAN AROYA PIT,105.782067,39.550051,-105.782067
San Andreas Plant,120.6825,38.179166,-120.6825
Sam's Excavating Unlimited,82.962222,39.713333,-82.962222
SAMPSON MINE II,78.538611,34.972777,-78.538611
Samples Mine Highwall Miner,81.850833,37.815,-81.850833
Samples Mine,81.475,38.058889,-81.475
Sample,82.261388,33.523888,-82.261388
Saluda River Plant,82.601388,34.829722,-82.601388
Salt Run Mine #1,80.308333,40.251389,-80.308333
Salt Flat,118.684167,39.473611,-118.684167
Salt Canyon,90.262778,38.681389,-90.262778
Salona Plant,77.468333,41.086666,-77.468333
Salmon River Rock Products,116.300833,45.761667,-116.300833
Salmon River Gold,116.121667,45.932222,-116.121667
Salls Portable Quarry Equip.,106.664444,35.194722,-106.664444
Salisbury Shop,80.516666,35.6275,-80.516666
SALISBURY PINK QUARRY,80.4125,35.636111,-80.4125
SALINAS AGGREGATES,66.245518,18.07848,-66.245518
Salida Plant,105.9875,38.536944,-105.9875
Salem Stone ,80.103888,36.037222,-80.103888
Salem Quarry,86.119722,38.6025,-86.119722
SALEM PIT,111.639768,40.038781,-111.639768
Salem Hill Bank,76.179166,40.6875,-76.179166
Salem #3,82.434444,37.588889,-82.434444
Salem #2,82.434444,37.588889,-82.434444
Salem #1,82.533611,37.553611,-82.533611
Saldana Portable Screen Plant,94.181944,45.711666,-94.181944
Salado Quarry San Saba,98.817296,31.13254,-98.817296
Salado Quarry Lometa,98.361944,31.243888,-98.361944
Salado Quarry,97.710782,30.883132,-97.710782
Sais Quarry,106.801388,34.651944,-106.801388
Saint-Gobain Proppants ,94.378618,35.428511,-94.378618
Saint-Gobain Proppants,92.516389,34.583889,-92.516389
Sahara Sand of Franklin,74.995168,39.686226,-74.995168
Sahara Sand of Eagleswood Inc,74.266873,39.687454,-74.266873
Sage Creek Mill,108.433888,44.845555,-108.433888
Sag Screener,147.778333,64.826666,-147.778333
Sadberry Mine,84.650277,30.4725,-84.650277
Sackos Pit,117.768662,44.832466,-117.768662
SABER MINE,82.33489,32.174886,-82.33489
Sabel Quarry,88.190555,43.989444,-88.190555
Sabattus Pit,70.101958,44.114326,-70.101958
S-8 Portable Screen Loader,120.660833,40.419722,-120.660833
S-7 Surface Mine,81.264444,37.596667,-81.264444
S-6 Little Creek,82.725,37.225,-82.725
S-5 Jones Fork,81.783889,37.241944,-81.783889
S-5 Aily Branch,81.791389,37.256389,-81.791389
S-4 Calloway North,82.176111,37.503056,-82.176111
S-18 Seng Branch,82.406389,37.740833,-82.406389
S-17 Cumberland,82.828889,37.047222,-82.828889
S-16 Gobblers Knob,83.200556,37.484722,-83.200556
S-14 Trace Fork,83.025,37.291667,-83.025
S-12 Calhoun,83.223056,37.585278,-83.223056
S11 Keystone Surface Mine,81.595833,38.248889,-81.595833
S-10,82.093888,37.505277,-82.093888
S-1 Hunts Branch,82.023611,37.243611,-82.023611
S.R.I. MARYSVILLE,121.451754,39.167318,-121.451754
S.D. Ireland Williston Quarry,73.132222,44.438055,-73.132222
S&S Quarry Crusher,135.396667,57.101667,-135.396667
S W Barrick & Sons ,77.319166,39.562222,-77.319166
S T Wooten Corp Wilson County Pits,78.036944,35.633888,-78.036944
S P No 1,100.355,44.3675,-100.355
S M Rinehimer,76.234658,41.069898,-76.234658
S M Lorusso Portable Division,71.358888,42.065277,-71.358888
S D I Quarry,80.444166,25.418611,-80.444166
S Bar S Quarry,122.7575,38.929722,-122.7575
S & S QUARRIES,91.841388,36.716111,-91.841388
S & S Aggregate Plant-14,82.349166,40.704722,-82.349166
S & S AGGREGATE PLANT #16,81.292778,41.213611,-81.292778
S & S Aggregate ,81.936944,39.873333,-81.936944
S & S AGGREGATE,82.856388,39.215833,-82.856388
S & O PIT,88.75,44.8475,-88.75
S & N Pit,113.169444,46.169722,-113.169444
S & M Gravel Pit,86.056666,43.031666,-86.056666
S & M Gravel Company Inc,86.056667,43.031667,-86.056667
S & L Materials Inc,81.021952,28.464741,-81.021952
S & H # 10,84.240278,36.202778,-84.240278
S & G Excavating Inc. South Pit,87.476328,39.394156,-87.476328
RYNBOLT QUARRY,76.339722,41.778611,-76.339722
RYE DREDGE & PLANT,95.447778,29.538056,-95.447778
Rye Creek Mine,114.171389,46.015278,-114.171389
RW-ROE-JAN,73.811944,42.035277,-73.811944
"RWR Crane Service, Inc.",73.29,40.868333,-73.29
RWC Material Site,98.810857,28.465548,-98.810857
RW-BILLINGS,73.756578,41.674056,-73.756578
Rutherford Quarry,86.530833,35.884166,-86.530833
Rustad's LLC Mobile 1,97.456111,46.259166,-97.456111
Russellville Quarry & Mill,86.871944,36.861944,-86.871944
Russell/Miller Portable No. 1,89.463611,41.78,-89.463611
Russell Stone Products,78.586666,40.9975,-78.586666
Russell County Quarry,82.159166,36.881944,-82.159166
Rushville Aggregates,76.038611,41.741388,-76.038611
Rush Valley Quarry Plant I,75.015,40.256666,-75.015
Rush River Pit,92.285,44.653055,-92.285
Rush County Stone,87.033611,40.869722,-87.033611
Rush Co. Stone,85.504444,39.496944,-85.504444
Rural Hill Sand & Gravel Corporation,76.201666,43.805555,-76.201666
Rural Hill Limestone Corp.,76.201557,43.805679,-76.201557
RUPPS GRAVEL PRODUCT,111.093611,39.321111,-111.093611
"Rupp Construction, Inc.",82.907222,40.417222,-82.907222
Rum Creek Preparation Plant,82.519167,38.363056,-82.519167
Ruleman's Sand & Gravel Plant #4,89.8475,35.548888,-89.8475
Ruleman's Sand & Gravel Inc,89.74735,35.509757,-89.74735
Rueggs Pit,87.717125,30.420144,-87.717125
Ruckers Quarry,89.205277,44.913333,-89.205277
Ruckers Quarry,89.204166,44.957222,-89.204166
Ruby Quarry,83.499822,32.928498,-83.499822
Ruby Mountain Sand and Gravel,115.623888,40.732222,-115.623888
Ruby Mountain,74.109167,43.719722,-74.109167
RUBY MINE,120.848611,39.509444,-120.848611
Ruby Hill Mine,116.135833,39.8775,-116.135833
Ruby Energy,82.203889,37.744167,-82.203889
Rt 3 Gravel Pit,71.574722,44.498611,-71.574722
Rt 12 Yard,71.775,42.392222,-71.775
RST EXCAVATION,107.290284,43.075968,-107.290284
RR Coal Inc,76.717778,40.566389,-76.717778
Roytown Deep Mine,79.139722,40.104444,-79.139722
ROY'S PIT,76.871944,42.175277,-76.871944
Royal Stone,77.646111,37.700555,-77.646111
Royal Pit,117.865277,45.208333,-117.865277
Royal Falcon Mine,89.155833,37.8875,-89.155833
Roy B. Richmond Inc.,71.542222,41.431388,-71.542222
Roy #2,78.482222,40.916666,-78.482222
Roy,122.500556,46.978611,-122.500556
Roxana Prep Plant,82.932778,37.111111,-82.932778
Rowe Quarry,88.701111,40.936111,-88.701111
Rowdy Gap Mine,83.237222,37.387778,-83.237222
ROUTT COUNTY PRIMARY CRUSHER,106.831111,40.485,-106.831111
ROUTT COUNTY CRUSHER,106.831111,40.485,-106.831111
"Route 82 Sand & Gravel, Inc.",73.7475,41.808888,-73.7475
Route 81 Shale Pit ,73.917457,42.369031,-73.917457
ROUTE 74 PLANT,72.270555,41.877222,-72.270555
Route 7 Pit,72.998888,43.386944,-72.998888
ROUTE 32 PLANT,72.298611,41.886666,-72.298611
Route 313 Pit,74.006111,40.714166,-74.006111
Route 22,73.580461,41.690679,-73.580461
Route 125 Pit,77.213611,42.248888,-77.213611
Roundbottom Powellton Deep Mine,81.552222,38.008333,-81.552222
Round Valley Rock,111.622778,41.053333,-111.622778
Round Prairie Wash Plant,123.343498,43.303824,-123.343498
Round Mountain Rock ,121.205277,40.2175,-121.205277
Round Lake Sand & Gravel,84.276138,42.013385,-84.276138
Round Knob,78.098056,40.1725,-78.098056
Rougemont Quarry,78.950468,36.225545,-78.950468
Roto Screen,71.992777,44.511666,-71.992777
Roth Quarry LLC,90.186944,37.851111,-90.186944
ROSWELL READY MIX PIT,104.541111,33.393611,-104.541111
Roswell Mine,82.907222,32.1575,-82.907222
Rossi Jig Plant ,116.943333,40.637222,-116.943333
Rossi Crusher,116.934166,40.642222,-116.934166
Rosser Sand Plant,96.610278,32.758333,-96.610278
ROSSER PIT & PLANT,96.376111,32.519722,-96.376111
Ross Pit,84.561389,39.399444,-84.561389
Ross Island Plant ,122.657383,45.493145,-122.657383
"Roskovensky Aggregates, LLC",87.405833,39.615,-87.405833
ROSICLARE QUARRY,88.486388,37.367222,-88.486388
Rosiclare Facility Hastie Mining,88.343333,37.428333,-88.343333
Rosevine Quarry,94.106028,31.529903,-94.106028
Rosemont Copper Project,110.700277,32.019722,-110.700277
Rosemary,117.146389,33.337778,-117.146389
Rosebud Mine&Crusher/Conveyor,106.64,45.875,-106.64
Rosebud County,106.917778,46.271944,-106.917778
Roseau County Pits,95.768356,48.849647,-95.768356
Rose Valley #587,80.898889,40.318889,-80.898889
Rose Mine,79.908333,39.8375,-79.908333
Rose France Mine,87.093611,37.266388,-87.093611
"Roscoe Rock and Sand, Inc. (Durand)",89.335725,42.467419,-89.335725
Roscoe Pit,89.006388,42.427777,-89.006388
Rosa Silt Bank,76.213888,40.816111,-76.213888
Rosa Mine,86.566111,33.961944,-86.566111
ROSA GRINDSTONE CANYON,112.333611,35.011388,-112.333611
Roosevelt Quarry,99.380556,34.962222,-99.380556
ROOSEVELT AVENUE QUARRY,76.751388,39.969444,-76.751388
Roods Creek Quarry,75.343055,42.03,-75.343055
Ronald Sand & Gravel,120.605,47.008888,-120.605
Romig & Luikart L & M Mineral Co.,81.375277,40.408055,-81.375277
Romesburg Quarry,79.087222,39.898056,-79.087222
Romeo Quarry,88.080277,41.640277,-88.080277
Rome Sand Plant,91.689167,41.001667,-91.689167
Rollo Pit,83.98411,32.637776,-83.98411
Rolling S Augering Mine No. 1,81.628056,37.612778,-81.628056
ROLLING ROCK PIT,75.672778,40.413889,-75.672778
Rolland Pit,84.700248,43.604858,-84.700248
"ROHRERS QUARRY, INC.",77.194525,41.203322,-77.194525
Rogers Quarter Pit,77.229019,36.512071,-77.229019
ROGER D. STEVENS CONTRACTOR INC.,99.901944,31.968611,-99.901944
ROEDER PIT,101.001944,47.551388,-101.001944
Roeder et all ,112.484167,35.224722,-112.484167
Rodriguez Pit,107.153055,32.665277,-107.153055
"Rodriguez Aggregates, corp.",67.159444,18.081111,-67.159444
Rodino Breaker,76.020278,40.858889,-76.020278
Rodgers,80.083611,41.005555,-80.083611
Rodamer Quarry,79.164722,39.749722,-79.164722
Rocky-Top,85.554722,42.717777,-85.554722
Rockydale-Flat Rock Quarry,78.713611,38.721388,-78.713611
Rockydale-Broadway Quarry,78.871944,38.613611,-78.871944
Rockydale Starkey Lime Plant,79.996447,37.201765,-79.996447
Rockydale Quarries Corp,79.955555,37.214722,-79.955555
Rockydale Off-Site Crushing,78.463333,38.1125,-78.463333
Rocky Trax Crusher ,72.531944,42.789166,-72.531944
Rocky Road Quarry ,105.1975,40.437222,-105.1975
Rocky Road,105.223888,35.593888,-105.223888
Rocky Ridge Stone Co. LLC,85.026944,35.948888,-85.026944
Rocky Ridge Plant,77.328333,39.601944,-77.328333
Rocky Reach,120.282778,47.532222,-120.282778
Rocky Point Materials,91.605047,35.659279,-91.605047
Rocky Point,79.610833,37.583055,-79.610833
Rocky Mountain Quartzite Quarry,113.858056,42.115556,-113.858056
Rocky Mountain Plants,121.781666,42.225,-121.781666
ROCKY MOUNTAIN MINE,106.070555,36.052777,-106.070555
"Rocky Mountain Coal Company, LLC",109.188055,41.701944,-109.188055
ROCKY MOUNT QUARRY,77.745277,35.972777,-77.745277
Rocky Gap Plant,81.064444,37.269166,-81.064444
Rocky Forrest,76.247777,41.585,-76.247777
ROCKY CREEK MINE AND MILL,85.172368,30.653796,-85.172368
Rocky Canyon Plant,120.611108,35.472085,-120.611108
Rockwood Plant,83.234722,42.070833,-83.234722
Rockwood Mine,87.728611,34.507778,-87.728611
Rockville Plant ,77.662777,37.694722,-77.662777
Rockville Pit,111.093611,39.321111,-111.093611
ROCKVILLE CRUSHED STONE ,77.152777,39.083888,-77.152777
ROCKVILLE #2 QUARRY,94.335039,45.470258,-94.335039
ROCKVILLE #1 QUARRY,94.33642,45.47286,-94.33642
Rockton/Shaffer Mine,78.659167,41.082222,-78.659167
Rockton Rock Quarry,89.079444,42.422777,-89.079444
Rocks Road Pit,119.1325,38.939444,-119.1325
Rockridge Center,94.540833,38.958333,-94.540833
Rockport Quarry LLC,121.574722,48.493056,-121.574722
Rockport Plant ,87.048464,37.886938,-87.048464
Rockpit,97.489166,29.626666,-97.489166
Rocklick Preparation Plant,81.630556,37.841389,-81.630556
ROCKLAND MINE,111.093731,39.32098,-111.093731
ROCKINGHAM QUARRY,79.8325,34.9275,-79.8325
Rockin E,94.618611,35.800278,-94.618611
"Rockin B Sand and Gravel, LLC",98.440556,36.405278,-98.440556
ROCKHOUSE QUARRY,112.376388,34.981388,-112.376388
Rockhouse Mine,81.970833,37.333611,-81.970833
Rockhoma 1,94.921666,35.255555,-94.921666
Rockhampton #3,83.5775,36.803611,-83.5775
Rockford Quarry,88.998611,42.2025,-88.998611
Rockfield Plant,119.735278,36.930833,-119.735278
ROCKCASTLE COUNTY QUARRY,84.383611,37.32,-84.383611
Rockcamp Impoundments 1 & 2,81.018611,38.262222,-81.018611
Rockbridge Stone #2,79.56626,38.435282,-79.56626
Rock&Roll Mining,143.961111,62.706944,-143.961111
Rock Valley Community Pit,116.466666,36.532777,-116.466666
ROCK SPRINGS MINE,85.550278,38.328889,-85.550278
Rock Solid Stone Quarry,97.766944,30.891388,-97.766944
Rock Solid Sand & Gravel LLC,119.428333,45.804722,-119.428333
"Rock Solid Rock, LLC",80.821111,28.4675,-80.821111
Rock Separator,89.244166,45.917222,-89.244166
Rock River Ready Mix Inc-S & G Div ,89.78216,41.738563,-89.78216
Rock Ridge Resources,95.951666,46.789722,-95.951666
Rock Ridge Quarry,109.156111,46.248333,-109.156111
Rock Ridge Quarries,112.572188,34.995955,-112.572188
Rock Ridge,113.881944,42.243333,-113.881944
Rock Quarry II,98.362013,31.244016,-98.362013
Rock Quarry,122.682222,46.330278,-122.682222
Rock Quarry,101.559722,29.808611,-101.559722
Rock Quarry,97.799796,30.540298,-97.799796
ROCK PRODUCTS QUARRY,86.384166,33.163333,-86.384166
Rock Plant Number 1,91.769162,43.295396,-91.769162
Rock Plant,122.475277,48.165833,-122.475277
Rock Pit,116.033055,48.092222,-116.033055
ROCK OF AGES LITE SIDE,72.491389,44.156667,-72.491389
ROCK OF AGES DARK SIDE,72.491388,44.156666,-72.491388
Rock N Road Quarry,121.215486,44.578279,-121.215486
Rock Island Plant,120.1375,47.372222,-120.1375
Rock Hill ,80.999166,34.894444,-80.999166
Rock Garden,113.881944,42.243333,-113.881944
Rock Dimension Pit,106.130278,31.682778,-106.130278
Rock Crusher,118.709948,44.463214,-118.709948
Rock Crusher,91.14124,43.051651,-91.14124
Rock Creek Stone Quarry,85.035277,40.728611,-85.035277
Rock Creek Stone LLC,96.171389,38.26,-96.171389
Rock Camp Surface No. 1,80.915556,38.282778,-80.915556
Rock Bottom Quarry,70.466106,44.153964,-70.466106
Rock Bottom Inc.,84.943611,41.581388,-84.943611
Rock Bottom #1,108.705,45.697222,-108.705
Rock Alaska LLC,149.493093,61.408823,-149.493093
Rock & Rip Rap,96.468333,47.093056,-96.468333
Rochford Pit ,92.61554,45.352909,-92.61554
"ROCHESTER, NH PLANT",70.955277,43.233055,-70.955277
Rochester Sand & Gravel,89.508611,39.784722,-89.508611
Rochester Mine,118.473611,40.179444,-118.473611
Rochester Mills Strip Mine,79.012778,40.765833,-79.012778
Robotrac Portable Screen,68.689167,44.913056,-68.689167
Robison Mine & Mill,88.127222,34.0375,-88.127222
Robinson Run No 95,80.3625,39.402778,-80.3625
Robinson Pit,74.3175,44.868333,-74.3175
Robinson Operation,114.987222,39.266389,-114.987222
Robinson Gravel Pit / Ophir Rd. Quarry,121.104357,39.011927,-121.104357
Robinson Concrete Inc.,76.498611,42.954722,-76.498611
Robinson Brick Mine No.1,94.623611,35.053611,-94.623611
ROBINSON,94.849695,37.002102,-94.849695
Robins Shop,91.658144,42.075098,-91.658144
Robins Portable,106.008633,37.079179,-106.008633
Robindale Energy - Renton,79.722777,40.505277,-79.722777
Robindale Energy - Mine 33,78.696944,40.471388,-78.696944
Robindale Energy - Armagh,79.0125,40.422778,-79.0125
Robin Blue Quarries,82.818586,34.181413,-82.818586
Roberts' Stone     Joseph L Roberts,75.854091,42.016722,-75.854091
Roberts Quarry,95.044444,35.798888,-95.044444
Roberts Bros. Broadway Pit,85.690277,41.9325,-85.690277
Robert Medina & Sons Taos  Pit II,105.573056,36.407222,-105.573056
Robert Medina & Sons Costilla Pit,105.422959,37.202716,-105.422959
Robert L. Weaver,76.152778,43.356389,-76.152778
Robert E Hove Pit,115.983889,34.136389,-115.983889
Robert Cook,147.353333,64.768888,-147.353333
Roberson ,92.428267,44.285164,-92.428267
Robena Surface Mine,79.964444,39.836111,-79.964444
Robena Surface Mine,79.964444,39.836111,-79.964444
Robena Preparation Plant,79.922778,39.787778,-79.922778
Robbins Quarry,89.362777,41.715277,-89.362777
Rob Fork Processing,82.536944,37.345833,-82.536944
Roaster Operations,116.103889,40.713889,-116.103889
Roaring Spring Quarry & Mill,78.404166,40.346111,-78.404166
Roaring Fork No 4,82.376667,37.013611,-82.376667
Roaring Creek Preparation Plant,80.065,38.918055,-80.065
Roaring Creek Mine,80.065,38.918055,-80.065
Roanoke Sand & Gravel Corporation,72.9425,40.891944,-72.9425
Roanoke Pit,80.098888,37.310277,-80.098888
ROANOKE CEMENT COMPANY,79.989444,37.461667,-79.989444
Roane County Quarry,84.500535,35.941234,-84.500535
Roan Valley Plant,81.847775,36.476114,-81.847775
Roads Extec,124.102777,40.483611,-124.102777
Roadrunner-1,93.949532,45.229101,-93.949532
ROADRUNNER SCREEN (M70601),70.476388,43.684166,-70.476388
Roadrunner Portable Screen,73.063499,43.783429,-73.063499
Roadfork Loadout,81.482778,37.270278,-81.482778
Road Runner 5x15 Screen,72.642222,44.185833,-72.642222
Road Runner 3,72.642222,44.185833,-72.642222
Road Runner,93.426342,45.832183,-93.426342
Road Fork #51 Mine,81.569167,37.575556,-81.569167
Road Dept,105.528889,45.473333,-105.528889
Roach Plant,82.2369,38.3542,-82.2369
RMS #6,76.3152,42.510786,-76.3152
RMP Pleasant Valley Pit,116.233611,43.53,-116.233611
"RLF Salado Quarries, LLC",97.698995,30.878371,-97.698995
"RLF Pawnee Properties, LLC",89.517777,39.587222,-89.517777
RJF Morin Brick LLC,70.267778,44.016944,-70.267778
RJ Gravel,66.154167,18.350556,-66.154167
Rivington Gravel Pit,75.556666,42.847777,-75.556666
Riverway Terminals,82.578055,38.321666,-82.578055
Riverton Sand & Gravel ,75.158628,40.788427,-75.158628
RIVERTON PIT,73.040555,41.974444,-73.040555
Riverton Auger,81.681389,37.730556,-81.681389
Riverstone Quarry/Dawson Plant,91.831944,37.964166,-91.831944
Riverstone Quarry Inc,91.831944,37.964166,-91.831944
RIVERSTONE PERMANENT WASH PLANT,90.364444,41.598888,-90.364444
Riverstone,90.153056,30.847222,-90.153056
Riverside Stone Mine,86.382778,38.113056,-86.382778
Riverside Stone Mine,86.382777,38.113055,-86.382777
RIVERSIDE SAND PIT,77.819967,34.800636,-77.819967
Riverside Sand and Gravel,94.513281,37.084227,-94.513281
RIVERSIDE PIT & PLANT,86.245607,33.589938,-86.245607
Riverside Operation,117.396111,34.016944,-117.396111
Riverside Gravel & Trucking,109.318333,45.645555,-109.318333
RIVERSIDE DRIVE QUARRY,83.901206,35.965127,-83.901206
Riverside Dredge & Plant #11,94.611944,39.163056,-94.611944
Riverside Contracting Inc,114.081666,46.924166,-114.081666
Riverside,117.353333,33.987777,-117.353333
Riverside,89.494444,40.528611,-89.494444
