CURRENT_MINE_NAME,CURRENT_MINE_STATUS,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_NAME,PRIMARY_SIC,latitude,longitude
Albert Hill,Abandoned,Valley Improvement Association,South Valley Development Corp,Construction Sand and Gravel,34.715833,-106.696667
J A Gamboa Materials,Intermittent,Jose A.  Gamboa,J A Gamboa Trucking & Materials Inc.,Construction Sand and Gravel,32.164444,-106.696666
ARM Mesquite Pit,Abandoned,Charles  Johnson; Armando  Reyna,American Redi Mix LLC,Construction Sand and Gravel,32.164444,-106.696666
Screen 1,Abandoned,Benjamin A  Barnum,Barnum Construction Services LLC,Construction Sand and Gravel,44.340277,-106.696111
Vallejos Mine,Active,Raymond  Gutierrez,Ray'S Sand & Gravel,Construction Sand and Gravel,34.969217,-106.695859
Mowitz Pit ,Intermittent,Nebco Inc,Overland Sand & Gravel Company,Construction Sand and Gravel,52.129249,-106.687264
Forsyth Sand & Gravel,Temporarily Idled,Bonnie  Prince; John  Prince,Prince Inc,Construction Sand and Gravel,46.266389,-106.677778
Los Padillas Pit,Intermittent,Anthony  Villegas,"Coyote Gravel Products, Inc.","Sand, Industrial NEC",34.785,-106.676389
Double Eagle Sand & Gravel LLC,Abandoned,Mark R  Villegas; Aracely B  Villegas,Double Eagle Sand & Gravel  LLC,Construction Sand and Gravel,34.785,-106.676388
Cordova Pit,Active,Danny V  Maestas,Maestas Sand & Gravel,Construction Sand and Gravel,34.796667,-106.672778
School Creek ,Abandoned,Peabody Energy,Peabody School Creek Mining LLC,Coal (Bituminous),43.833333,-106.666666
Portable Crushing Plant #3,Abandoned,Henry  Southway Jr,Southway Construction Company Inc,Construction Sand and Gravel,35.194722,-106.664444
Salls Portable Quarry Equip.,Active,Fred H  Salls,Salls Brothers Construction,"Crushed, Broken Stone NEC",35.194722,-106.664444
VADO QUARRY,Active,Cemex S A,CEMEX Construction Materials South LLC,"Crushed, Broken Limestone NEC",32.158888,-106.658333
Chieftain Screen,Abandoned,Robert L  Clover,Hard Rock Ent LLC,Construction Sand and Gravel,35.015833,-106.655555
Cone Crusher,Abandoned,Robert L  Clover,Hard Rock Ent LLC,Construction Sand and Gravel,35.015833,-106.655555
Pugmill- New C6,Abandoned,Bonnie  Prince; John  Prince,Prince Inc,Construction Sand and Gravel,46.268889,-106.655
Casados Pit,Intermittent,Russell P  Casados,Russell Sand & Gravel Company Inc,Construction Sand and Gravel,36.689444,-106.652778
Screening & Wash Plant,Active,Henry  Southway Jr,Southway Construction Co Inc,Construction Sand and Gravel,35.085,-106.646944
Mountain States Crusher GCP 3164,Intermittent,David  Otoski; Karen  Pace,Mountain States Constructors Inc,"Crushed, Broken Stone NEC",32.135556,-106.643611
Mountain States Crusher #1830,Active,David  Otoski; Karen  Pace,Mountain States Constructors Inc,Construction Sand and Gravel,35.133889,-106.640833
Rosebud #6,Abandoned and Sealed,Montana Power Company,Western Energy Company,Coal (Lignite),45.875,-106.64
Rosebud Mine&Crusher/Conveyor,Active,Westmoreland Coal Company,Western Energy Company,Coal (Bituminous),45.875,-106.64
Portable Crusher #1,Temporarily Idled,Russell P  Casados,Russell Sand & Gravel Company Inc,Construction Sand and Gravel,32.2025,-106.638055
Belzer Pit,Intermittent,Steve  Fossum; Scott  Fossum; Carol  Fossum,Fossum Ready Mix,Construction Sand and Gravel,48.196944,-106.636667
Dominquez Pit,Intermittent,Harold  Dominguez; Wayne  Dominguez,Punch LLC,Construction Sand and Gravel,35.29725,-106.635106
Portable Plant #2,Temporarily Idled,Russell P  Casados,"Russell Sand & Gravel Co., Inc.","Sand, Industrial NEC",32.206667,-106.631667
Berino Sand Pit,Active,Richard  Backer,Del Norte Masonry Products,Construction Sand and Gravel,32.068055,-106.626388
Big Sky,Abandoned,Peabody Energy,Big Sky Coal Company,Coal (Bituminous),45.854444,-106.616666
ANTHONY SAND & GRAVEL,Intermittent,Nick  Holquin Jr,Anthony Sand & Gravel,Construction Sand and Gravel,32.039166,-106.613888
Bucknum Plant,Abandoned,Robert  Nolind,"US Bentonite Processing, Inc",Bentonite,43.020833,-106.613055
Del Norte Masonry Products,Active,Richard  Backer,Del Norte Masonry Products,Pumice,32.064166,-106.613055
Shakespeare Pit,Temporarily Idled,Vulcan Materials Company,CalMat Co,Construction Sand and Gravel,35.145,-106.605556
White Mesa,Active,Eagle Materials Inc,American Gypsum Company LLC,Gypsum,35.170833,-106.595833
Vado Quarry,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,Construction Sand and Gravel,32.140833,-106.594722
Vado Sand Pit,Temporarily Idled,Maira F  Gutierrez,JMC Sand & Gravel Inc.,Construction Sand and Gravel,32.140833,-106.594722
Organ Quarry,Active,Alan R  Gadberry; Mike C  Donegan,Toro Rock Products,"Crushed, Broken Stone NEC",32.447777,-106.587777
Arriba Concrete,Temporarily Idled,Randell F  Pettingill,"Arriba Concrete & Construction, Inc.",Construction Sand and Gravel,36.886944,-106.582222
Castillo Pit,Active,Francis L  Castillo,Castillo Ready Mix Inc,Construction Sand and Gravel,34.551666,-106.581944
West Quarry,Intermittent,Cemex S A,"CEMEX Construction Materials South, LLC","Crushed, Broken Stone NEC",31.965,-106.580833
Avispa Canyon Quarry,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,"Crushed, Broken Stone NEC",31.8635,-106.576629
EAGLE MINE,Abandoned,George F  Cudahy,American Eagle Brick Company,Common Clays NEC,31.793889,-106.576111
Portable #1,Abandoned,Chris  Brosious,H & H Brosious LLC,Construction Sand and Gravel,35.3,-106.551111
Shoshone No 1 Mine,Abandoned and Sealed,Rag Aktiengesellschaft,RAG Shoshone Coal Corp,Coal (Bituminous),41.9464,-106.551
PLACITAS,Active,Vulcan Materials Company,CalMat Co,Construction Sand and Gravel,35.284722,-106.550833
Seminoe II Mine,NonProducing,Arch Coal Inc,Arch Of Wyoming LLC,Coal (Bituminous),41.933333,-106.55
Medicine Bow Mine,Abandoned,Arch Coal Inc,Arch Of Wyoming LLC,Coal (Bituminous),41.902777,-106.55
Rosebud Coal Sales Company,Abandoned and Sealed,Kiewit Peter Sons' Inc,Rosebud Coal Sales Company,Coal (Bituminous),41.9,-106.55
Seminoe I,Abandoned and Sealed,Ashland Inc,Arch Mineral Corp,Coal (Bituminous),41.9,-106.55
Mine 13 (Section 13),Abandoned,Andryck A  Patterson; Eva A  Patterson,RockMart Inc.,"Crushed, Broken Limestone NEC",31.869722,-106.549166
Santa Ana,Temporarily Idled,Vulcan Materials Company,CalMat Co,Cement,35.315,-106.536389
TORO QUARRY,Abandoned,Cemex S A,CEMEX Construction Materials South LLC,"Crushed, Broken Limestone NEC",31.7775,-106.519444
Torrance Quarry,Active,Eucon Corp,Mainline Rock and Ballast Inc,"Crushed, Broken Stone NEC",31.753889,-106.511667
Casino Mine,Intermittent,Ted  Martinez,Bar J Sand & Gravel,Gypsum,35.405,-106.475555
MC KELLIGON CANYON,Active,Cemex S A,CEMEX Construction Materials South LLC,"Crushed, Broken Limestone NEC",31.816666,-106.469722
Mobile Crusher #1,Abandoned,Cemex S A,CEMEX Construction Materials South LLC,Construction Sand and Gravel,31.816666,-106.469722
Eldorado Plant,Abandoned,Leslie  Steed,R S Supply Incorporated,"Crushed, Broken Limestone NEC",31.730555,-106.459722
Oftedal Crusher #1,Intermittent,EH Oftedal & Sons Inc,Oftedal Construction Inc,Construction Sand and Gravel,42.879444,-106.454722
Lucky#8 Quarry LLC.,Abandoned,Daniel Romualdo  Soto,DrsRockMaterials LLC.,Dimension Limestone,31.849166,-106.4525
Portable Crusher #3,Active,Doug  Walterscheid,J Lee Milligan Inc,"Crushed, Broken Stone NEC",31.861388,-106.448055
Muddy Creek Mine,Abandoned,James H  Crossingham,Ararat Rock of Wyoming,Construction Sand and Gravel,43.692778,-106.439444
Elk Mountain Mine,NonProducing,Arch Coal Inc,Arch of Wyoming LLC,Coal (Bituminous),41.745,-106.439444
Kolberg Portable Screen,Intermittent,Steve  Loftin,71 Construction,Construction Sand and Gravel,42.867078,-106.429048
Hitt Canyon Quarry Mine,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,"Crushed, Broken Limestone NEC",31.986944,-106.423611
Alcon Sand & Gravel,Abandoned,Clyde  Alcon,Alcon Sand & Gravel,"Sand, Industrial NEC",31.6575,-106.4125
Victorio Sand Pit,Active,Sam  Mendoza,Victorio Trail Sand Products,Construction Sand and Gravel,31.986944,-106.408889
McCombs Quarry,Active,Cemex S A,CEMEX Construction Materials South LLC,Construction Sand and Gravel,31.986944,-106.408888
Crusher #3,Intermittent,Ron  McMurry,McMurry Ready Mix Co.,Construction Sand and Gravel,42.865833,-106.404167
Crusher #5,Abandoned,Ron  McMurry,McMurry Ready Mix Co.,Construction Sand and Gravel,42.865833,-106.404166
Crusher #8,Abandoned,Ron  McMurry,McMurry Ready Mix Co.,Construction Sand and Gravel,42.865833,-106.404166
Agnate Mine,Abandoned,Norwest Mine Services LTD,Agnate LLC,Coal (Bituminous),42,-106.4
Abiquiu Sand & Gravel Company,Abandoned,Bob A  Trujillo,Abiquiu Sand & Gravel Company,Construction Sand and Gravel,36.368611,-106.393611
Tijeras Pit,Intermittent,Matt J  Armenta,Armenta Trucking,Construction Sand and Gravel,35.085,-106.386388
Tijeras Plant & Quarry,Active,Grupo Cementos de Chihuahua SA de CV,"GCC Rio Grande, Inc.",Cement,35.073056,-106.386111
Brie Mine,Intermittent,Brad  Knickel; Michael  Farmar,"MIOCENE, LLC","Sand, Common",34.676389,-106.381667
Mills Plant,Active,Thomas A  Thorson,Black Hills Bentonite LLC,Bentonite,42.849444,-106.375556
PORTABLE SCREENING PLANT,Abandoned,Arthur D  Boatright II,Mobile Concrete Inc,Construction Sand and Gravel,42.847778,-106.375556
Fold & Go Screen,Intermittent,Arthur D  Boatright II,Mobile Concrete Inc,Construction Sand and Gravel,42.847778,-106.375556
JCI K200-6203CC,Active,Arthur D  Boatright II,"Mobile Concrete, Inc.",Construction Sand and Gravel,42.847778,-106.375556
H T PLANT,Active,Thomas A  Thorson,Black Hills Bentonite-A Limited Liability Co,Bentonite,42.849444,-106.375555
Cedarapids Screen,Intermittent,Arthur D  Boatright II,Mobile Concrete Inc,Construction Sand and Gravel,42.847777,-106.375555
EL JAY,Abandoned,Arthur D  Boatright II,Mobile Concrete Inc,Construction Sand and Gravel,42.844722,-106.372222
CASPER MILL,Active,Thomas A  Thorson,Black Hills Bentonite-A Limited Liability Co,Bentonite,42.848333,-106.362778
TENSLEEP MINE,Active,Thomas A  Thorson,Black Hills Bentonite-A Limited Liability Co,Bentonite,42.848333,-106.362777
OSHOTO MINE,Active,Thomas A  Thorson,Black Hills Bentonite-A Limited Liability Co,Bentonite,42.848333,-106.362777
Pioneer 3042 Jaw Crusher,Intermittent,Vincent Paul  Moltz,ACA Products Inc,Construction Sand and Gravel,39.200277,-106.361666
Dyer Sand Pit,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,Construction Sand and Gravel,31.956389,-106.360278
Crusher #6,Intermittent,Ron  McMurry,McMurry Ready Mix ,"Crushed, Broken Limestone NEC",43.14,-106.36
Power Screen,Intermittent,Steve  Loftin,71 Construction,Construction Sand and Gravel,42.870265,-106.357514
Desert Rock Allamore Crusher,Intermittent,Gilbert L  Sanchez,Desert Rock Company,Construction Sand and Gravel,31.702386,-106.354011
Recycle,Abandoned,Caleb  Coleman,Wyoming Crushing Inc,Construction Sand and Gravel,42.892222,-106.346944
Leadville Mill,Temporarily Idled,SNH Investments LLC; Denver Equity Corp,Union Milling Company,Gold Ore,39.205702,-106.344635
WEST TENNESSEE PIT,Active,Daryl R  Webster; Lydia  Webster,"Webster Sand & Gravel, LLC",Construction Sand and Gravel,39.348333,-106.339166
1,Abandoned,Russell D  Montoya,R Montoya,Construction Sand and Gravel,35.570833,-106.338055
PENA BLANCA PIT,Abandoned,Alfonso R  Ulibarri,Ulibarri Landscaping Material Inc,Construction Sand and Gravel,35.572222,-106.336944
Clint Sand Pit,Intermittent,Gilbert L  Sanchez,Desert Rock Company,Construction Sand and Gravel,31.709444,-106.334722
Dixon's Pit #1,Abandoned,Martin E  Urban,Urban Trucking & Excavation LLC,Pumice,35.633333,-106.331388
Section 14,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,Construction Sand and Gravel,31.749215,-106.330699
SANTO DOMINGO PUEBLO MINE,Abandoned,Vulcan Materials Company,CalMat Co,Construction Sand and Gravel,35.503056,-106.328611
HP300 / Fabtec 6x20 Portable Wash Plant ,Intermittent,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,40.056944,-106.326667
Metso LT106 Track Mounted Jaw Crusher,Intermittent,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,40.056944,-106.326667
Ullery Pit,Intermittent,James W  Ullery,Sussex Sand & Gravel,Construction Sand and Gravel,43.716115,-106.325179
Portable Crushing Plant #6,Intermittent,Henry  Southway Jr,Southway Construction Company Inc,Construction Sand and Gravel,35.594444,-106.322778
San Pedro Rock Portable Plant #1,Intermittent,Paul  Parker,San Pedro Sand and Gravel,Construction Sand and Gravel,35.210277,-106.322777
Climax Mine,Active,Freeport-McMoRan Copper & Gold Inc,Climax Molybdenum Company,Molybdenum Ore,39.338888,-106.316111
Crusher #2,Intermittent,Ron  McMurry,McMurry Ready Mix,Construction Sand and Gravel,42.866389,-106.313056
Crusher #7,Intermittent,Ron  McMurry,McMurry Ready Mix,"Crushed, Broken Limestone NEC",42.866389,-106.313056
Crusher #1,Abandoned,Ron  McMurry,McMurry Ready Mix Co.,"Crushed, Broken Stone NEC",42.866666,-106.313055
Crusher #4,Intermittent,Ron  McMurry,McMurry Ready Mix,Construction Sand and Gravel,42.866666,-106.313055
Monarch Quarry ,Intermittent,United States Lime & Minerals Inc,Colorado Lime Company,"Crushed, Broken Limestone NEC",38.543889,-106.310833
Robert Lopez Excavation,Abandoned,Robert A  Lopez,Robert Lopez Excavation,Dimension Stone NEC,31.612777,-106.305555
PORTABLE WASH PLANT II,Abandoned,Vincent Paul  Moltz,Aca Products Inc,Construction Sand and Gravel,39.250833,-106.2925
Lake County Crusher ,Intermittent,Lake County-CO,Lake County,Construction Sand and Gravel,39.254722,-106.288333
Jackson County Screen #45,Temporarily Idled,Jackson County-CO,Jackson County Road and Bridge ,Construction Sand and Gravel,40.735278,-106.285556
Horizon Mine,Intermittent,Jim  Mc Nutt,McNutt Construction,Construction Sand and Gravel,31.747778,-106.285278
Casper Pit,Active,MDU Resources Group Inc, Knife River Casper,Construction Sand and Gravel,42.861111,-106.280833
Crusher No. 1,Abandoned,Michael  Odegard,Odegard LLC,Construction Sand and Gravel,44.715833,-106.280555
Yellow Stone Mine,Abandoned,Gerardo  Velasquez,Best Rock,"Crushed, Broken Limestone NEC",31.785,-106.28
Stone Del Milagro,Active,Liborio  Garcia; Sergio  Mata,"Rockwall Material Center, LLC.",Dimension Limestone,31.639444,-106.275833
Aran Pit,Abandoned,Jose A.  Gamboa,"J.A. Gamboa Trucking & Materials, Inc.",Construction Sand and Gravel,31.639444,-106.275833
Flores Quarry,Abandoned,Jose A.  Gamboa,J.A. Gamboa Trucking & Materials Inc.,"Sand, Common",31.639444,-106.275833
Nordberg Crusher No. 1,Temporarily Idled,Stanley P  Jobe; Irene  Epperson,"Jobe Materials, L.P.",Construction Sand and Gravel,31.706944,-106.273056
Climax Ten Mile Tunnel,Abandoned,Freeport-McMoRan Copper & Gold Inc,Climax Molybdenum Company,Molybdenum Ore,39.299722,-106.26
EAST LOOP 375 SAND PLT,Active,Cemex S A,Cemex Construction Materials South LLC,Construction Sand and Gravel,31.749166,-106.250555
Soto's  Rock ,Active,Romualdo  Soto Jr; Jose  Cruz Soto,Soto's  Rock ,Dimension Stone NEC,31.72079,-106.241731
El Mezquital Trucking and Rock LLC,Active,Felipe  Dominguez,El Mezquital Trucking and Rock,Dimension Stone NEC,31.720833,-106.241667
B & F Rock,Abandoned,Baltazar  Higareda; Felipe  Dominguez,B & F Rock,Dimension Stone NEC,31.720833,-106.241666
Cero del Milagro Leah,Abandoned,Francisco  Dominguez,Francisco Dominguez,Dimension Stone NEC,31.720833,-106.241666
DJ sand & gravel,Intermittent,Dustin James  Pettingill; David Ross  Pettingill Jr,DJ sand & gravel INC.,Construction Sand and Gravel,34.520278,-106.241111
Portable Crushing Plant #4,Intermittent,Henry  Southway Jr,Southway Construction Company Inc,Construction Sand and Gravel,36.412777,-106.228611
Marr Strip,Abandoned,Energy Fuels Coal Resources Ltd,Kerr Coal Corp,Coal (Bituminous),40.7753,-106.226
Canadian Strip,Abandoned,Kn Energy Inc,Wyoming Fuel Company,Coal (Bituminous),40.7708,-106.222
Kerr Tipple,Abandoned,Energy Fuels Coal Resources Ltd,Kerr Coal Corp,Coal (Bituminous),40.770833,-106.221944
Bourg,Abandoned,Flatiron Companies,Walden Coal Company,Coal (Bituminous),40.766667,-106.216667
Antonito Plant (Bag Plant),Active,Ronald D  Bjustrom; Dan  Marion,Colorado Lava Inc,"Crushed, Broken Stone NEC",37.06685,-106.205148
Climax Underground,Abandoned,Freeport-McMoRan Copper & Gold Inc,Climax Molybdenum Company,Molybdenum Ore,39.3875,-106.191388
Red Sands Quarry,Abandoned,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,"Crushed, Broken Stone NEC",31.759166,-106.185555
Texas Concrete Redi Mix Inc.,Abandoned,Sergio  Hinojos,Texas Concrete Redi Mix Inc.,"Crushed, Broken Stone NEC",31.628888,-106.176666
Portable Crusher,Abandoned,Valley Improvement Association,South Valley Development,"Crushed, Broken Limestone NEC",35.055,-106.175555
Trini Fine Materials,Active,Jose  Garcia,El Paso Star Ready Mix Inc,"Sand, Industrial NEC",31.639167,-106.168889
Purple Mountain Sand Co.,Abandoned,Humberto  Fraire,JRB Materials & Construction Inc,"Crushed, Broken Sandstone",31.608611,-106.168055
Enriquez Materials,Abandoned,Jorge  Enriquez,J & L Materials,Dimension Stone NEC,31.682778,-106.164444
Lupe Mining,Abandoned,Guadalupe  Higareda,Lupe Mining,Dimension Stone NEC,31.837222,-106.152222
Cornerstone,Abandoned,Antonio  Almaguer,Cornerstone Quarry Company,"Crushed, Broken Stone NEC",31.708055,-106.147777
Portable Crushing Plant,Intermittent,Vincent Paul  Moltz,Aca Products Inc,Construction Sand and Gravel,38.825278,-106.146389
Portable Wash Plant,Intermittent,Vincent Paul  Moltz,Aca Products Inc,Construction Sand and Gravel,38.825278,-106.146389
Aggregate Prep Plant,Intermittent,Vincent Paul  Moltz,ACA Products Inc,Construction Sand and Gravel,38.825277,-106.146388
U752 Mobile Crusher,Intermittent,Saguache County - Co,Saguache County Road and Bridge,Construction Sand and Gravel,38.0875,-106.141944
Higareda's Rock Pit,Abandoned,Arturo  Higareda,Higareda's Rock Pit,Dimension Stone NEC,31.841388,-106.141111
Vista Rock Pickers Quarry,Abandoned,Efrain  Corchado,Corchado's Dimensional Fence Rock,"Crushed, Broken Stone NEC",31.867222,-106.140277
Hueco Quarry Inc,Active,Anthony D  Mullen,Hueco Quarry Inc,"Crushed, Broken Limestone NEC",31.855833,-106.135278
MTI,Active,Anthony D  Mullen,Mullen-Telles Inc,Construction Sand and Gravel,31.65783,-106.134571
Hueco Rock Quarry,Active,JAR Construction; Joe  Roales Jr,Paso del Norte,Construction Sand and Gravel,31.870833,-106.134444
Pipeline Quarry,Intermittent,Daniel Romualdo  Soto,Drs Rock Materials LLC,"Crushed, Broken Granite",31.657778,-106.134444
Flores Rock Quarry,Abandoned,Hugo  Flores,Hugo Flores,Dimension Limestone,31.657777,-106.134444
South Quarry,Abandoned,Cemex S A,CEMEX Construction Materials South LLC,"Crushed, Broken Stone NEC",31.808333,-106.131944
PORTABLE CRUSHER,Intermittent,Adrian August  Absmeier,Absmeier Landscaping & Construction,Construction Sand and Gravel,37.401111,-106.130555
Rock Dimension Pit,Active,Hilario  Soto,Soto Company,Dimension Limestone,31.682778,-106.130278
Pioneer 2148 Portable Jaw Crusher,Abandoned,Scott E  Pelino,Pelino Inc,Construction Sand and Gravel,38.793888,-106.113888
Fabtec 45II Cone Screen Plant,Intermittent,Scott E  Pelino,Pelino Inc,Construction Sand and Gravel,38.793888,-106.113888
Ned Finney Quarry,Active,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,"Crushed, Broken Limestone NEC",31.828535,-106.113039
Pit Number One,Abandoned,Marilyn  Diamond,Arkansas Valley Aggregate LLC,Construction Sand and Gravel,38.806111,-106.097222
Garcia Rock Co,Abandoned,Jose  Garcia; Ivan  Garcia,Garcia Rock Co,"Crushed, Broken Stone NEC",31.831666,-106.084444
Crusher #2,Active,Robert C  Willits,Willits Company Inc.,Construction Sand and Gravel,39.651666,-106.081666
Velarde Pit,Abandoned,William  Coppola,"Coppola Mining, LLC",Gold Ore,35.9675,-106.074444
Aviation Mine,Active,Victor  Montano,Montano's Excavating & Trenching Inc,"Sand, Industrial NEC",35.631388,-106.072777
Extec S-5 Track Mounted Screen sn9617,Intermittent,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,39.625555,-106.070555
ROCKY MOUNTAIN MINE,Active,CR Minerals Company LLC,Cr Minerals Company LLC,Pumice,36.052777,-106.070555
San Juan Plant,Active,CR Minerals Company LLC,CR Minerals Company LLC,Pumice,36.052777,-106.070555
Maryland Creek,Active,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,39.625,-106.069444
D. S. QUARRY,Active,Daniel Romualdo  Soto,"D R S  Rock Materials, LLC","Crushed, Broken Limestone NEC",31.822778,-106.069444
MACIAS PIT,Active,Angel Macias  Amador,Macias Quarry,"Crushed, Broken Limestone NEC",31.822821,-106.069421
Waldo Quarry ,Active,Richard P  Cook,"Associated Asphalt & Materials, LLC","Crushed, Broken Stone NEC",35.633888,-106.067777
Sanborne sand and gravel,Abandoned,Zane  Schmeeckle; Jerry  Miller,Miller Family Investments,Gold Ore,39.292222,-106.066388
McCloskey portable screen plant,Abandoned,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,39.293055,-106.066111
Alma Placer,Intermittent,Arthur D  Gibson; David A  Wilds,High Mountain Mining Company LLC,Construction Sand and Gravel,39.288056,-106.065556
ALMA PLANT,Abandoned,Robert C  Willits,"WILLITS COMPANY, INC.",Construction Sand and Gravel,39.288055,-106.065555
LOWDERMILK,Active,Richard P  Cook,"Espanola Transit Mix Company, LLC",Construction Sand and Gravel,36.007222,-106.065
Hector Placer Mine,Intermittent,Mike  London,"IGWT Mining, Inc.",Gold Ore,39.300142,-106.063988
DTT Welding & Excavating Inc,Active,Dave L  Tainter,DTT Welding & Excavating Inc,Construction Sand and Gravel,36.002777,-106.057777
Chaparral,Intermittent,Park County-CO,Park County Road & Bridge,Construction Sand and Gravel,39.094167,-106.046111
Crego Mine,Abandoned,CRH PLC,Superlite Block,Pumice,35.635555,-106.045277
SANTA FE RIVER PIT,Active,Don  Eker,"Eker Brothers, Inc.",Construction Sand and Gravel,35.635555,-106.045277
ALPINE PIT,Intermittent,Jeffrey W  Keller; John M  Keller,Alpine Rock Company,Construction Sand and Gravel,39.527777,-106.045
R L Leeder,Abandoned,Roddy  Leeder,R L Leeder Company,Construction Sand and Gravel,35.646388,-106.041388
Crusher/Screener #1,Intermittent,Randy  Rabon,Mesa Verde Enterprises Inc,Dimension Stone NEC,32.943056,-106.028056
BUTALA CONSTRUCTION COMPANY,Active,Thomas M  Eve; Linda  Kellerman,Butala Construction Company,Construction Sand and Gravel,38.551666,-106.023888
Red Sands Quarry (Closed),Abandoned,Stanley P  Jobe; Irene  Epperson,Jobe Materials LP,Dimension Stone NEC,31.828333,-106.016944
Fairplay Placer,Intermittent,Jeff  Ploen; Lance  Baller,High Speed Mining LLC,Construction Sand and Gravel,39.225556,-106.013333
El Grande,Active,Dicalite Management Group,Dicaperl Minerals Corp,Perlite,37.065,-106.011389
Robins Portable,Intermittent,Randall  Robins; Lou Ann  Robins,Robins Construction,Construction Sand and Gravel,37.079179,-106.008633
Nine Pit,Intermittent,Park County-CO,Park County Road & Bridge,Construction Sand and Gravel,39.224722,-106.001944
Allen Pit,Intermittent,Jack  Allen,Allen Drilling,Construction Sand and Gravel,39.224722,-106.001944
ORTEGA'S GRAVEL PIT,Intermittent,Robert R  Ortega,Ortega's Gravel Pit,Construction Sand and Gravel,25.5,-106
Monarch Mill,Active,Quikrete Holdings Inc.,QUIKRETE COMPANIES,"Crushed, Broken Marble",38.534722,-105.998888
Salida Plant,Intermittent,United States Lime & Minerals Inc,Colorado Lime Company,"Crushed, Broken Limestone NEC",38.536944,-105.9875
Sandborn Gravel Pit,Intermittent,MTFE Holdings; HFI LLC,"Miller-HFI, LLC",Gold Ore,39.143888,-105.985277
No Agua Mine & Mill,Active,Imerys S A,"Imerys Perlite USA, Inc.",Perlite,36.712222,-105.983611
LA LUZ PIT,Active,Cemex S A,CEMEX Construction Materials South LLC,Construction Sand and Gravel,32.975556,-105.964444
Crusher #3,Abandoned,Randy  Rabon,"Mesa Verde Ent. , Inc.","Crushed, Broken Limestone NEC",32.899444,-105.960278
V R Pit,Active,MDU Resources Group Inc,Knife River - Casper,Construction Sand and Gravel,42.797222,-105.95
R D BLANKENSHIP DIRT WORK,Active,Rodney D  Blankenship,R D Blankenship Dirt Work LLC,Construction Sand and Gravel,32.983056,-105.946389
CERRITO PELADO,Active,Quikrete Holdings Inc.,"Monarch Mountain Minerals & Aggregates, LLC",Pumice,35.686944,-105.937777
El Jay,Intermittent,Grand County-Co,Grand County Road & Bridge Department,Construction Sand and Gravel,40.0875,-105.933889
Flintstone Portable Crusher,Intermittent,Ted J  Pratt; Terry L  Pratt,Flintstone Gravel & Trucking Inc,Construction Sand and Gravel,40.046667,-105.928333
PORTABLE PLANT #1,Abandoned,John  Carroll,"Hi Valley Crushing, Inc.",Construction Sand and Gravel,38.137222,-105.927777
Portable Crusher #1,Intermittent,Todd A  Stockebrand; Allen W  King,Asphalt Constructors Inc,Construction Sand and Gravel,37.482308,-105.91148
Overlook Mine,Abandoned,Kenneth J  Evans,"Overlook Mine, LLC",Construction Sand and Gravel,40.179166,-105.900555
EL GRANDE,Temporarily Idled,Dicalite Management Group,Dicaperl Minerals Corp,Perlite,36.626666,-105.899444
GLENROCK MINE,Intermittent,Thomas A  Thorson,Black Hills Lignite A Limited Liability Co,Leonardite,42.861389,-105.872222
GLENROCK MILL,Active,Thomas A  Thorson,Black Hills Lignite A Limited Liability Co,Leonardite,42.861389,-105.872222
HENDERSON OPERATIONS,Active,Freeport-McMoRan Copper & Gold Inc,Climax Molybdenum Company,Molybdenum Ore,39.771389,-105.855278
Swift Pit,Intermittent,Henry  Southway Jr,Southwest Ready Mix Inc ,Construction Sand and Gravel,37.473259,-105.849982
Portable Crushing Plant ,Temporarily Idled,Henry  Southway Jr,Southway Construction Co. Inc.,Construction Sand and Gravel,37.473333,-105.849722
Portable Crushing Plant  #5,Active,Henry  Southway Jr,Southway Construction Co. Inc.,Construction Sand and Gravel,37.473333,-105.849722
Crusher #7,Temporarily Idled,Henry  Southway Jr,Southway Construction Co Inc,Construction Sand and Gravel,37.473333,-105.849722
Lovitt Gravel Pit,Intermittent,Converse County-WY,Converse County,Construction Sand and Gravel,42.851388,-105.834444
Pit #1,Abandoned,Joe  Caldwell,Triple J Gravel,Construction Sand and Gravel,38.115555,-105.829166
Grey Goose,Intermittent,Tom  Everist,Everist Materials LLC,Construction Sand and Gravel,39.918056,-105.783056
SAN AROYA PIT,Intermittent,Louis P  Vezzani,Walsenburg Sand & Gravel Company Inc,Construction Sand and Gravel,39.550051,-105.782067
Persolite Products Inc,Active,Michael J Steiner; Richard H Soden,Persolite Products Inc,Perlite,39.550051,-105.782067
