VIOLATOR_TYPE_CD,MINE_TYPE,COAL_METAL_IND,SIG_SUB,LIKELIHOOD,INJ_ILLNESS,NO_AFFECTED,NEGLIGENCE,SPECIAL_ASSESS,PRIMARY_OR_MILL,ASMT_GENERATED_IND,CONTESTED_IND,VIOLATOR_VIOLATION_CNT,VIOLATOR_INSPECTION_DAY_CNT,ACTIVITY,ACTIVE_SECTIONS,IDLE_SECTIONS,SHAFT_SLOPE_SINK,IMPOUND_CONSTR,BLDG_CONSTR_SITES,DRAGLINES,UNCLASSIFIED_CONSTR,CO_RECORDS,SURF_UG_MINE,SURF_FACILITY_MINE,REFUSE_PILES,EXPLOSIVE_STORAGE,OUTBY_AREAS,MAJOR_CONSTR,SHAFTS_SLOPES,IMPOUNDMENTS,MISC_AREA,PROGRAM_AREA,SAMPLE_CNT_AIR,SAMPLE_CNT_DUSTSPOT,SAMPLE_CNT_DUSTSURVEY,SAMPLE_CNT_RESPDUST,SAMPLE_CNT_NOISE,SAMPLE_CNT_OTHER,NBR_INSPECTORS,TOTAL_ON_SITE_HOURS,TOTAL_INSP_HOURS,COAL_METAL_IND,TOTAL_ON_SITE_HRS_SPVR_TRAINEE,TOTAL_INSP_HRS_SPVR_TRAINEE,PRIMARY_SIC,PRIMARY_CANVASS,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,AVG_MINE_HEIGHT,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS
Operator,Surface,M,Y,Reasonably,Permanent,4,ModNegligence,N,Mill,N,N,3,2,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,20,14,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,0,5,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,LowNegligence,N,Primary,N,N,1,9,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,13,8,M,0,0,"Crushed, Broken Slate",Stone,N,,5,8,1,0,1,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,3,0,"Verbal Hazard Complaint Inspections",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Verbal Hazard Complaint Inspections",0,0,0,0,0,0,2,33,20,M,2,2,"Crushed, Broken Limestone NEC",Stone,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,10,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,2,34,15,M,4,2,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,10,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Mill,N,N,6,14,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,38,14,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,Y,33,10,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,18,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,10,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,NoLostDays,1,HighNegligence,N,Primary,N,N,23,12,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,13,7,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,6,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,HighNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,2,55,23,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,6,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,LowNegligence,N,Primary,N,N,6,12,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,24,14,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Mill,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,22,11,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,0,5,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,HighNegligence,N,Primary,N,N,0,1,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,11,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,36,5,12,1,0,3,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Compliance Follow-up Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Compliance Follow-up Inspection",0,0,0,0,0,0,1,12,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,6,10,1,0,9,Y,0,N,N,N
Contractor,Surface,M,N,Unlikely,LostDays,1,HighNegligence,N,Primary,N,N,1,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,26,19,M,0,0,"Crushed, Broken Slate",Stone,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,4,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,11,5,M,0,0,"Crushed, Broken Slate",Stone,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,4,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,11,9,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,2,ModNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,15,7,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,1,"Compliance Follow-up Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Compliance Follow-up Inspection",0,0,0,0,0,0,1,15,4,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Compliance Follow-up Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Compliance Follow-up Inspection",0,0,0,0,0,0,1,3,0,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,LowNegligence,N,Primary,N,Y,1,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,46,25,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,HighNegligence,N,Primary,N,N,0,1,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,32,16,M,0,0,"Crushed, Broken Sandstone",Stone,Y,42,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,9,6,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,1,4,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,HighNegligence,N,Primary,N,N,0,1,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,15,4,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,N,10,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,8,5,M,0,0,"Crushed, Broken Sandstone",Stone,Y,42,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,LowNegligence,N,Primary,N,N,1,2,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,9,6,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,Y,21,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,31,17,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,10,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,1,5,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,46,27,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,1,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,26,18,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,1,4,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,12,7,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,36,5,12,1,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,4,5,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,11,8,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,1,4,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,LostDays,1,HighNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,27,15,M,0,0,"Dimension Slate",Stone,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,Y,16,7,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,11,7,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,10,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,LowNegligence,N,Mill,N,Y,4,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,2,35,25,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,9,1,0,4,Y,0,N,N,N
Operator,Facility,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,8,5,M,0,0,"Crushed, Broken Stone NEC",Stone,Y,42,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,5,5,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,12,8,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,1,1,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,23,27,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,31,17,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,12,2,0,36,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,29,24,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,35,16,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,12,2,0,36,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,25,22,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,35,20,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,12,2,0,36,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,Y,18,10,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,62,39,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,Y,18,10,"Other Technical Compliance Investigations",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Other Technical Compliance Investigations",0,0,0,0,0,0,1,2,0,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Verbal Hazard Complaint Inspections",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Verbal Hazard Complaint Inspections",0,0,0,0,0,0,1,13,3,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Other Technical Compliance Investigations",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Other Technical Compliance Investigations",0,0,0,0,0,0,1,9,3,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Mill,N,Y,18,10,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,15,4,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,Y,39,27,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,11,8,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,Y,4,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,30,18,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Compliance Follow-up Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Compliance Follow-up Inspection",0,0,0,0,0,0,1,14,10,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,Y,37,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,14,8,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Mill,N,N,10,7,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,34,24,M,0,0,"Crushed, Broken Stone NEC",Stone,N,,5,12,1,0,20,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,Y,36,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,18,16,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,Y,3,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,13,8,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,HighNegligence,N,Primary,N,N,0,5,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,12,10,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,Y,3,4,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,10,8,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,7,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,16,14,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,,,,0,,N,Primary,N,N,0,0,"Compliance Follow-up Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Compliance Follow-up Inspection",0,0,0,0,0,0,1,8,3,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,HighNegligence,N,Primary,N,N,17,12,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,19,12,M,0,0,"Common Shale",Nonmetal,N,,4,10,1,0,9,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,20,15,M,5,4,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Contractor,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,34,24,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,12,16,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,56,44,M,0,0,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,6,17,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,23,18,M,0,0,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,8,28,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,21,16,M,0,0,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,Fatal,1,HighNegligence,N,Primary,N,N,0,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,38,29,M,0,0,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,15,10,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,3,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,17,13,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,LowNegligence,N,Primary,N,N,12,13,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,12,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,4,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,Fatal,1,LowNegligence,N,Primary,N,N,26,0,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,57,38,M,0,0,"Crushed, Broken Granite",Stone,N,,5,9,1,0,25,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,11,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,25,15,M,0,0,"Crushed, Broken Stone NEC",Stone,N,,5,12,1,0,20,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,25,19,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,14,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,1,6,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,12,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,40,28,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,1,6,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,3,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,34,19,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,9,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,21,16,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,9,Y,0,N,N,N
Operator,Facility,M,N,Unlikely,Fatal,7,ModNegligence,N,Mill,N,N,3,4,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,0,0,0,M,0,0,"Crushed, Broken Marble",Stone,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,25,20,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,35,24,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,1,6,Y,0,N,N,N
Contractor,Surface,M,Y,Highly,Fatal,1,HighNegligence,N,Primary,N,Y,0,0,"Non-Fatal Accident Investigation",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Non-Fatal Accident Investigation",0,0,0,0,0,0,1,53,20,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,3,1,103,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"Spot Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Spot Inspection",0,0,0,0,0,0,1,48,33,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,5,8,3,1,103,Y,0,N,N,N
